日期,买卖信号,Q25预测,Q75预测,Q25真实,Q75真实
1970-01-01 00:00:00.000000556,0,98.0,102.0,98.0,102.0
1970-01-01 00:00:00.000000557,[1.],97.99333157959254,101.99305939916775,97.99333157959254,101.99305939916775
1970-01-01 00:00:00.000000558,[1.],97.99486248189524,101.99465278727871,97.99486248189524,101.99465278727871
1970-01-01 00:00:00.000000559,[1.],97.97111820910925,101.96993936050146,97.97111820910925,101.96993936050146
1970-01-01 00:00:00.000000560,[1.],97.9855727024877,101.98498383320148,97.9855727024877,101.98498383320148
1970-01-01 00:00:00.000000561,[1.],98.00527444848962,102.00548973210144,98.00527444848962,102.00548973210144
1970-01-01 00:00:00.000000562,[1.],98.01738535016261,102.01809495629169,98.01738535016261,102.01809495629169
1970-01-01 00:00:00.000000563,[1.],97.96533341987201,101.96391845741782,97.96533341987201,101.96391845741782
1970-01-01 00:00:00.000000564,[1.],97.86811101830213,101.86272779455936,97.86811101830213,101.86272779455936
1970-01-01 00:00:00.000000565,[1.],97.79546525229307,101.7871168952438,97.79546525229307,101.7871168952438
1970-01-01 00:00:00.000000566,[1.],97.73144356734329,101.72048208029608,97.73144356734329,101.72048208029608
1970-01-01 00:00:00.000000567,[1.],97.57657362382565,101.55929091459404,97.57657362382565,101.55929091459404
1970-01-01 00:00:00.000000568,[1.],97.59760113432563,101.58117669082873,97.59760113432563,101.58117669082873
1970-01-01 00:00:00.000000569,[1.],97.62132334790277,101.60586715802125,97.62132334790277,101.60586715802125
1970-01-01 00:00:00.000000570,[1.],97.73795918647635,101.72726364306722,97.73795918647635,101.72726364306722
1970-01-01 00:00:00.000000571,[1.],97.71355199473156,101.70186023941447,97.71355199473156,101.70186023941447
1970-01-01 00:00:00.000000572,[1.],97.90549810191179,101.90164088158166,97.90549810191179,101.90164088158166
1970-01-01 00:00:00.000000573,[1.],97.8930357192819,101.88866983027299,97.8930357192819,101.88866983027299
1970-01-01 00:00:00.000000574,[1.],97.76691916849511,101.75740566516838,97.76691916849511,101.75740566516838
1970-01-01 00:00:00.000000575,[1.],97.77826322247644,101.7692127417612,97.77826322247644,101.7692127417612
