variant,ticker,objective,annual_return,sharpe_ratio,max_drawdown,win_rate,volatility,rl_reward,experiment_id,timestamp,error
EATA-NoNN,ABT,,0.10557113046610356,0.5177626512332939,0.25009868909585226,0.4856007944389275,0.1902664253413731,0.9763732353649552,20260608_190120,2026-06-08T19:05:03.635368,
EATA-NoNN,AEP,,0.1483272177893178,0.7941065220947204,0.13818533139022493,0.5292949354518371,0.1665088599267986,0.9853604409429854,20260608_190120,2026-06-08T19:08:25.991612,
EATA-NoNN,AMAT,,0.6139659316636723,1.8242747000198527,0.18801898757786314,0.5342601787487586,0.2717508473013759,0.9808068205091537,20260608_190120,2026-06-08T19:10:42.860689,
EATA-NoNN,AMGN,,0.2681633993099264,1.032194206989961,0.3450367308670983,0.5273088381330685,0.23831636646408666,0.9824551079968813,20260608_190120,2026-06-08T19:15:53.773229,
EATA-NoNN,AMT,,0.264861933784047,1.2818847786622551,0.1409732219771423,0.5143992055610725,0.18044065874500462,0.98190165521072,20260608_190120,2026-06-08T19:18:41.339700,
EATA-NoNN,AMZN,,0.05115904718059516,0.24777827797156018,0.3441629723653755,0.5114200595829196,0.2882082153849703,0.9811531294669611,20260608_190120,2026-06-08T19:32:36.091826,
EATA-NoNN,APD,,0.2210369425673231,1.042074848558031,0.3546402865907937,0.5094339622641509,0.18976679659180604,0.9575881653564884,20260608_190120,2026-06-08T19:36:14.337255,
EATA-NoNN,AXP,,-0.004196824133951171,-0.017984461735069342,0.25702151244053306,0.5034756703078451,0.20220426734013353,0.9837280927401438,20260608_190120,2026-06-08T19:40:33.311908,
EATA-NoNN,BK,,0.18441878953963942,0.8154892940432183,0.19751487336042264,0.5163853028798411,0.2102708375553371,0.9678922868659494,20260608_190120,2026-06-08T19:54:15.254572,
EATA-NoNN,BLK,,0.08250628503505153,0.39242669034790617,0.24665857256693421,0.5034756703078451,0.20421130296572543,0.9664974110087454,20260608_190120,2026-06-08T19:59:43.678363,
EATA-NoNN,BMY,,0.11110488798462126,0.4667701491460061,0.2860341307795483,0.5094339622641509,0.25090928009936253,0.9741102134904663,20260608_190120,2026-06-08T20:21:58.572364,
EATA-NoNN,C,,0.28590983259866376,1.1170898069688266,0.327172425311684,0.5084409136047666,0.23109228494124745,0.9699125009837584,20260608_190120,2026-06-08T20:27:10.976624,
EATA-NoNN,COP,,-0.000723869408825184,0.09417333495794633,0.5976398400045887,0.4985104270109235,0.31759980919810754,0.9784076059965496,20260608_190120,2026-06-08T20:30:35.699850,
EATA-NoNN,CRM,,-0.053944731378301025,-0.11391824534601762,0.5709764022055814,0.4925521350546177,0.2898966654585542,0.980802808049019,20260608_190120,2026-06-08T20:47:58.167927,
EATA-NoNN,CSCO,,0.1546765577102116,0.7209822134138307,0.19330782139679234,0.5412115193644489,0.19948097593255065,0.9756040670333977,20260608_190120,2026-06-08T20:54:21.505766,
EATA-NoNN,D,,0.11479645164407604,0.6077710440408592,0.22094520665437295,0.5143992055610725,0.1695480855598564,0.9782073713642337,20260608_190120,2026-06-08T21:01:33.709335,
EATA-NoNN,DE,,0.02471579354500708,0.13097039564656604,0.3745025649496072,0.49652432969215493,0.22202107947657682,0.925287945914564,20260608_190120,2026-06-08T21:12:01.419087,
EATA-NoNN,DIS,,0.0513597215499253,0.2572942376744246,0.32280575435990044,0.5124131082423039,0.17972879726356444,0.9836245295179988,20260608_190120,2026-06-08T21:19:08.517787,
EATA-NoNN,ECL,,0.10298336551947762,0.5479455072049194,0.15846551631809577,0.5094339622641509,0.1683146355195723,0.9712455715563428,20260608_190120,2026-06-08T21:23:32.090559,
EATA-NoNN,EOG,,-0.06554037308018634,-0.1456911894210798,0.5695308800550603,0.5143992055610725,0.29724815057073134,0.9799375604629479,20260608_190120,2026-06-08T21:29:50.245212,
EATA-NoNN,F,,0.0010677350705847743,0.016509970688138087,0.3704617203956121,0.5074478649453823,0.21139383025075198,0.9697857486765181,20260608_190120,2026-06-08T21:35:11.607537,
EATA-NoNN,FCX,,-0.23739101203525959,-0.19008705394162073,0.8650323489806409,0.4985104270109235,0.5912414357746417,0.9597144228914036,20260608_190120,2026-06-08T21:38:54.442424,
EATA-NoNN,GE,,0.24616923064719964,1.1979069655379642,0.21311735190450193,0.5302879841112215,0.18072008151026756,0.9686890947131073,20260608_190120,2026-06-08T21:49:07.209771,
EATA-NoNN,GILD,,0.08942247029323047,0.38005770331882277,0.4269019689213277,0.5054617676266137,0.26761703026712147,0.9844433129294339,20260608_190120,2026-06-08T21:56:54.474706,
EATA-NoNN,HAL,,0.020975191343573618,0.15838654484075343,0.6901820520483747,0.49652432969215493,0.3109613488022738,0.9769877413843633,20260608_190120,2026-06-08T22:00:59.179490,
EATA-NoNN,HD,,-0.008473007506140773,-0.06961516539475238,0.357296737695075,0.5124131082423039,0.17899141504323424,0.9635830414771708,20260608_190120,2026-06-08T22:11:29.556432,
EATA-NoNN,HON,,0.1111493408233899,0.6227887322096198,0.1346189176221391,0.5312810327706058,0.1569247988957565,0.9879840016137177,20260608_190120,2026-06-08T22:22:19.365425,
EATA-NoNN,INTU,,0.33203155272729634,1.4208733556455186,0.12004262416384473,0.5283018867924528,0.20201943795360183,0.9755016856666282,20260608_190120,2026-06-08T22:31:15.091522,
EATA-NoNN,ISRG,,0.02953616275479032,0.155953062854273,0.3781950984625161,0.519364448857994,0.23317708389373568,0.9493508797482761,20260608_190120,2026-06-08T22:42:21.769231,
EATA-NoNN,JNJ,,0.12794519271187044,0.7753782680888546,0.14706946003342544,0.5114200595829196,0.1426541500163761,0.9840316861779805,20260608_190120,2026-06-08T22:50:57.278318,
EATA-NoNN,KEY,,-0.01375170138272619,-0.019096969426779943,0.5609584902578174,0.48957298907646474,0.24187700049944197,0.9825078725231566,20260608_190120,2026-06-08T22:54:30.907706,
EATA-NoNN,LMT,,-0.09966030201217568,-0.6981013539281136,0.44543113184051575,0.4746772591857001,0.16054385974015653,0.9835491405141851,20260608_190120,2026-06-08T22:58:29.312606,
EATA-NoNN,LOW,,-0.028006068300196363,-0.12251605113899494,0.3509154371979879,0.49056603773584906,0.21173742408474622,0.9655216798591301,20260608_190120,2026-06-08T23:06:33.424181,
EATA-NoNN,LRCX,,-0.007683825327945426,0.03987731246942814,0.4744347180056767,0.5342601787487586,0.2786527794647817,0.9791245478611087,20260608_190120,2026-06-08T23:13:22.030508,
EATA-NoNN,MCD,,0.03623473943650235,0.1785054761044782,0.218017547191143,0.5024826216484608,0.15243655546624274,0.983475970715722,20260608_190120,2026-06-08T23:23:20.782870,
EATA-NoNN,MDT,,0.09675693090192428,0.47326289513777375,0.24774419606856538,0.5213505461767627,0.19234928706678328,0.9756956243797803,20260608_190120,2026-06-08T23:27:50.350173,
EATA-NoNN,MMM,,0.003278437374903964,-0.03399363372954268,0.2646103799999996,0.5074478649453823,0.15194607530296353,0.9612046970720471,20260608_190120,2026-06-08T23:48:07.452989,
EATA-NoNN,MRK,,-0.025517443572121268,-0.08906279580444801,0.29693629906831426,0.4856007944389275,0.2273753940347321,0.9252175141146998,20260608_190120,2026-06-09T00:04:41.486029,
EATA-NoNN,MU,,0.29391782098796004,0.7928315143571942,0.41130947717605243,0.5153922542204568,0.4009565137953256,0.9778982057445775,20260608_190120,2026-06-09T00:07:50.934272,
EATA-NoNN,NEE,,-0.03919611170764392,-0.28368432187878284,0.32342908541501936,0.5074478649453823,0.16399073512563875,0.6313475303728283,20260608_190120,2026-06-09T00:18:00.939201,
EATA-NoNN,OXY,,-0.030504481548080276,-0.09492183619584472,0.39069547762619206,0.5104270109235353,0.23788426116642455,0.9826596773494005,20260608_190120,2026-06-09T00:32:12.593843,
EATA-NoNN,PFE,,-0.004996005837837991,-0.05763215912168538,0.3651383303337811,0.48659384309831183,0.1734711252603406,0.9571095265724412,20260608_190120,2026-06-09T00:35:35.983691,
EATA-NoNN,PG,,-0.046939469643740295,-0.4290079796931587,0.3986582650908733,0.4955312810327706,0.1368287598125517,0.9683002374664598,20260608_190120,2026-06-09T00:43:16.707066,
EATA-NoNN,PLD,,0.16065778417831367,0.7912302229835978,0.24400545842738136,0.519364448857994,0.18460718742697532,0.9858190687024814,20260608_190120,2026-06-09T00:48:55.356479,
EATA-NoNN,PXD,,0.22887158581014844,0.7060839118323141,0.3158717046590068,0.5124131082423039,0.35035482361788495,0.9761248874693145,20260608_190120,2026-06-09T00:53:07.067671,
EATA-NoNN,REGN,,0.5867865607914855,1.5479235831957088,0.24633002978227758,0.5551142005958292,0.3182567473751601,0.9315358746932668,20260608_190120,2026-06-09T00:56:43.431957,
EATA-NoNN,RF,,-0.05690081281508064,-0.16667283122446308,0.6232196910349546,0.4816285998013903,0.26329423859028667,0.8804040205676454,20260608_190120,2026-06-09T01:04:11.111714,
EATA-NoNN,SBUX,,0.256688957507027,1.1710648540084252,0.18172260129993426,0.5372393247269116,0.19414229409181485,0.9805164070710362,20260608_190120,2026-06-09T01:06:51.719200,
EATA-NoNN,SHW,,0.02966616485354434,0.1467229746297744,0.30145201323240667,0.5173783515392254,0.2011014080414009,0.9450063306855642,20260608_190120,2026-06-09T01:16:06.037275,
EATA-NoNN,SLB,,0.20487463236492398,0.8324569308601665,0.2407041116404025,0.5173783515392254,0.23227219582840006,0.9756565881853533,20260608_190120,2026-06-09T01:24:28.591804,
EATA-NoNN,SNPS,,0.23687437447281035,1.165054682216125,0.177270513859787,0.519364448857994,0.17911971214880656,0.980787920729539,20260608_190120,2026-06-09T01:32:26.376534,
EATA-NoNN,SO,,-0.015946955013408703,-0.16503566657980187,0.36527493393504573,0.5044687189672294,0.15013202115033533,0.9814322484305738,20260608_190120,2026-06-09T01:45:18.731196,
EATA-NoNN,SPG,,0.08682661110792078,0.4395840373353015,0.26446746493504486,0.5124131082423039,0.18140954078465796,0.9790112178303074,20260608_190120,2026-06-09T01:50:35.009532,
EATA-NoNN,STT,,0.23463303234436106,0.9602782804878126,0.2981077029419579,0.519364448857994,0.22515942221027138,0.9788665713877412,20260608_190120,2026-06-09T02:08:18.414060,
EATA-NoNN,T,,0.06069890886331364,0.32634042496813886,0.1564170393026056,0.5014895729890765,0.15685473534514283,0.9849714262479119,20260608_190120,2026-06-09T02:12:15.103165,
EATA-NoNN,TJX,,0.18659708407224462,0.8603603593269976,0.23885314604743074,0.5114200595829196,0.19848779812700512,0.9795246471458772,20260608_190120,2026-06-09T02:15:45.050006,
EATA-NoNN,TMO,,0.05993310631662374,0.291926765923573,0.35110378812756954,0.506454816285998,0.19747554967359662,0.9668932132715301,20260608_190120,2026-06-09T02:35:51.223118,
EATA-NoNN,TXN,,0.13384861161918504,0.5889393271765032,0.19814110736225735,0.5233366434955313,0.22040075603462947,0.9792208725663754,20260608_190120,2026-06-09T02:44:04.403341,
EATA-NoNN,UNP,,0.14148413821832095,0.620003266317547,0.31851812168876403,0.5084409136047666,0.2203372755209157,0.9802237354089837,20260608_190120,2026-06-09T02:48:33.238969,
EATA-NoNN,UPS,,-0.0690376887066293,-0.48336354779468216,0.2983317475516211,0.4985104270109235,0.16194602202173572,0.9793635042302801,20260608_190120,2026-06-09T02:53:52.665970,
EATA-NoNN,USB,,0.16306267044946976,0.8406332152400591,0.19072681972334554,0.519364448857994,0.17392449029778967,0.9700260920898834,20260608_190120,2026-06-09T02:57:22.625014,
EATA-NoNN,VZ,,0.0773730146788163,0.419772485454374,0.2858070542824593,0.4985104270109235,0.16051436180436102,0.9677892211656263,20260608_190120,2026-06-09T03:13:10.529365,
