variant,ticker,annual_return,sharpe_ratio,max_drawdown,win_rate,volatility,rl_reward,experiment_id,timestamp,error
EATA-Full,BA,0.6294000644409012,1.1568384377267231,0.41963842761186726,0.5180897250361794,0.5235587934535704,0.9769152798151425,20260223_175440,2026-02-23T18:07:25.784022,
EATA-Full,JNJ,0.13170852323376492,0.6105871601219646,0.22664753822157424,0.5296671490593343,0.2043573778359848,0.9910438973959876,20260223_175440,2026-02-23T18:17:39.166889,
EATA-Full,KO,-0.08173099903316117,-0.3435045119292317,0.39204950163444846,0.5050651230101303,0.2294422551118623,0.9899079883031057,20260223_175440,2026-02-23T18:25:01.066286,
EATA-Full,NVDA,0.7577636444672247,1.33500361669451,0.4977947624632907,0.5195369030390738,0.5014348138021429,0.9747692456170933,20260223_175440,2026-02-23T18:37:17.355186,
EATA-Full,XOM,0.3366783585461346,0.9014949081302167,0.34995035179572026,0.5397973950795948,0.3796177067696471,0.977711355787178,20260223_175440,2026-02-23T18:45:28.330156,
EATA-Full,JPM,0.1301353857865719,0.485294013315414,0.2764155847630194,0.5195369030390738,0.30864923721853765,0.9780430201281757,20260223_175440,2026-02-23T18:51:34.657468,
EATA-Full,CAT,0.03475566164895394,0.21242104648654336,0.31251111710905494,0.5296671490593343,0.34017778219511824,0.9833218433007205,20260223_175440,2026-02-23T18:59:06.543996,
EATA-Full,COST,0.6319750520613912,2.1686279758853497,0.10771575780920031,0.5658465991316932,0.2288456395944194,0.984524091913017,20260223_175440,2026-02-23T19:16:02.765046,
EATA-Full,NFLX,0.4907984374320604,1.0665529104827411,0.6147626828468618,0.5050651230101303,0.4455672434412657,0.9796925385529496,20260223_175440,2026-02-23T19:32:14.642526,
EATA-Full,GE,0.15723794092431165,0.5134877831742092,0.38719601109879836,0.49782923299565845,0.4055265652648117,0.9808910513688074,20260223_175440,2026-02-23T19:42:49.808782,
EATA-NoNN,BA,0.42653992943849883,0.8994390268742994,0.42004679104144754,0.5180897250361794,0.5289068327417465,0.9726009406906223,20260223_175440,2026-02-23T19:51:50.253900,
EATA-NoNN,JNJ,0.051590464532836666,0.25155079995911905,0.22664753822157424,0.5180897250361794,0.20248243564856397,0.9435717066681247,20260223_175440,2026-02-23T20:32:12.619016,
EATA-NoNN,KO,0.13127673056695355,0.5614578646368229,0.22823068427373042,0.5195369030390738,0.23201729998800333,0.9885082039319333,20260223_175440,2026-02-23T20:42:00.347854,
EATA-NoNN,NVDA,0.5163816561231624,1.0359887659781426,0.5268001936965376,0.5151953690303908,0.505129250947244,0.9749230716130696,20260223_175440,2026-02-23T20:55:06.482881,
EATA-NoNN,XOM,0.47432663131810404,1.1559434849992574,0.3173076321060272,0.5383502170767004,0.3815893730274676,0.9742421196405952,20260223_175440,2026-02-23T21:01:50.611327,
EATA-NoNN,JPM,0.12146821160207844,0.45733361493704766,0.22513003119845532,0.516642547033285,0.31445387519373785,0.98187882580202,20260223_175440,2026-02-23T21:09:51.993923,
EATA-NoNN,CAT,-0.00837406155206033,0.08746025720673027,0.3466795780211298,0.5296671490593343,0.340469764108941,0.9838960756385069,20260223_175440,2026-02-23T21:17:58.026869,
EATA-NoNN,COST,0.6673372462437872,2.2581223836640314,0.11335891589495573,0.5687409551374819,0.22933668754385172,0.9809633482175484,20260223_175440,2026-02-23T21:42:08.286075,
EATA-NoNN,NFLX,0.6191763711751144,1.2521234326133954,0.5592133834901867,0.5195369030390738,0.4462449363104448,0.9794437248783688,20260223_175440,2026-02-23T22:27:23.364309,
EATA-NoNN,GE,-0.022791890185921426,0.10383148763733355,0.5349487018438847,0.5036179450072359,0.41473295642207836,0.9529324500541199,20260223_175440,2026-02-23T23:02:03.066315,
EATA-NoMCTS,BA,0.15406423799645608,0.4986644532121487,0.4743013801278901,0.4992764109985528,0.525438390078535,0.972916944368201,20260223_175440,2026-02-23T23:02:35.142652,
