variant,ticker,annual_return,sharpe_ratio,max_drawdown,win_rate,volatility,rl_reward,experiment_id,timestamp,error
EATA-NoMem,AAPL,-0.09135860404533347,-0.2459488030083353,0.3624011413505424,0.41389290882778584,0.29439949826563205,0.982977572336744,20260301_164445,2026-03-01T16:47:50.822947,
EATA-NoMem,MSFT,-0.16655862620428852,-0.6311923546138647,0.5588430060238857,0.3979739507959479,0.26465828286999016,0.985079245534946,20260301_164445,2026-03-01T16:50:57.219543,
EATA-NoMem,NVDA,0.3785376251321484,0.8292206273593129,0.5589736927841634,0.5340086830680174,0.5353606503646315,0.9698525256858767,20260301_164445,2026-03-01T16:54:09.655786,
EATA-NoMem,GOOG,0.2938367291639252,0.9611224981604817,0.2110836314841202,0.4992764109985528,0.2915756980387516,0.9847040942897105,20260301_164445,2026-03-01T16:57:13.901911,
EATA-NoMem,JPM,0.1507139416141945,0.5576942730811936,0.40644245021749775,0.46599131693198265,0.29168827827975274,0.981732538278615,20260301_164445,2026-03-01T17:00:13.069257,
EATA-NoMem,BAC,-0.12298379561150163,-0.30731645051775175,0.46059746308784993,0.4630969609261939,0.3216990161013313,0.9790320121244146,20260301_164445,2026-03-01T17:03:10.789164,
EATA-NoMem,XOM,0.3321449688073521,0.9574273649129503,0.42327093146471245,0.4717800289435601,0.3382716291592869,0.9792304947695343,20260301_164445,2026-03-01T17:05:59.230445,
EATA-NoMem,JNJ,0.07372092346096348,0.3969937083497048,0.13874287042428174,0.48480463096960924,0.1618260190509681,0.9902688710565214,20260301_164445,2026-03-01T17:08:54.785745,
EATA-NoMem,KO,0.14669930820923072,0.7148829792749541,0.17852238654240765,0.5209840810419681,0.18848292577796688,0.9903565968532188,20260301_164445,2026-03-01T17:11:56.754075,
EATA-NoMem,CAT,0.28704907824836456,0.9471864712720134,0.2554262030004196,0.5007235890014472,0.28956892043410887,0.9836673399919034,20260301_164445,2026-03-01T17:14:58.078584,
EATA-Simple,AAPL,0.2861388152652835,0.8668184227029853,0.34071056889355106,0.5253256150506512,0.33006350205107143,0.9993005623605702,20260301_164445,2026-03-01T17:19:00.950440,
EATA-Simple,MSFT,-0.05339812739458938,-0.09739660037792615,0.5339448135182854,0.48914616497829233,0.3017120869868356,0.9962798292944858,20260301_164445,2026-03-01T17:28:56.606438,
EATA-Simple,NVDA,0.4041066870839283,0.8768809420506384,0.6341263228875378,0.5253256150506512,0.5145406171795307,0.9954536295367475,20260301_164445,2026-03-01T17:34:58.515566,
EATA-Simple,GOOG,0.29669247505008056,0.9387803903583273,0.2951404664241594,0.5282199710564399,0.30509764627203656,0.876702583360223,20260301_164445,2026-03-01T17:40:25.031109,
EATA-Simple,JPM,-0.07072288424121265,-0.10603393954519559,0.4422323994471316,0.5123010130246021,0.338721594567706,0.9991989658382708,20260301_164445,2026-03-01T17:44:34.984288,
EATA-Simple,BAC,0.27020747191471783,0.7687631488039549,0.41502666000817673,0.5383502170767004,0.3765303265987288,0.9982630268919745,20260301_164445,2026-03-01T17:50:35.632474,
EATA-Simple,XOM,0.13985730807596886,0.4802689213218139,0.3688352973646295,0.4963820549927641,0.3855730032124403,0.9851728583525097,20260301_164445,2026-03-01T17:59:03.042257,
EATA-Simple,JNJ,0.10591776246634277,0.4906052254553923,0.21999586088045162,0.5108538350217077,0.20884655718798945,0.9980151466445984,20260301_164445,2026-03-01T18:23:35.282327,
EATA-Simple,KO,0.14364416070978403,0.6086844208657428,0.20389807158564038,0.5180897250361794,0.23210499453257266,0.9995835121097637,20260301_164445,2026-03-01T18:27:36.168335,
EATA-Simple,CAT,0.04531874239340539,0.24852504987955515,0.3697971432029529,0.5340086830680174,0.3652055465227247,0.993513299569256,20260301_164445,2026-03-01T18:31:39.915966,
EATA-NoExplore,AAPL,0.5949028331080526,1.5307660034277746,0.26695062006421355,0.5282199710564399,0.32692235975502,0.983341372306391,20260301_164445,2026-03-01T18:49:44.815007,
EATA-NoExplore,MSFT,-0.1362335370756187,-0.38470241485254253,0.5044032904323897,0.46164978292329956,0.3087892070464897,0.9557787642974851,20260301_164445,2026-03-01T19:21:03.746197,
EATA-NoExplore,NVDA,-0.09248457620358697,0.051830804250531624,0.7098724489088625,0.5036179450072359,0.5406810333839756,0.9568807893220802,20260301_164445,2026-03-01T19:45:57.956759,
EATA-NoExplore,GOOG,0.04725999623008814,0.241839726876756,0.28580666935598653,0.5021707670043415,0.3166580281407036,0.9833446120739214,20260301_164445,2026-03-01T20:03:11.929227,
EATA-NoExplore,JPM,0.04128535197120953,0.22812208398141465,0.3787891438579084,0.49782923299565845,0.33593219720925876,0.9721095676603585,20260301_164445,2026-03-01T20:16:33.363877,
EATA-NoExplore,BAC,0.2164044767619131,0.7017999386023275,0.3373444301414489,0.5195369030390738,0.32699879598072007,0.9648403230761547,20260301_164445,2026-03-01T20:34:23.621849,
EATA-NoExplore,XOM,0.07929297074083608,0.3398141665139284,0.49743601379267977,0.507959479015919,0.3903530531763138,0.7205451645263414,20260301_164445,2026-03-01T20:49:27.612147,
EATA-NoExplore,JNJ,0.07807189151914207,0.40422258472493156,0.16305382717861755,0.5238784370477568,0.17383632094731086,0.9688876689441184,20260301_164445,2026-03-01T21:25:00.159237,
EATA-NoExplore,KO,-0.10789256996141383,-0.47620334781111934,0.40026257056622194,0.4804630969609262,0.2272805594540144,0.9809213793601369,20260301_164445,2026-03-01T22:00:04.845527,
EATA-NoExplore,CAT,-0.0029519284252366162,0.102104784589894,0.4155164883567298,0.5123010130246021,0.33925040196536305,0.9791368174459167,20260301_164445,2026-03-01T22:26:40.167296,
EATA-NoMCTS,AAPL,0.22491986315639512,0.7237626630019707,0.31452720774492315,0.5224312590448625,0.3270564875530626,0.9816405188094394,20260301_164445,2026-03-01T22:26:51.807921,
EATA-NoMCTS,MSFT,-0.2188389964733678,-0.6986066209442282,0.5479580865313519,0.48625180897250364,0.31179529024673835,0.9835290483511818,20260301_164445,2026-03-01T22:27:03.146709,
EATA-NoMCTS,NVDA,-0.13855289122532988,-0.05656129385040727,0.7022990614107809,0.49493487698986977,0.5266656531460018,0.9714327268646874,20260301_164445,2026-03-01T22:27:15.029710,
EATA-NoMCTS,GOOG,-0.06673981875588642,-0.12545981259020922,0.35597336768301785,0.516642547033285,0.31423656111153186,0.9828681115380876,20260301_164445,2026-03-01T22:27:27.417725,
EATA-NoMCTS,JPM,-0.1785236343324702,-0.4816468613735138,0.5398675172297386,0.5007235890014472,0.33402624663845365,0.9827769719690429,20260301_164445,2026-03-01T22:27:39.821279,
EATA-NoMCTS,BAC,-0.11334767630508358,-0.18932103119122085,0.4015131349464741,0.4804630969609262,0.3730446574035438,0.9807808248725598,20260301_164445,2026-03-01T22:27:51.935048,
EATA-NoMCTS,XOM,-0.06769711370263631,-0.034852841868311196,0.5136188676618533,0.516642547033285,0.3907886097092709,0.9793928521872544,20260301_164445,2026-03-01T22:28:03.746471,
EATA-NoMCTS,JNJ,0.014882662494646759,0.07921996251652783,0.22458534600583824,0.507959479015919,0.20802675369948168,0.9897291347521406,20260301_164445,2026-03-01T22:28:15.952895,
EATA-NoMCTS,KO,-0.06712898896060482,-0.25660884981380727,0.40553883469894514,0.5007235890014472,0.2379314876261449,0.988766714716971,20260301_164445,2026-03-01T22:28:28.330619,
EATA-NoMCTS,CAT,-0.09183052444367479,-0.16099698642722032,0.4089029678459656,0.5195369030390738,0.3465133692370145,0.9817816033905227,20260301_164445,2026-03-01T22:28:40.434350,
