Date,Action,Predicted_Q25,Predicted_Q75,Actual_Q25,Actual_Q75,RL_Reward
2010-12-14,0,0.0,0.0,-0.001258119376860187,0.00576209395797859,0.9932408172728183
2010-12-16,0,0.0,0.0,0.0004488966239330059,0.00576209395797859,0.9937630940119436
2010-12-20,0,0.0,0.0,-0.001258119376860187,0.0051195995152580505,0.9943950040698463
2010-12-22,1,0.0035979961297243476,0.0040536068457251075,-0.001258119376860187,0.005757944480970034,0.9942442624921847
2010-12-27,0,0.0,0.0,-0.004037729633254887,0.006384655894725585,0.9933484392397883
2010-12-29,0,0.0,0.0,-0.004037729633254887,0.008715596746548742,0.992988381044288
2010-12-31,0,0.0,0.0,-0.0043034061228863964,0.008715596746548742,0.9928340417353113
2011-01-04,1,0.0031436423807977105,0.003367349208842911,-0.0043034061228863964,0.006384655894725585,0.9942668606120407
2011-01-06,0,0.0,0.0,-0.003229309823449525,0.006364305530889931,0.9939077727682119
2011-01-10,1,0.003224903032542267,0.0034401947310447826,-0.0014792053858844086,0.00827108964512864,0.9943691942992943
2011-01-12,1,0.0025018111690299546,0.002616878947322371,-0.0033216547922773135,0.006364305530889931,0.9948600529487903
2011-01-14,0,0.0,0.0,-0.0033216547922773135,0.00827108964512864,0.9942638682139301
2011-01-19,0,0.0,0.0,-0.0014792053858844086,0.009211048926650558,0.9934113296589829
2011-01-21,1,0.0024085962104364346,0.002420698772027965,-0.0014792053858844086,0.010265282550035098,0.9928700475290064
2011-01-25,1,0.0019081064921826285,0.0019098669196768656,-0.0014792053858844086,0.010265282550035098,0.9923440418308918
2011-01-27,1,0.002207717389043503,0.0022567867633791986,-0.0033379603776653296,0.010544294885460367,0.9920191226922155
2011-01-31,0,0.0,0.0,-0.0033379603776653296,0.010544294885460367,0.9906014135060774
2011-02-02,0,0.0,0.0,-0.0005921166607598392,0.011369769272402167,0.9901651017579663
2011-02-04,0,0.0,0.0,-0.004193255957884661,0.011369769272402167,0.9900338726213642
2011-02-08,0,0.0,0.0,-0.004193255957884661,0.012025239707122572,0.9894906651853287
2011-02-10,0,0.0,0.0,-0.004193255957884661,0.012025239707122572,0.989779334285092
2011-02-14,0,0.0,0.0,-0.005645462459529791,0.012025239707122572,0.9885527478368474
2011-02-16,0,0.0,0.0,-0.007736927783677383,0.013440467236693765,0.9881484066190077
2011-02-18,0,0.0,0.0,-0.007736927783677383,0.009799648771871861,0.9881904695955411
2011-02-23,1,0.0022733582747840172,0.002358492061966151,-0.005645462459529791,0.009799648771871861,0.9891892758481079
2011-02-25,1,0.002446788915310759,0.0024977980497034175,-0.007462615779082124,0.008775908486015026,0.9892622547379217
2011-03-01,1,0.002405100954517006,0.002423899440488443,-0.00642231008525671,0.008354197407204193,0.989706469363652
2011-03-03,1,0.003112419997661463,0.003241354966799904,-0.00642231008525671,0.009016516365999995,0.9895252806913821
2011-03-07,1,0.002488458397796975,0.002524142154229143,-0.005461722901088134,0.009016516365999995,0.9900828712153606
2011-03-09,1,0.003025759179114013,0.0031475986397208034,-0.006911397103757153,0.008354197407204193,0.9895793385461021
2011-03-11,1,0.0029698959909438406,0.0030950177509550605,-0.008682352023210646,0.008354197407204193,0.9891725057887347
2011-03-15,1,0.0016616388342197508,0.001726614047474543,-0.007878955080876252,0.008354197407204193,0.9905444250768456
2011-03-17,1,0.0020599508106390824,0.0020905436053234986,-0.006604968241220477,0.007541517962820167,0.9918209543558042
2011-03-21,1,0.003056272707981796,0.0031996397709861436,-0.007878955080876252,0.0038354784982365803,0.9921597609526752
2011-03-23,1,0.0025181021982294645,0.002559320986194622,-0.007878955080876252,0.00770932714738211,0.9911425521198163
2011-03-25,1,0.002246951906944102,0.002251646841590381,-0.006604968241220477,0.0056639359702532616,0.9918272567611657
2011-03-29,1,0.0017815016326597545,0.0018167489460774434,-0.004893671272212054,0.007822293208103053,0.9918037810616073
2011-03-31,1,0.003140750162433453,0.0033007389923908016,-0.004893671272212054,0.0072981612142168,0.9918972504047402
2011-04-04,1,0.002975812813466364,0.00308253919739381,-0.004893671272212054,0.005654469305143481,0.9915409363762456
2011-04-06,1,0.002171064233364317,0.002212432332787794,-0.004893671272212054,0.005654469305143481,0.9912859074290356
2011-04-08,1,0.001163914969449994,0.0012546960293403262,-0.0028618120656607442,0.010021179703822668,0.9902786785689369
2011-04-12,1,0.00011181719534155918,0.00035650306851853415,-0.0005627115563968318,0.010021179703822668,0.9897346924081349
2011-04-14,1,7.139749098204588e-05,0.0003125182880562683,-0.003200539105476719,0.010021179703822668,0.9894021849650537
2011-04-18,0,-0.00025962886692975967,2.2414089851532037e-05,-0.0028294912853891086,0.008505583712822585,0.99032353552386
2011-04-20,1,0.0006726709096146397,0.0008613766481092415,-0.0028294912853891086,0.008505583712822585,0.9910463560908225
2011-04-25,0,0.0,0.0,-0.003200539105476719,0.008505583712822585,0.9908659771622081
2011-04-27,0,0.0,0.0,-0.003200539105476719,0.007758782992863744,0.9913323407067895
2011-04-29,0,0.0,0.0,-0.003369955039334739,0.0028122997037770205,0.9919462354248109
2011-05-03,0,0.0,0.0,-0.004323087183236107,0.007727041661577276,0.991006550692004
2011-05-05,0,0.0,0.0,-0.004705920365029218,0.007727041661577276,0.9920458164045097
2011-05-09,0,0.0,0.0,-0.005787424860351144,0.002133149174546127,0.9927981453631541
2011-05-11,1,0.001953816135538738,0.001961406689039816,-0.004705920365029218,0.0034054428170589815,0.9928489950099296
2011-05-13,1,0.0009230874396466614,0.001024174627622975,-0.005787424860351144,0.0034054428170589815,0.9931134938882594
2011-05-17,1,0.0007088631022625424,0.0008251208243271196,-0.006659631884935563,0.006604259733023475,0.9920797998961856
2011-05-19,1,0.0011538151589889605,0.0012224937633068748,-0.006659631884935563,0.006604259733023475,0.992146573169035
2011-05-23,1,0.0007030752390348789,0.0008268700288291498,-0.005787424860351144,0.010000426612782488,0.991212036399201
2011-05-25,1,0.0007514452328035793,0.0008858308303345609,-0.005787424860351144,0.008935033226699779,0.9915010406293328
2011-05-27,1,0.0002462302699907286,0.0004380164591469695,-0.004705920365029218,0.012619911444227219,0.9911077236191016
2011-06-01,1,0.0001938421551872108,0.00040061975542114584,-0.004271995749443586,0.01029677038614622,0.9916707944666187
2011-06-03,0,-0.00014697875637016656,0.00011082020796073758,-0.0033018429524056562,0.012619911444227219,0.9911348501378241
2011-06-07,-1,-0.000335771848143311,-0.00012865668996689796,-0.002054393810000657,0.012619911444227219,0.9920390513149008
2011-06-09,0,-0.0001775559952836601,9.644952038839858e-06,-0.002249899903430622,0.012619911444227219,0.9923619978322316
2011-06-13,-1,-0.0008373934018657527,-0.0005237303743295589,-0.002029652199152607,0.012619911444227219,0.9919127991707558
2011-06-15,0,0.0,0.0,-0.0019196777390679083,0.01042212035164524,0.9930248411941841
2011-06-17,0,0.0,0.0,-0.0019196777390679083,0.009753248809673978,0.9930965066674795
2011-06-21,0,0.0,0.0,-0.002029652199152607,0.005828514707220963,0.994012457942546
2011-06-23,1,0.0004723384277312423,0.0006225084022563419,-0.002608044759921714,0.009753248809673978,0.9932569962011741
2011-06-27,1,0.00041962520105914706,0.0005831590571655618,-0.004097174006112388,0.005481912619197025,0.993310774380385
2011-06-29,1,0.000609191829236956,0.0007532713716568865,-0.006106194176185509,0.0022482742520072018,0.9927198411477345
2011-07-01,1,0.001312366132258652,0.001360444814637272,-0.006106194176185509,-0.0012539067490374774,0.9929749714349869
2011-07-06,1,0.0011735893107946726,0.001232314879738622,-0.00796575319215197,-0.0016656217008343061,0.9907606361226556
2011-07-08,0,0.0,0.0,-0.011784240441871919,-0.0017953657403853179,0.9878549309421454
2011-07-12,1,0.0010274053129050906,0.0010641405042622967,-0.011784240441871919,-0.0012539067490374774,0.9813632674376456
