Annual Return (AR),Sharpe Ratio,Sortino Ratio,Max Drawdown (MDD),Calmar Ratio,Win Rate,Volatility (Annual),Alpha,Beta,IRR,Profit Factor,Ticker
0.2568128497111333,0.8094462122808298,1.1659398074292502,0.3750848717079601,0.6846793061573726,0.5323168710639709,0.320500001672341,0.23032747286009722,0.14507498238358063,0.2568128497111333,1.1810028671636228,CMG
0.21592761655847625,0.863083843752888,1.2153266260040871,0.23378465559806053,0.9236175744986216,0.523036128604574,0.23553310418404488,0.2085350421312137,-0.02889013572349605,0.21592761655847625,1.1918712495091148,MSI
0.13405745437125205,0.5664145377412247,0.8038766354828351,0.35422940652067314,0.37844812402221706,0.5167384819356977,0.2361418345569913,0.1333853617908307,-0.17304340418549488,0.13405745437125205,1.1249658487478038,BXP
0.16027966931908844,0.6380534345554856,0.9116713682410411,0.3224021781511534,0.4971420175825975,0.5180643022870401,0.2510845411720562,0.16620789693587304,-0.07973461704739924,0.16027966931908844,1.136147948363893,TROW
0.20196602934940278,0.8745744920776212,1.3455055959826152,0.23700185804442317,0.8521706581369782,0.5074577394763009,0.21345822019516014,0.1977500644796986,-0.1530346801445674,0.20196602934940278,1.1891901142524333,ARE
0.22753022656865007,0.8254068322419152,1.1842378139309107,0.5011945970825152,0.4539758167648207,0.5203844879018893,0.26715707353308393,0.21099427958589956,0.10104456036421283,0.22753022656865007,1.184263794945074,IRM
0.14876141623655137,0.7242535319618733,1.023212963508989,0.21347125542837367,0.6968686062113196,0.5290023201856149,0.18840508067715975,0.12336434943482925,0.14507668371391433,0.14876141623655137,1.1622244369609815,XEL
0.10990157995033267,0.4888158271681086,0.7012504981402333,0.44532186960777553,0.24679133779603116,0.5220417633410673,0.22317940478686082,0.11497667237005735,-0.09974533516625197,0.10990157995033267,1.1094771596895516,UDR
0.13281546694736113,0.6618047431892558,0.9555313787871481,0.20657877469999264,0.6429289124221234,0.5183957573748758,0.1837570426741287,0.13360872119317774,-0.1454048443022038,0.13281546694736113,1.1463498646178507,AEP
0.1488121940127538,0.6226800579760919,0.9541902994638918,0.3064626297791743,0.4855802292109233,0.5117666556181637,0.23447592835870854,0.14750690155284166,-0.02176379890650133,0.1488121940127538,1.139970704013295,IFF
0.06233586770558164,0.3039737098460006,0.424503486562703,0.5402087934906943,0.11539217513062465,0.4749751408684123,0.41181289851208275,0.12334832831219326,0.08176411211476486,0.06233586770558164,1.0742727576412754,NOK
0.2443775183901622,0.9856571431733594,1.5581504099686585,0.2527819474181926,0.9667522577705028,0.5034802784222738,0.2278578984408658,0.2280104341042618,-0.030939257732397956,0.2443775183901622,1.205642135140203,PPG
0.1912596184618749,0.7832805884060041,1.1480009392178143,0.30363802185983285,0.6298935070462462,0.5044746436857805,0.23245695641271008,0.17706547643302215,0.047324771967160506,0.1912596184618749,1.1658027401972455,ADM
0.3821002384899346,1.1432287022103458,1.624993025905156,0.4685278164378919,0.8155337315827988,0.5303281405369572,0.30664037093043,0.35592096670226514,-0.036702767174461005,0.3821002384899346,1.2555602084731363,OKE
0.08390559095216288,0.4252533118794598,0.5932042350134625,0.2665034343376344,0.31483868551525873,0.5101093801789858,0.18096232332902504,0.07569808676635816,0.01870693435263698,0.08390559095216288,1.1030336811906534,KMB
0.2712692867364668,0.8658191497150447,1.3786245888885085,0.2882676444315507,0.9410327241941987,0.5137553861451774,0.3088963564292932,0.2554765660678705,0.10527974745703958,0.2712692867364668,1.1792845152324323,ENS
0.06770154286613805,0.33804953405875976,0.4825475607533696,0.39772968462026714,0.17021998981739614,0.5111037454424926,0.185526171831914,0.07240137359858591,-0.062396158399596,0.06770154286613805,1.082380405620648,MMC
