Annual Return (AR),Sharpe Ratio,Sortino Ratio,Max Drawdown (MDD),Calmar Ratio,Win Rate,Volatility (Annual),Alpha,Beta,IRR,Profit Factor,Ticker
0.20431589833628294,0.7599298535150032,1.0852224946109388,0.4068537647006103,0.5021850995692076,0.5195835399107586,0.2641304440711591,0.20541380737667986,-0.04120378727717898,0.20431589833628294,1.1688522624344138,JPM
0.1775312186326543,0.610841653104962,0.882814446150761,0.5797414404703868,0.3062248206521345,0.5052057511155181,0.3174587938219976,0.1905735839930329,0.02086707201927677,0.1775312186326543,1.1254878637739214,SCHW
0.16149500105065573,0.6182796812399567,0.883988436018469,0.3978375026579,0.4059320701837531,0.5171046108081309,0.26756131375020253,0.1800975650281044,-0.06596421467501119,0.16149500105065573,1.1353300007602467,MSFT
0.23724938459088984,0.82284073130554,1.177412676661052,0.5389806083988473,0.44018167053484153,0.510659395141299,0.2832535855497502,0.21801862882538542,0.0670722003284094,0.23724938459088984,1.1729313429801318,AAPL
0.1732231419981054,0.6436183492835708,0.9358316497504765,0.3727454876985922,0.4647223044003052,0.5185919682697074,0.27676006390142904,0.18134897115879167,-0.024712377576654898,0.1732231419981054,1.133142502690427,CAT
0.009811676741917186,0.032329410007929216,0.042968073918103866,0.5186612569733464,0.01891731184853354,0.48636588993554786,0.17870023597086093,0.014529701762948474,-0.15166915030003472,0.009811676741917186,1.0272503388597174,JNJ
0.2199886670699016,0.8282213757729165,1.1377017401424656,0.3136557078360435,0.7013698828809318,0.5423896876549331,0.2555284149225026,0.20914491946816735,0.0715848936828553,0.2199886670699016,1.1730749821427737,XOM
0.07734905956948168,0.34023105611408194,0.4597805343996807,0.4559439100249448,0.1696459978273422,0.5250371839365394,0.25990564828841145,0.09017417591688101,-0.011545887411273634,0.07734905956948168,1.0769893541396862,EQIX
0.41711351204197156,0.8320040720791089,1.3561703777061673,0.5882488957130156,0.7090765746978392,0.4858701041150223,0.6183029666114531,0.3257455494848306,0.33237532591307195,0.41711351204197156,1.1767690910252366,AMD
0.06889746768806027,0.32345581398957707,0.4385978483839563,0.43792798228779195,0.15732602271298365,0.5171046108081309,0.2164797661830534,0.038350433560658946,0.20212998382331746,0.06889746768806027,1.0803485273318507,COST
0.1716852968741005,0.5765033647228245,0.8209110487401223,0.4523687872094634,0.3795250727469044,0.5151214675260287,0.34163804339524045,0.1736133800705793,0.2608227292496897,0.1716852968741005,1.1189594664642932,BHP
0.15212039746865913,0.6192115402989508,0.8816361237616169,0.3235583033741312,0.4701483345731417,0.5071888943976203,0.24480115140031056,0.13496637828062846,0.15585555269953286,0.15212039746865913,1.1382125992502674,AMT
0.15591411376449593,0.5786680111961373,0.8419127626896932,0.5223834148751076,0.29846681445997314,0.5166088249876054,0.2863393211129209,0.15585666109505916,0.04400268083966929,0.15591411376449593,1.125698755338271,DE
0.17136089426138845,0.8377965134029167,1.0913641185072895,0.37534718205859013,0.4565397116385963,0.5309866137828458,0.1855893176446975,0.1390116895608276,0.37076931130305113,0.17136089426138845,1.1985337103982119,KO
0.3835849104114275,0.9481012296789889,1.4403975856824824,0.4571305499129623,0.8391145822226541,0.503222607833416,0.40894782284047176,0.35105002255939044,0.11547393224891761,0.3835849104114275,1.2064117628661994,NFLX
0.12760012389763498,0.45987630594421325,0.6998605047042492,0.6562776766866005,0.19443008414038934,0.5086762518591968,0.34804738913880595,0.1565546221809815,0.03256761754896093,0.12760012389763498,1.1026824464183258,BA
0.28503334463762786,0.9892066600624732,1.4190186832775928,0.3113015379861503,0.9156181703487405,0.5210708973723351,0.27049579435085047,0.28282258519001763,-0.14080346233834776,0.28503334463762786,1.204429027860355,BAC
0.35413811283950003,1.0811404529578104,1.668766937896577,0.27545838597690786,1.2856319896871393,0.5146256817055033,0.3046155640855838,0.3239214865118249,-0.08247987391125046,0.35413811283950003,1.2375183708021082,GE
0.08739525973581097,0.37278606210038934,0.538789248965631,0.3863449963713903,0.2262104092369262,0.5156172533465543,0.2644848608651667,0.09439317066617661,0.023580371976138024,0.08739525973581097,1.0853005319364837,GOOG
0.44432660379708877,1.0156851877347584,1.337381261794851,0.7003268467926553,0.634456048389417,0.5240456122954883,0.4386646314264807,0.36177426298354526,0.15859251346487988,0.44432660379708877,1.21421103535677,NVDA
