timestamp,ticker,strategy,run_id,success,description,lookback,lookahead,stride,depth,total_return,annualized_return,sharpe_ratio,max_drawdown,num_trades
20251217_220344,AAPL,lstm,1,True,LSTM神经网络策略,30,10,1,200,0.0627489093962399,0.1175441719237722,0.7607055496849772,0.06759571000805208,43.0
20251217_220344,AAPL,transformer,1,True,Transformer模型策略,30,10,1,200,-0.07416998576740985,-0.13127331312586177,-2.031845430662444,0.07416998576740985,10.0
