timestamp,ticker,strategy,run_id,success,description,lookback,lookahead,stride,depth,total_return,annualized_return,sharpe_ratio,max_drawdown,volatility,algorithm
20251217_211050,MSFT,finrl_ppo,1,True,FinRL PPO强化学习策略,30,10,1,200,-0.19637800139566464,-0.32723447989792476,-1.3617304666453358,0.28355229973900564,0.2705102011376538,PPO
20251217_211050,MSFT,finrl_a2c,1,True,FinRL A2C强化学习策略,30,10,1,200,0.23308194078732392,0.46205530182865684,1.5831980929400673,0.11787286035873186,0.28696439600756735,A2C
20251217_211050,MSFT,finrl_sac,1,True,FinRL SAC强化学习策略,30,10,1,200,0.2301035623170209,0.45565926693486913,1.3921876477003294,0.13383535190063622,0.27878312910426467,SAC
20251217_211050,MSFT,finrl_td3,1,True,FinRL TD3强化学习策略,30,10,1,200,0.25759133002764845,0.5151658158327668,1.8602795015637892,0.1521473372287582,0.27083661624583755,TD3
20251217_211050,MSFT,finrl_ddpg,1,True,FinRL DDPG强化学习策略,30,10,1,200,0.2578173012088709,0.5156594340095284,1.7837932276105122,0.15070588854612937,0.2514462221926967,DDPG
