timestamp,ticker,strategy,run_id,success,description,lookback,lookahead,stride,depth,total_return,annualized_return,sharpe_ratio,max_drawdown,volatility,num_trades
20251218_200948,AAPL,finrl_ppo,1,True,FinRL PPO强化学习策略,30,10,1,200,0.22147490186045138,0.43720033458555974,2.181784538363447,0.11744654784751335,0.20752565607428278,57.0
20251218_200948,AAPL,finrl_a2c,1,True,FinRL A2C强化学习策略,30,10,1,200,0.1653289033900769,0.3196775156130651,1.3844296130483942,0.09725570335311107,0.2485576852719693,64.0
20251218_200948,AAPL,finrl_sac,1,True,FinRL SAC强化学习策略,30,10,1,200,0.273867505141425,0.5509042578467902,2.24530433555461,0.09679381603158205,0.2130750518491899,73.0
20251218_200948,AAPL,finrl_td3,1,True,FinRL TD3强化学习策略,30,10,1,200,0.20220889974685963,0.39636707820070916,1.7343664951772746,0.0740418685515141,0.21554249490024263,54.0
20251218_200948,AAPL,finrl_ddpg,1,True,FinRL DDPG强化学习策略,30,10,1,200,0.15156843416515775,0.2915619248683323,1.4641083285413246,0.10807546865875942,0.22494541382886515,59.0
