timestamp,ticker,strategy,run_id,success,description,lookback,lookahead,stride,depth,total_return,annualized_return,sharpe_ratio,max_drawdown,volatility,algorithm
20251217_165923,AAPL,finrl_ppo,1,True,FinRL PPO强化学习策略,30,10,1,200,0.42779972085710427,0.9072341425301473,2.3534523340622457,0.09242723097037707,0.292861886892833,PPO
20251217_165923,AAPL,finrl_a2c,1,True,FinRL A2C强化学习策略,30,10,1,200,0.795843998632842,1.890521345437743,3.5188842512554985,0.1404629223309274,0.32422863526563483,A2C
20251217_165923,AAPL,finrl_sac,1,True,FinRL SAC强化学习策略,30,10,1,200,0.39400587312845503,0.8261836956216366,2.1628727569506765,0.12460433007271432,0.2970290730793091,SAC
20251217_165923,AAPL,finrl_td3,1,True,FinRL TD3强化学习策略,30,10,1,200,-0.10544296080448867,-0.18291392542418616,-0.3577268591504982,0.24379967086260568,0.33000540423738006,TD3
20251217_165923,AAPL,finrl_ddpg,1,True,FinRL DDPG强化学习策略,30,10,1,200,0.18842865241867623,0.36748471221246604,1.1450118018942008,0.22489228952771823,0.32777892579178347,DDPG
