variant,ticker,annual_return,sharpe_ratio,max_drawdown,win_rate,volatility,rl_reward,experiment_id,timestamp,error
EATA-Full,AAPL,0.72054702214118,1.7945742972040166,0.1758819014621452,0.5397973950795948,0.3199361840646774,0.9657254891508722,20260207_232901,2026-02-07T23:35:32.030214,
EATA-Full,AMD,-0.03102967407285917,0.160702153046583,0.5336186185872408,0.48480463096960924,0.522385697120315,0.9659163447285165,20260207_232901,2026-02-07T23:41:38.226486,
EATA-Full,AMT,-0.022276693392107805,0.015312494303324396,0.4045727191933141,0.492040520984081,0.30610463407774063,0.9704552013546985,20260207_232901,2026-02-07T23:48:02.308789,
EATA-Full,BA,0.5743923270973541,1.0857082752335236,0.46423422004599135,0.4992764109985528,0.5271251651266773,0.965732376345208,20260207_232901,2026-02-07T23:54:06.384195,
EATA-Full,BAC,0.15440305215818229,0.5282822952039334,0.3725329472858516,0.5195369030390738,0.3503855955676031,0.9678625839762657,20260207_232901,2026-02-08T00:00:32.819463,
EATA-Full,BHP,-0.15815409013476023,-0.34535178907576836,0.6523815710210383,0.4963820549927641,0.3641197348079658,0.947480065150863,20260207_232901,2026-02-08T00:06:53.626160,
EATA-Full,CAT,-0.1875479180516435,-0.5030281002114739,0.5593417520396445,0.4963820549927641,0.3383164469240617,0.9711901188954865,20260207_232901,2026-02-08T00:13:04.671915,
EATA-Full,COST,0.5668557503963296,1.9114908827057753,0.19288694262483644,0.5701881331403763,0.23962596272408546,0.9804311422166239,20260207_232901,2026-02-08T00:19:10.856160,
EATA-Full,DE,0.42808316850246886,1.1672960290258618,0.40536041576072696,0.5412445730824892,0.3372767873272032,0.9676927326909821,20260207_232901,2026-02-08T00:25:25.722346,
EATA-Full,EQIX,0.49984330757238915,1.3990926802195423,0.17402601989531044,0.516642547033285,0.30970573374891236,0.9679049930113958,20260207_232901,2026-02-08T00:31:13.693865,
EATA-Full,GE,-0.03526239255443542,0.08011107015443512,0.5609948303620593,0.4804630969609262,0.42590027860732566,0.9386593670892288,20260207_232901,2026-02-08T00:37:31.970218,
EATA-Full,GOOG,0.21239068300549024,0.7125119463302881,0.28126574254215914,0.532561505065123,0.30962692629936994,0.9777491438816928,20260207_232901,2026-02-08T00:43:20.660684,
EATA-Full,JNJ,0.24545690121084052,1.0728033923756812,0.15442483984308167,0.5311143270622286,0.20580168738226,0.9715937423275043,20260207_232901,2026-02-08T00:49:40.524841,
EATA-Full,JPM,0.2327410571561408,0.7367589380411399,0.27326779376794186,0.5238784370477568,0.33138631437382593,0.9529884386208896,20260207_232901,2026-02-08T00:55:44.142851,
EATA-Full,KO,0.019739184992509706,0.10909069294037677,0.34892325504568766,0.5036179450072359,0.22236340030382545,0.9687315322752207,20260207_232901,2026-02-08T01:01:55.476549,
EATA-Full,MSFT,-0.09727118130168333,-0.25423801507357446,0.5149005640798207,0.5137481910274964,0.301346625882873,0.9773539732269191,20260207_232901,2026-02-08T01:07:50.159400,
EATA-Full,NFLX,0.1260075860033294,0.43671289566090854,0.5776118846365862,0.4905933429811867,0.45345669217597157,0.9705453680583916,20260207_232901,2026-02-08T01:13:40.607475,
EATA-Full,NVDA,0.14310107688844576,0.47790521273454534,0.5484171176885675,0.5108538350217077,0.5083719360655086,0.963833529691965,20260207_232901,2026-02-08T01:19:45.225625,
EATA-Full,SCHW,-0.08692323550699943,-0.0750342549957021,0.48156579994849985,0.47901591895803186,0.40196558842318764,0.9588270319455947,20260207_232901,2026-02-08T01:25:44.087583,
EATA-Full,XOM,0.12653850241778675,0.4506690865553672,0.4347479165054407,0.5151953690303908,0.38633844140306284,0.9649228222214695,20260207_232901,2026-02-08T01:31:47.594234,
EATA-NoMem,AAPL,0.0,0.0,0.0,0.0,0.0,0.0,20260207_232901,2026-02-08T01:31:49.443166,
EATA-NoMem,AMD,0.0,0.0,0.0,0.0,0.0,0.0,20260207_232901,2026-02-08T01:31:50.991077,
EATA-NoMem,AMT,0.0,0.0,0.0,0.0,0.0,0.0,20260207_232901,2026-02-08T01:31:52.536053,
EATA-NoMem,BA,0.0,0.0,0.0,0.0,0.0,0.0,20260207_232901,2026-02-08T01:31:54.166366,
EATA-NoMem,BAC,0.0,0.0,0.0,0.0,0.0,0.0,20260207_232901,2026-02-08T01:31:55.714974,
EATA-NoMem,BHP,0.0,0.0,0.0,0.0,0.0,0.0,20260207_232901,2026-02-08T01:31:57.241893,
EATA-NoMem,CAT,0.0,0.0,0.0,0.0,0.0,0.0,20260207_232901,2026-02-08T01:31:58.706663,
EATA-NoMem,COST,0.0,0.0,0.0,0.0,0.0,0.0,20260207_232901,2026-02-08T01:32:00.191982,
EATA-NoMem,DE,0.0,0.0,0.0,0.0,0.0,0.0,20260207_232901,2026-02-08T01:32:01.679851,
EATA-NoMem,EQIX,0.0,0.0,0.0,0.0,0.0,0.0,20260207_232901,2026-02-08T01:32:03.730865,
EATA-NoMem,GE,0.0,0.0,0.0,0.0,0.0,0.0,20260207_232901,2026-02-08T01:32:05.569662,
EATA-NoMem,GOOG,0.0,0.0,0.0,0.0,0.0,0.0,20260207_232901,2026-02-08T01:32:07.162952,
EATA-NoMem,JNJ,0.0,0.0,0.0,0.0,0.0,0.0,20260207_232901,2026-02-08T01:32:08.661241,
EATA-NoMem,JPM,0.0,0.0,0.0,0.0,0.0,0.0,20260207_232901,2026-02-08T01:32:10.059523,
EATA-NoMem,KO,0.0,0.0,0.0,0.0,0.0,0.0,20260207_232901,2026-02-08T01:32:11.532375,
EATA-NoMem,MSFT,0.0,0.0,0.0,0.0,0.0,0.0,20260207_232901,2026-02-08T01:32:12.982024,
EATA-NoMem,NFLX,0.0,0.0,0.0,0.0,0.0,0.0,20260207_232901,2026-02-08T01:32:14.447644,
EATA-NoMem,NVDA,0.0,0.0,0.0,0.0,0.0,0.0,20260207_232901,2026-02-08T01:32:15.882994,
EATA-NoMem,SCHW,0.0,0.0,0.0,0.0,0.0,0.0,20260207_232901,2026-02-08T01:32:17.286485,
EATA-NoMem,XOM,0.0,0.0,0.0,0.0,0.0,0.0,20260207_232901,2026-02-08T01:32:18.721056,
EATA-Simple,AAPL,0.1620323374455872,0.5737594556619043,0.26918957071430966,0.48985959438377535,0.31104745753082497,0.9847894791154949,20260207_232901,2026-02-08T01:38:25.916750,
EATA-Simple,AMD,-0.02181768702704745,0.17166604819293554,0.5277060973028233,0.47581903276131043,0.5077636766576573,0.9799527615284114,20260207_232901,2026-02-08T01:44:25.048068,
EATA-Simple,AMT,0.06467443567856068,0.2957732355530058,0.2705153216751145,0.4914196567862715,0.2511591086919217,0.9819724128181898,20260207_232901,2026-02-08T01:50:27.462289,
EATA-Simple,BA,0.15472859671804629,0.49817939005592066,0.5001910504911729,0.514820592823713,0.48121210660749497,0.9800231901763473,20260207_232901,2026-02-08T01:56:10.473273,
EATA-Simple,BAC,0.07579635892619052,0.32518996135588857,0.3260754182751944,0.48517940717628705,0.31641733012080403,0.9774999260129161,20260207_232901,2026-02-08T02:02:09.108802,
EATA-Simple,BHP,0.060377827415699636,0.28509515813421143,0.6222930246972963,0.5397815912636506,0.34475212274660594,0.9708999031945783,20260207_232901,2026-02-08T02:08:07.510199,
EATA-Simple,CAT,0.2553783902795639,0.8215673502239528,0.3542567452364148,0.5429017160686428,0.3115774134184885,0.9855549311060006,20260207_232901,2026-02-08T02:13:51.634272,
EATA-Simple,COST,0.27087000401103545,1.0562868752353527,0.3403269632939019,0.5522620904836193,0.2338233790470546,0.9785914659340283,20260207_232901,2026-02-08T02:19:46.973979,
EATA-Simple,DE,0.4837446063005031,1.3438968363646253,0.40120385573766837,0.53198127925117,0.31560950330863813,0.9887712359640765,20260207_232901,2026-02-08T02:25:51.046046,
EATA-Simple,EQIX,-0.04894730819608628,-0.08999538784009245,0.5264986270718593,0.5241809672386896,0.2947789982992271,0.9922045292541898,20260207_232901,2026-02-08T02:31:33.778047,
EATA-Simple,GE,-0.1417616412669085,-0.2690913116060463,0.5264074920929726,0.49453978159126366,0.3762776373863802,0.9784367251318926,20260207_232901,2026-02-08T02:37:21.672824,
EATA-Simple,GOOG,0.23371781026987914,0.80267451724818,0.3188180761100293,0.5257410296411856,0.28914112698653943,0.9922977422788287,20260207_232901,2026-02-08T02:43:21.300992,
EATA-Simple,JNJ,0.03634277759036508,0.17777412992027358,0.1534048041759455,0.5070202808112324,0.16347915707995053,0.9854250874064434,20260207_232901,2026-02-08T02:49:09.361277,
EATA-Simple,JPM,0.01848255984930458,0.13559878231096995,0.36060401718258933,0.49453978159126366,0.282582607374047,0.9828990670033687,20260207_232901,2026-02-08T02:54:59.535510,
EATA-Simple,KO,-0.125863767383264,-0.711822016379582,0.3717291762483934,0.5023400936037441,0.1911925745069963,0.9819628881233746,20260207_232901,2026-02-08T03:00:59.391771,
EATA-Simple,MSFT,0.13543722162874872,0.5222668994310278,0.2848309011050653,0.5195007800312013,0.28026798823535964,0.984137198463821,20260207_232901,2026-02-08T03:06:54.606702,
