variant,ticker,annual_return,sharpe_ratio,max_drawdown,win_rate,volatility,rl_reward,experiment_id,timestamp,error
EATA-Simple,NFLX,0.8403808724031969,1.4978686408073831,0.27485936620061474,0.53198127925117,0.46235404499640664,0.9894263849163508,20260207_232901,2026-02-08T03:12:40.794632,
EATA-Simple,NVDA,0.11371227010533658,0.4279828278277713,0.5471929968899256,0.5023400936037441,0.5180323730544045,0.9765613273407434,20260207_232901,2026-02-08T03:18:40.174924,
EATA-Simple,SCHW,0.3214143134220122,0.9281342141471215,0.4519849969076234,0.5195007800312013,0.34148977264369346,0.9799617891959789,20260207_232901,2026-02-08T03:24:31.296072,
EATA-Simple,XOM,-0.044517979735677726,-0.01834668223994127,0.4179216616342476,0.5273010920436817,0.34349437369837416,0.9687964204080252,20260207_232901,2026-02-08T03:30:36.081644,
EATA-NoNN,AAPL,0.3400743805367801,0.9955179236998275,0.38742394369562994,0.5108538350217077,0.3278747762027425,0.9792645209917813,20260207_232901,2026-02-08T03:36:05.060083,
EATA-NoNN,AMD,0.12234742831214107,0.43931410929454934,0.4363383357779653,0.47756874095513746,0.5100928680394685,0.9619393639940119,20260207_232901,2026-02-08T03:41:51.257130,
EATA-NoNN,AMT,-0.019982917220441876,0.018964523219612932,0.3550427100116857,0.48914616497829233,0.30175418985870467,0.9787511626597504,20260207_232901,2026-02-08T03:47:10.646049,
EATA-NoNN,BA,0.04856439676407254,0.32086001003034337,0.4966458737280781,0.49493487698986977,0.5372376954273775,0.9688198357286277,20260207_232901,2026-02-08T03:52:40.496658,
EATA-NoNN,BAC,0.19720706492049933,0.6205055502769173,0.3037248931482726,0.4992764109985528,0.36390388206380997,0.9585122213368179,20260207_232901,2026-02-08T03:58:26.416127,
EATA-NoNN,BHP,0.1654708898934525,0.547994223924377,0.3680045264019431,0.5224312590448625,0.3640668874699913,0.9388491645683175,20260207_232901,2026-02-08T04:04:22.187584,
EATA-NoNN,CAT,0.3422769269229189,0.9917155066475605,0.3033166932891461,0.5513748191027497,0.33286436870458175,0.9756365678279785,20260207_232901,2026-02-08T04:09:53.186948,
EATA-NoNN,COST,0.45836494545490103,1.5821533082803878,0.15300025617977495,0.5557163531114327,0.24484756190853782,0.9784155571456974,20260207_232901,2026-02-08T04:15:31.804401,
EATA-NoNN,DE,0.5848801468110232,1.5181947617155034,0.2703774296529057,0.5426917510853835,0.3251247541333437,0.9755167303673492,20260207_232901,2026-02-08T04:21:20.561698,
EATA-NoNN,EQIX,0.5097252013301046,1.4158466891219432,0.251723521687014,0.5195369030390738,0.31096872479894094,0.968321281250569,20260207_232901,2026-02-08T04:26:59.511320,
EATA-NoNN,GE,0.2045326862839627,0.6046171884306205,0.5325999053020387,0.5094066570188133,0.4216469687135062,0.9530611522915851,20260207_232901,2026-02-08T04:32:45.978249,
EATA-NoNN,GOOG,0.3228902220915737,1.002274682785331,0.21091635600866587,0.5282199710564399,0.30585138280839586,0.9761003184824878,20260207_232901,2026-02-08T04:37:54.292273,
EATA-NoNN,JNJ,0.11769178523681245,0.556938909995299,0.1858902038569831,0.5180897250361794,0.19963616015677044,0.9805079704527419,20260207_232901,2026-02-08T04:43:16.376799,
EATA-NoNN,JPM,-0.07790160691776615,-0.1372957249260682,0.5252786633634204,0.49493487698986977,0.33299653477308505,0.9733872474807499,20260207_232901,2026-02-08T04:48:49.498479,
EATA-NoNN,KO,0.12482823632661755,0.5464674189776414,0.2702229801923416,0.5094066570188133,0.2246726401345795,0.9792488034563496,20260207_232901,2026-02-08T04:54:36.128535,
EATA-NoNN,MSFT,0.20527768170105598,0.7000973573314777,0.2587207191017378,0.5108538350217077,0.3046121791171412,0.9778423834367125,20260207_232901,2026-02-08T05:00:02.418290,
EATA-NoNN,NFLX,0.5711574396738961,1.1601820456763454,0.5618183918313046,0.5209840810419681,0.46102733446067823,0.9702187567588982,20260207_232901,2026-02-08T05:05:46.029965,
EATA-NoNN,NVDA,-0.15681315454542089,-0.09177206866634255,0.703242731764736,0.492040520984081,0.5314437492271653,0.9701186744840106,20260207_232901,2026-02-08T05:11:29.689682,
EATA-NoNN,SCHW,-0.0442826827041809,0.027936840389785986,0.46291434502189377,0.5021707670043415,0.3901424681704278,0.9740819546171318,20260207_232901,2026-02-08T05:16:58.926495,
EATA-NoNN,XOM,0.27400981571161576,0.7641417394207194,0.4543903785130987,0.5195369030390738,0.3913648864406983,0.9719095443843287,20260207_232901,2026-02-08T05:22:58.688334,
EATA-NoMCTS,AAPL,0.4969454732769589,1.3224178166301308,0.3013533330089869,0.5180897250361794,0.33159759456912485,0.982161434299878,20260207_232901,2026-02-08T05:25:11.182251,
EATA-NoMCTS,AMD,0.40960824297852794,0.8777204959091774,0.48225205632056994,0.4934876989869754,0.5225952526659414,0.973091265587967,20260207_232901,2026-02-08T05:27:23.950805,
EATA-NoMCTS,AMT,0.058242064902468194,0.2726862109529091,0.3659404159516251,0.5050651230101303,0.3019010372707655,0.9847509177921123,20260207_232901,2026-02-08T05:29:33.283679,
EATA-NoMCTS,BA,0.4462812136684038,0.9200759856058375,0.41963842761186726,0.5036179450072359,0.5383191786114554,0.9736684751958933,20260207_232901,2026-02-08T05:31:44.110722,
EATA-NoMCTS,BAC,0.258009111632409,0.7432881485477244,0.24673738566227507,0.5195369030390738,0.3765035931961168,0.9765124232157043,20260207_232901,2026-02-08T05:33:55.927567,
EATA-NoMCTS,BHP,0.3136947163723467,0.8474268823504267,0.33803736385039035,0.5094066570188133,0.38648908359914225,0.9723434839197442,20260207_232901,2026-02-08T05:36:09.633356,
EATA-NoMCTS,CAT,0.2385111935892048,0.7477730199682342,0.4513070353673674,0.5137481910274964,0.3335156733046268,0.98205678390105,20260207_232901,2026-02-08T05:38:19.911059,
EATA-NoMCTS,COST,0.7572974688442768,2.4308525609770717,0.10771443707823784,0.5788712011577424,0.23525047763255608,0.9865964559144335,20260207_232901,2026-02-08T05:40:29.067472,
EATA-NoMCTS,DE,0.732228837577171,1.7486611503133949,0.2776447647658973,0.5513748191027497,0.334851195130936,0.9817208488072303,20260207_232901,2026-02-08T05:42:40.085579,
EATA-NoMCTS,EQIX,0.37745921386223213,1.096785886696447,0.32085640901620643,0.5123010130246021,0.3202151262388402,0.9824619025765619,20260207_232901,2026-02-08T05:44:53.951923,
EATA-NoMCTS,GE,0.5262920540299436,1.1811697708198092,0.3202830510189464,0.5065123010130246,0.41276109775686776,0.9791238881975609,20260207_232901,2026-02-08T05:47:02.927504,
EATA-NoMCTS,GOOG,-0.051173184095651414,-0.06859965196622601,0.383862045397316,0.5108538350217077,0.31750465309115294,0.9825930278270228,20260207_232901,2026-02-08T05:49:13.957906,
EATA-NoMCTS,JNJ,0.3466193345513333,1.4467237459723177,0.18631195520014668,0.5557163531114327,0.20672581515753893,0.9883632030842321,20260207_232901,2026-02-08T05:51:26.411783,
EATA-NoMCTS,JPM,0.16792228426033873,0.571639453635162,0.27425113568464815,0.5209840810419681,0.333173250954477,0.9788319562537043,20260207_232901,2026-02-08T05:53:36.584333,
EATA-NoMCTS,KO,0.09382558513687411,0.4192326196227874,0.23781048504146565,0.5238784370477568,0.2293171308583399,0.9877670937649866,20260207_232901,2026-02-08T05:55:45.088437,
EATA-NoMCTS,MSFT,-0.025243663348865852,0.005674713803506495,0.41712461879563967,0.49493487698986977,0.307643619118925,0.9838230186620016,20260207_232901,2026-02-08T05:57:57.648132,
EATA-NoMCTS,NFLX,0.28868681501750015,0.7407275226992499,0.5572062106670037,0.5123010130246021,0.44432967328644224,0.9769793450101354,20260207_232901,2026-02-08T06:00:08.202780,
EATA-NoMCTS,NVDA,0.5376981380712709,1.0434960738669963,0.5129347357345172,0.5180897250361794,0.5239671596995835,0.9724281134118845,20260207_232901,2026-02-08T06:02:19.226532,
EATA-NoMCTS,SCHW,-0.15523830149983353,-0.2956330247002816,0.514686043312168,0.4934876989869754,0.38457816706997144,0.9788534957269978,20260207_232901,2026-02-08T06:04:29.259489,
EATA-NoMCTS,XOM,0.8469278753771032,1.7386236007433276,0.2087054962265039,0.5238784370477568,0.38376478555699195,0.978234983553348,20260207_232901,2026-02-08T06:06:38.424532,
