,value
2014-02-05,1000000.0
2014-02-06,1000000.0
2014-02-07,996504.48
2014-02-10,982272.72
2014-02-11,977279.1199999999
2014-02-12,978902.0399999998
2014-02-13,999186.5199999998
2014-02-14,1007786.0399999999
2014-02-18,1011782.9999999999
2014-02-19,1014447.6399999999
2014-02-20,1023652.76
2014-02-21,1018081.2399999999
2014-02-24,1005121.3999999999
2014-02-25,970965.5599999998
2014-02-26,972540.1199999999
2014-02-27,964909.5599999999
2014-02-28,964788.4399999998
2014-03-03,964909.5599999999
2014-03-04,963940.5999999997
2014-03-05,972903.4799999999
2014-03-06,959338.0399999998
2014-03-07,966726.3599999999
2014-03-10,968300.9199999998
2014-03-11,962002.6799999998
2014-03-12,972418.9999999998
2014-03-13,978353.8799999999
2014-03-14,977869.3999999998
2014-03-17,961518.2
2014-03-18,960791.4799999999
2014-03-19,974356.9199999998
2014-03-20,967695.3199999998
2014-03-21,969633.2399999999
2014-03-24,971692.2799999998
2014-03-25,961881.5599999999
2014-03-26,972782.3599999999
2014-03-27,974478.0399999998
2014-03-28,984508.3699999998
2014-03-31,981391.7499999999
2014-04-01,978275.1299999998
2014-04-02,974199.5499999998
2014-04-03,973959.8099999998
2014-04-04,967726.5699999998
2014-04-07,970123.9699999997
2014-04-08,960174.7599999998
2014-04-09,960958.8499999997
2014-04-10,957203.0099999997
2014-04-11,961663.0699999995
2014-04-14,952742.9499999995
2014-04-15,948400.2599999994
2014-04-16,940184.3599999995
2014-04-17,937015.3699999994
2014-04-21,931851.0899999994
2014-04-22,942430.8599999993
2014-04-23,943553.6599999992
2014-04-24,938276.4999999993
2014-04-25,932887.0599999992
2014-04-28,937153.6999999991
2014-04-29,931988.8199999993
2014-04-30,937827.3799999992
2014-05-01,968255.2599999993
2014-05-02,976900.8199999993
2014-05-05,992620.0199999993
2014-05-06,979146.4199999992
2014-05-07,992058.6199999992
2014-05-08,990935.8199999993
2014-05-09,995427.0199999993
2014-05-12,991609.4999999993
2014-05-13,994079.6599999992
2014-05-14,996662.0999999993
2014-05-15,995539.2999999992
2014-05-16,997784.8999999992
2014-05-19,986332.3399999993
2014-05-20,988465.6599999992
2014-05-21,992395.4599999991
2014-05-22,993293.6999999991
2014-05-23,992732.2999999992
2014-05-27,999356.8199999993
2014-05-28,1001490.1399999992
2014-05-29,1003623.4599999991
2014-05-30,1006430.4599999991
2014-06-02,992507.7399999993
2014-06-03,996212.9799999993
2014-06-04,999469.0999999993
2014-06-05,1007553.2599999993
2014-06-06,1015300.5799999993
2014-06-09,1006767.2999999992
2014-06-10,1002949.7799999992
2014-06-11,996774.3799999992
2014-06-12,990823.5399999992
2014-06-13,993069.1399999992
2014-06-16,1004409.419999999
2014-06-17,1001041.019999999
2014-06-18,1002837.4999999991
2014-06-19,995202.459999999
2014-06-20,991272.6599999991
2014-06-23,991384.939999999
2014-06-24,989588.459999999
2014-06-25,989251.6199999991
2014-06-26,996549.8199999991
