,value
2014-02-05,993993.58
2014-02-06,998665.24
2014-02-07,1007897.33
2014-02-10,1016017.12
2014-02-11,1023135.84
2014-02-12,1025582.8999999999
2014-02-13,1032812.8499999999
2014-02-14,1037484.5099999999
2014-02-18,1038374.3499999999
2014-02-19,1028252.4199999999
2014-02-20,1028363.6499999999
2014-02-21,1029587.1799999999
2014-02-24,1020911.24
2014-02-25,1019354.0199999999
2014-02-26,1023135.84
2014-02-27,1021801.08
2014-02-28,1012791.45
2014-03-03,1025137.9799999999
2014-03-04,1009788.24
2014-03-05,1021022.4699999999
2014-03-06,1020021.4
2014-03-07,1008231.0199999999
2014-03-10,1015127.2799999998
2014-03-11,1017574.34
2014-03-12,1035184.4499999997
2014-03-13,1053036.9699999997
2014-03-14,1058426.4099999997
2014-03-17,1064601.8099999996
2014-03-18,1060784.2899999996
2014-03-19,1047647.5299999998
2014-03-20,1050342.25
2014-03-21,1061907.0899999999
2014-03-24,1056405.3699999996
2014-03-25,1061907.0899999999
2014-03-26,1054159.7699999996
2014-03-27,1062356.21
2014-03-28,1063591.2899999996
2014-03-31,1073696.4899999998
2014-04-01,1065163.21
2014-04-02,1055956.25
2014-04-03,1064040.41
2014-04-04,1059436.93
2014-04-07,1071900.01
2014-04-08,1042707.21
2014-04-09,1043493.1699999999
2014-04-10,1050903.65
2014-04-11,1048299.6600000001
2014-04-14,1058875.98
2014-04-15,1071325.19
2014-04-16,1078706.58
2014-04-17,1064164.1400000001
2014-04-21,1065155.6700000002
2014-04-22,1061520.06
2014-04-23,1062842.1
2014-04-24,1065265.84
2014-04-25,1076062.5000000002
2014-04-28,1071655.7
2014-04-29,1079367.6
2014-04-30,1100079.56
2014-05-01,1101401.6
2014-05-02,1079587.94
2014-05-05,1079147.2600000002
2014-05-06,1078155.73
2014-05-07,1093579.5300000003
2014-05-08,1085096.44
2014-05-09,1067799.7500000002
2014-05-12,1085977.8000000003
2014-05-13,1083003.2100000004
2014-05-14,1077164.2000000004
2014-05-15,1080909.9800000004
2014-05-16,1077274.3700000003
2014-05-19,1098206.6700000004
2014-05-20,1080248.9600000004
2014-05-21,1080799.8100000003
2014-05-22,1076833.6900000002
2014-05-23,1078816.7500000005
2014-05-27,1078045.5600000003
2014-05-28,1068901.4500000004
2014-05-29,1077825.2200000004
2014-05-30,1068901.4500000004
2014-06-02,1070884.5100000002
2014-06-03,1071104.8500000003
2014-06-04,1069342.1300000004
2014-06-05,1064384.4800000004
2014-06-06,1068020.0900000003
2014-06-09,1079698.1100000003
2014-06-10,1086308.3100000003
2014-06-11,1096003.2700000003
2014-06-12,1088071.0300000003
2014-06-13,1075291.3100000003
2014-06-16,1071104.8500000003
2014-06-17,1064604.8200000003
2014-06-18,1085508.49
2014-06-19,1090625.85
2014-06-20,1088774.89
2014-06-23,1084855.21
2014-06-24,1096832.01
2014-06-25,1107937.77
2014-06-26,1104126.97
2014-06-27,1106304.57
2014-06-30,1115886.01
2014-07-01,1104671.37
2014-07-02,1085617.37
2014-07-03,1069503.1300000001
2014-07-07,1063405.8499999999
2014-07-08,1058832.89
2014-07-09,1060892.3699999999
2014-07-10,1066903.41
2014-07-11,1062395.13
2014-07-14,1045757.4299999999
2014-07-15,1055418.0299999998
2014-07-16,1059711.63
2014-07-17,1089122.7899999998
2014-07-18,1076241.9899999998
2014-07-21,1072778.3399999999
2014-07-22,1069190.9099999997
2014-07-23,1070060.5899999999
2014-07-24,1067560.26
2014-07-25,1070495.43
2014-07-28,1058211.2
2014-07-29,1071038.9799999997
2014-07-30,1093433.2399999998
2014-07-31,1120067.19
2014-08-01,1118327.83
2014-08-04,1118327.83
2014-08-05,1134199.4899999998
2014-08-06,1136808.5299999998
2014-08-07,1119197.5099999998
2014-08-08,1103108.4299999997
2014-08-11,1109196.19
2014-08-12,1109087.48
2014-08-13,1099847.13
2014-08-14,1095063.89
2014-08-15,1092998.4
2014-08-18,1095607.44
2014-08-19,1082779.66
2014-08-20,1078213.8399999999
2014-08-21,1075278.67
2014-08-22,1079300.94
2014-08-25,1073539.3099999998
2014-08-26,1089302.26
2014-08-27,1087454.19
2014-08-28,1080496.7499999998
2014-08-29,1070495.43
2014-09-02,1083758.0499999998
2014-09-03,1079735.78
2014-09-04,1077392.2600000002
2014-09-05,1085037.4600000002
2014-09-08,1077503.06
2014-09-09,1060439.86
2014-09-10,1059553.4600000002
2014-09-11,1065425.86
2014-09-12,1042711.86
2014-09-15,1043598.2600000001
2014-09-16,1054124.26
2014-09-17,1055897.06
2014-09-18,1048030.2600000001
2014-09-19,1054235.06
2014-09-22,1048473.4600000002
2014-09-23,1047697.8600000001
2014-09-24,1043598.2600000001
2014-09-25,1032075.06
2014-09-26,1035399.06
2014-09-29,1037171.86
2014-09-30,1040274.26
2014-10-01,1044817.0600000002
2014-10-02,1039055.4600000001
2014-10-03,1044152.2600000001
2014-10-06,1037836.66
2014-10-07,1030745.4600000001
2014-10-08,1056229.46
2014-10-09,1037061.0600000002
2014-10-10,1037504.26
2014-10-13,1028197.0600000002
2014-10-14,1028307.86
2014-10-15,1045149.4600000001
2014-10-16,1027975.46
2014-10-17,1018225.06
2014-10-20,1008474.6600000001
2014-10-21,1004153.4600000002
2014-10-22,1015207.5700000001
2014-10-23,1028564.16
2014-10-24,1034453.68
2014-10-27,1031614.0900000001
2014-10-28,1042551.77
2014-10-29,1036977.76
2014-10-30,1050755.03
2014-10-31,1054015.3
2014-11-03,1060220.33
2014-11-04,1061797.88
2014-11-05,1103024.52
2014-11-06,1093243.7100000002
2014-11-07,1101446.9700000002
2014-11-10,1110701.93
2014-11-11,1102183.16
2014-11-12,1084199.09
2014-11-13,1075575.15
2014-11-14,1071158.01
2014-11-17,1085461.13
2014-11-18,1086828.34
2014-11-19,1090719.63
2014-11-20,1083883.58
2014-11-21,1091035.14
2014-11-24,1085566.3
2014-11-25,1081675.01
2014-11-26,1085355.9600000002
2014-11-28,1097871.1900000002
2014-12-01,1102288.33
2014-12-02,1105443.43
2014-12-03,1097871.1900000002
2014-12-04,1088405.89
2014-12-05,1082516.37
2014-12-08,1090298.9500000002
2014-12-09,1099974.59
2014-12-10,1104286.56
2014-12-11,1093348.88
2014-12-12,1110912.27
2014-12-15,1112489.82
2014-12-16,1108072.6800000002
2014-12-17,1086618.0
2014-12-18,1062113.39
2014-12-19,1057696.25
2014-12-22,1058600.7800000003
2014-12-23,1062397.7400000002
2014-12-24,1078984.4600000004
2014-12-26,1092073.9800000004
2014-12-29,1104164.3000000003
2014-12-30,1077485.6600000001
2014-12-31,1093273.02
2015-01-02,1089276.2200000002
2015-01-05,1100567.1800000002
2015-01-06,1096470.4600000002
2015-01-07,1073757.4200000002
2015-01-08,1080283.4200000002
2015-01-09,1092632.6199999996
2015-01-12,1095343.4199999997
2015-01-13,1081045.1199999996
2015-01-14,1087726.2999999996
2015-01-15,1083575.8699999996
2015-01-16,1095521.0099999995
2015-01-20,1102708.3399999996
2015-01-21,1112426.4199999995
2015-01-22,1108984.5999999994
2015-01-23,1108275.9899999995
2015-01-26,1111009.1999999995
2015-01-27,1125890.0099999995
2015-01-28,1140264.6699999992
2015-01-29,1122650.6499999992
2015-01-30,1147148.3099999991
2015-02-02,1138746.2199999993
2015-02-03,1141530.249999999
2015-02-04,1133247.049999999
2015-02-05,1136042.629999999
2015-02-06,1095558.489999999
2015-02-09,1105912.4899999988
2015-02-10,1071640.7499999988
2015-02-11,1100321.329999999
2015-02-12,1097422.2099999988
2015-02-13,1115231.089999999
2015-02-17,1117301.889999999
2015-02-18,1085515.109999999
2015-02-19,1096490.349999999
2015-02-20,1094730.169999999
2015-02-23,1090692.109999999
2015-02-24,1089760.2499999988
2015-02-25,1113574.4499999988
2015-02-26,1116680.649999999
2015-02-27,1116887.729999999
2015-03-02,1136767.4099999988
2015-03-03,1132625.809999999
2015-03-04,1138320.5099999988
2015-03-05,1130658.5499999989
2015-03-06,1166172.7699999989
2015-03-09,1163791.3499999987
2015-03-10,1173524.109999999
2015-03-11,1173627.649999999
2015-03-12,1147328.4899999988
2015-03-13,1146396.629999999
2015-03-16,1121961.189999999
2015-03-17,1118751.4499999988
2015-03-18,1158401.569999999
2015-03-19,1143014.4499999988
2015-03-20,1148540.8099999987
2015-03-23,1145831.8099999987
2015-03-24,1146915.4099999985
2015-03-25,1162302.5299999984
2015-03-26,1169887.7299999986
2015-03-27,1161002.2099999983
2015-03-30,1156970.6299999987
2015-03-31,1149348.8899999987
2015-04-01,1157191.5499999986
2015-04-02,1157081.0899999987
2015-04-06,1165807.4299999988
2015-04-07,1151999.9299999988
2015-04-08,1149238.4299999988
2015-04-09,1148907.0499999986
2015-04-10,1158737.9899999988
2015-04-13,1146035.0899999987
2015-04-14,1152773.1499999987
2015-04-15,1150784.8699999987
2015-04-16,1146145.5499999986
2015-04-17,1139407.4899999988
2015-04-20,1154319.5899999987
2015-04-21,1142168.9899999988
2015-04-22,1140953.9299999988
2015-04-23,1151889.4699999988
2015-04-24,1160394.8899999987
2015-04-27,1146808.3099999987
2015-04-28,1149901.1899999985
2015-04-29,1134436.7899999986
2015-04-30,1114885.3699999987
2015-05-01,1125379.0699999987
2015-05-04,1135099.5499999986
2015-05-05,1106269.4899999988
2015-05-06,1104943.9699999988
2015-05-07,1111240.1899999985
2015-05-08,1134989.0899999992
2015-05-11,1148244.289999999
2015-05-12,1149348.8899999992
2015-05-13,1146145.549999999
2015-05-14,1136425.0699999991
2015-05-15,1124716.3099999991
2015-05-18,1122948.949999999
2015-05-19,1120629.289999999
2015-05-20,1120518.8299999991
2015-05-21,1124495.3899999992
2015-05-22,1123722.169999999
2015-05-26,1136977.369999999
2015-05-27,1139186.5699999991
2015-05-28,1123280.3299999991
2015-05-29,1126918.509999999
2015-06-01,1140021.5999999992
2015-06-02,1125597.189999999
2015-06-03,1103575.189999999
2015-06-04,1093995.619999999
2015-06-05,1111613.219999999
2015-06-08,1106290.769999999
2015-06-09,1107079.949999999
2015-06-10,1117564.769999999
2015-06-11,1123765.469999999
2015-06-12,1117564.7699999993
2015-06-15,1118917.6499999992
2015-06-16,1114295.3099999994
2015-06-17,1101104.7299999993
2015-06-18,1116133.6499999994
2015-06-19,1101945.4499999993
2015-06-22,1099762.6499999994
2015-06-23,1083719.0699999994
2015-06-24,1094633.0699999994
2015-06-25,1100526.6299999994
2015-06-26,1092777.6899999992
2015-06-29,1098562.1099999992
2015-06-30,1100090.0699999994
2015-07-01,1095724.4699999993
2015-07-02,1076188.4099999992
2015-07-06,1073569.0499999993
2015-07-07,1047157.1699999992
2015-07-08,1057307.1899999992
2015-07-09,1065710.9699999993
2015-07-10,1060690.5299999993
2015-07-13,1056238.029999999
2015-07-14,1056445.189999999
2015-07-15,1064524.429999999
2015-07-16,1081718.7099999993
2015-07-17,1073639.469999999
2015-07-20,1068460.469999999
2015-07-21,1057895.3099999991
2015-07-22,1064835.169999999
2015-07-23,1057273.829999999
2015-07-24,1059449.009999999
2015-07-27,1072085.769999999
2015-07-28,1078196.989999999
2015-07-29,1083375.989999999
2015-07-30,1086483.3899999992
2015-07-31,1100052.3699999992
2015-08-03,1074053.7899999993
2015-08-04,1062186.7899999993
2015-08-05,1056404.7699999993
2015-08-06,1054311.2799999993
2015-08-07,1066772.5299999993
2015-08-10,1062087.0999999994
2015-08-11,1063083.9999999993
2015-08-12,1080729.1299999994
2015-08-13,1085913.0099999993
2015-08-14,1087109.2899999993
2015-08-17,1091994.0999999994
2015-08-18,1091794.7199999993
2015-08-19,1087408.3599999992
2015-08-20,1079233.7799999993
2015-08-21,1066373.7699999993
2015-08-24,1026697.1499999994
2015-08-25,1051918.7199999993
2015-08-26,1040454.3699999995
2015-08-27,1034472.9699999994
2015-08-28,1038859.3299999995
2015-08-31,1072853.6199999996
2015-09-01,1103358.7599999995
2015-09-02,1106449.1499999994
2015-09-03,1105153.1799999995
2015-09-04,1110636.1299999994
2015-09-08,1086012.6999999993
2015-09-09,1103857.2099999995
2015-09-10,1103358.7599999995
2015-09-11,1098374.2599999995
2015-09-14,1095582.9399999995
2015-09-15,1094586.0399999996
2015-09-16,1081825.7199999993
2015-09-17,1069962.6099999994
2015-09-18,1084018.8999999994
2015-09-21,1076442.4599999995
2015-09-22,1086411.4599999995
2015-09-23,1087109.2899999996
2015-09-24,1081726.0299999993
2015-09-25,1070859.8199999994
2015-09-28,1081426.9599999995
2015-09-29,1089003.3999999994
2015-09-30,1081426.9599999995
2015-10-01,1091395.9599999995
2015-10-02,1071557.6499999994
2015-10-05,1049825.2299999995
2015-10-06,1058498.2599999995
2015-10-07,1057700.7399999993
2015-10-08,1075140.6699999995
2015-10-09,1077272.6699999995
2015-10-12,1081536.6699999995
2015-10-13,1079298.0699999994
2015-10-14,1075993.4699999995
2015-10-15,1100191.6699999995
2015-10-16,1105095.2699999993
2015-10-19,1106267.8699999994
2015-10-20,1108080.0699999994
2015-10-21,1110851.6699999995
2015-10-22,1126948.2699999993
2015-10-23,1114689.2699999996
2015-10-26,1107120.6699999995
2015-10-27,1109785.6699999995
