,value
2014-02-05,998627.2000000002
2014-02-06,1012240.8000000002
2014-02-07,1036379.2000000002
2014-02-10,1037523.2000000001
2014-02-11,1047933.6
2014-02-12,1054683.2
2014-02-13,1055598.4000000001
2014-02-14,1095524.0000000002
2014-02-18,1101472.8
2014-02-19,1086143.2
2014-02-20,1091405.6
2014-02-21,1091291.2000000002
2014-02-24,1099070.4
2014-02-25,1096210.4
2014-02-26,1089117.6
2014-02-27,1092892.8
2014-02-28,1104218.4000000001
2014-03-03,1098841.6
2014-03-04,1112226.4000000001
2014-03-05,1107993.6
2014-03-06,1101358.4000000001
2014-03-07,1111196.8
2014-03-10,1112226.4000000001
2014-03-11,1102960.0
2014-03-12,1102731.2000000002
2014-03-13,1096096.0000000002
2014-03-14,1104218.4000000001
2014-03-17,1107993.6
2014-03-18,1112684.0000000002
2014-03-19,1088431.2000000002
2014-03-20,1063148.8000000003
2014-03-21,1076190.4
2014-03-24,1073902.4000000001
2014-03-25,1082825.6
2014-03-26,1070127.2000000002
2014-03-27,1082711.2000000002
2014-03-28,1093121.6
2014-03-31,1090147.2000000002
2014-04-01,1085685.6
2014-04-02,1098498.4000000001
2014-04-03,1104104.0000000002
2014-04-04,1081681.6
2014-04-07,1096553.6
2014-04-08,1080995.2000000002
2014-04-09,1069326.4000000001
2014-04-10,1086829.6000000003
2014-04-11,1099528.0000000002
2014-04-14,1088202.4000000004
2014-04-15,1081567.2000000002
2014-04-16,1071156.8
2014-04-17,1089148.8600000003
2014-04-21,1098731.7600000005
2014-04-22,1092869.2800000005
2014-04-23,1091065.4400000004
2014-04-24,1095236.8200000005
2014-04-25,1086555.8400000005
2014-04-28,1092305.5800000003
2014-04-29,1090163.5200000003
2014-04-30,1102790.4000000004
2014-05-01,1111358.6400000004
2014-05-02,1117559.3400000003
2014-05-05,1114628.1000000003
2014-05-06,1125598.0500000005
2014-05-07,1130296.0500000005
2014-05-08,1146034.3500000003
2014-05-09,1135228.9500000004
2014-05-12,1129711.1200000003
2014-05-13,1142598.7200000004
2014-05-14,1140958.4800000002
2014-05-15,1137209.3600000003
2014-05-16,1121158.4400000004
2014-05-19,1124087.4400000004
2014-05-20,1118463.7600000002
2014-05-21,1143418.8400000003
2014-05-22,1139201.0800000003
2014-05-23,1136154.9200000004
2014-05-27,1141778.6000000003
2014-05-28,1160524.2000000004
2014-05-29,1169662.6800000004
2014-05-30,1168022.4400000004
2014-06-02,1168842.5600000005
2014-06-03,1174466.2400000002
2014-06-04,1173528.9600000004
2014-06-05,1182198.8000000005
2014-06-06,1176106.4800000002
2014-06-09,1173880.4400000004
