,value
2014-02-05,1000000.0
2014-02-06,1000000.0
2014-02-07,996324.1599999999
2014-02-10,996849.28
2014-02-11,993042.1599999999
2014-02-12,985427.92
2014-02-13,981358.24
2014-02-14,976894.72
2014-02-18,981620.8
2014-02-19,996324.1599999999
2014-02-20,982802.32
2014-02-21,979389.04
2014-02-24,978453.19
2014-02-25,1017530.34
2014-02-26,1008734.8399999999
2014-02-27,1005342.2899999999
2014-02-28,1004588.3899999998
2014-03-03,1004965.3399999999
2014-03-04,994033.7899999998
2014-03-05,993531.19
2014-03-06,990716.8699999998
2014-03-07,992399.8099999997
2014-03-10,994202.9599999997
2014-03-11,1004901.6499999997
2014-03-12,1013676.9799999997
2014-03-13,1034833.9399999998
2014-03-14,1027861.7599999998
2014-03-17,1025457.5599999998
2014-03-18,1022572.5199999998
2014-03-19,1023413.9899999998
2014-03-20,1019326.8499999997
2014-03-21,1015359.9199999997
2014-03-24,1024495.8799999998
2014-03-25,1026779.8699999998
2014-03-26,1033992.4699999997
2014-03-27,1036276.4599999997
2014-03-28,1035795.6199999998
2014-03-31,1030867.0099999998
2014-04-01,1027861.7599999998
2014-04-02,1021009.7899999997
2014-04-03,1013986.2899999998
2014-04-04,1005302.6899999997
2014-04-07,1024840.7899999997
2014-04-08,1025096.1899999997
2014-04-09,1016795.6899999996
2014-04-10,1029310.2899999997
2014-04-11,1043101.8899999997
2014-04-14,1039653.9899999996
2014-04-15,1040675.5899999996
2014-04-16,1031864.2899999997
2014-04-17,1025351.5899999996
2014-04-21,1014241.6899999997
2014-04-22,992404.9899999996
2014-04-23,1007090.4899999998
2014-04-24,991127.9899999998
2014-04-25,996108.2899999997
2014-04-28,986019.9899999996
2014-04-29,994320.4899999998
2014-04-30,994448.1899999996
2014-05-01,996746.7899999997
2014-05-02,995852.8899999995
2014-05-05,1004919.5899999997
2014-05-06,1021137.4899999996
2014-05-07,1025479.2899999997
2014-05-08,1025862.3899999997
2014-05-09,1017434.1899999997
2014-05-12,1021904.6899999998
2014-05-13,1008848.6899999998
2014-05-14,996314.9299999998
2014-05-15,995401.0099999998
2014-05-16,1010023.7299999999
2014-05-19,998795.5699999998
2014-05-20,1017857.3299999997
2014-05-21,1019424.0499999998
2014-05-22,1028563.2499999999
2014-05-23,1033785.6499999999
2014-05-27,1040444.2099999998
2014-05-28,1040313.6499999999
2014-05-29,1043185.9699999999
2014-05-30,1047494.4499999998
2014-06-02,1055458.6099999999
2014-06-03,1053239.0899999999
2014-06-04,1051541.8099999998
2014-06-05,1049452.8499999999
2014-06-06,1052847.41
2014-06-09,1052455.7299999997
2014-06-10,1054153.0099999998
2014-06-11,1042010.9299999998
2014-06-12,1023993.6499999999
2014-06-13,1019293.4899999998
2014-06-16,1030129.9699999999
2014-06-17,1044752.6899999998
2014-06-18,1053761.3299999998
2014-06-19,1050236.2099999997
2014-06-20,1046711.0899999999
2014-06-23,1052847.41
2014-06-24,1048800.0499999998
