,value
2014-02-05,1001858.5
2014-02-06,1012744.0000000001
2014-02-07,1042303.0
2014-02-10,1049737.0
2014-02-11,1070888.5
2014-02-12,1075490.5
2014-02-13,1087703.5
2014-02-14,1095137.5
2014-02-18,1093456.0
2014-02-19,1078057.0
2014-02-20,1103722.0
2014-02-21,1090181.5
2014-02-24,1091863.0
2014-02-25,1095757.0
2014-02-26,1099916.5
2014-02-27,1105492.0
2014-02-28,1102217.5
2014-03-03,1091686.0
2014-03-04,1109386.0
2014-03-05,1114342.0
2014-03-06,1118678.5
2014-03-07,1121068.0
2014-03-10,1117616.5
2014-03-11,1117174.0
2014-03-12,1119475.0
2014-03-13,1090801.0
2014-03-14,1081951.0
2014-03-17,1088765.5
2014-03-18,1082128.0
2014-03-19,1091066.5
2014-03-20,1100858.3399999999
2014-03-21,1094800.9
2014-03-24,1122148.4600000002
2014-03-25,1133728.86
2014-03-26,1145398.34
2014-03-27,1148694.3000000003
2014-03-28,1141300.6600000001
2014-03-31,1125800.7400000002
2014-04-01,1111191.62
2014-04-02,1108341.06
2014-04-03,1111904.2600000002
2014-04-04,1129007.62
2014-04-07,1147536.2600000002
2014-04-08,1152791.9800000002
2014-04-09,1124375.4600000002
2014-04-10,1154840.82
2014-04-11,1165619.5000000002
2014-04-14,1160007.46
2014-04-15,1148872.46
2014-04-16,1130521.9800000002
2014-04-17,1134174.2600000002
2014-04-21,1133639.7800000003
2014-04-22,1124820.86
2014-04-23,1133372.54
2014-04-24,1169093.62
2014-04-25,1178803.34
2014-04-28,1185038.94
2014-04-29,1175685.54
2014-04-30,1181386.6600000001
2014-05-01,1173191.3000000003
2014-05-02,1179426.9000000001
2014-05-05,1174082.1
2014-05-06,1177645.3000000003
2014-05-07,1159651.1400000001
2014-05-08,1166866.62
2014-05-09,1158225.8600000003
2014-05-12,1163156.28
2014-05-13,1155491.22
2014-05-14,1144779.79
2014-05-15,1135542.41
2014-05-16,1158144.51
2014-05-19,1172295.3900000001
2014-05-20,1124929.25
2014-05-21,1133282.2
2014-05-22,1139276.6700000002
2014-05-23,1137409.54
2014-05-27,1150086.3699999999
2014-05-28,1143404.01
2014-05-29,1133183.93
2014-05-30,1135149.3299999998
2014-06-02,1130387.8099999998
2014-06-03,1142992.6099999999
2014-06-04,1142023.01
2014-06-05,1153852.13
2014-06-06,1161705.89
2014-06-09,1159475.8099999998
2014-06-10,1156663.97
2014-06-11,1165584.2899999998
2014-06-12,1162093.7299999997
2014-06-13,1155403.4899999998
2014-06-16,1150846.3699999999
2014-06-17,1150361.5699999998
2014-06-18,1162578.53
2014-06-19,1160736.2899999998
2014-06-20,1153270.3699999999
2014-06-23,1154821.7299999997
2014-06-24,1149585.89
2014-06-25,1155209.5699999998
2014-06-26,1156760.93
2014-06-27,1147064.93
2014-06-30,1144156.13
2014-07-01,1153464.2899999998
2014-07-02,1144640.93
2014-07-03,1164614.69
2014-07-07,1160833.2499999998
2014-07-08,1144059.17
2014-07-09,1146095.3299999996
2014-07-10,1152785.5699999996
2014-07-11,1141926.0499999998
2014-07-14,1146483.1699999997
2014-07-15,1144543.9699999997
2014-07-16,1132714.8499999999
2014-07-17,1134654.0499999998
2014-07-18,1115455.9699999997
2014-07-21,1136320.8499999999
2014-07-22,1144879.6099999999
2014-07-23,1153624.43
2014-07-24,1167671.96
2014-07-25,1163578.64
2014-07-28,1157159.5699999998
2014-07-29,1149345.05
2014-07-30,1160229.5599999998
2014-07-31,1169811.6500000004
2014-08-01,1170928.0100000005
2014-08-04,1170928.0100000005
2014-08-05,1182649.7900000003
2014-08-06,1182277.6700000004
2014-08-07,1188138.5600000003
2014-08-08,1172974.6700000004
2014-08-11,1175207.3900000004
2014-08-12,1183487.0600000003
2014-08-13,1171207.1000000003
2014-08-14,1167206.8100000003
2014-08-15,1165002.4900000002
2014-08-18,1169794.4900000002
2014-08-19,1173053.0500000003
2014-08-20,1171807.1300000004
2014-08-21,1167494.3300000003
2014-08-22,1161839.7700000003
2014-08-25,1186087.2900000003
2014-08-26,1180911.9300000004
2014-08-27,1186949.8500000003
2014-08-28,1187045.6900000004
2014-08-29,1185703.9300000004
2014-09-02,1197036.6300000001
2014-09-03,1207083.2500000002
2014-09-04,1208351.2700000003
2014-09-05,1215666.7700000003
2014-09-08,1219080.6700000002
2014-09-09,1209521.7500000002
2014-09-10,1205717.6900000002
2014-09-11,1202693.9500000002
2014-09-12,1204059.5099999998
2014-09-15,1213228.2699999998
2014-09-16,1210594.69
2014-09-17,1200938.23
2014-09-18,1195768.6099999999
2014-09-19,1204449.67
2014-09-22,1218397.89
