,value
2014-02-05,1005400.0800000001
2014-02-06,1034136.22
2014-02-07,1053325.79
2014-02-10,1058918.73
2014-02-11,1079458.3199999998
2014-02-12,1078783.31
2014-02-13,1127576.8900000001
2014-02-14,1131916.2399999998
2014-02-18,1138280.62
2014-02-19,1129023.3399999999
2014-02-20,1135098.4300000002
2014-02-21,1140498.5099999998
2014-02-24,1144934.29
2014-02-25,1153998.71
2014-02-26,1132784.1099999999
2014-02-27,1150816.52
2014-02-28,1169909.6600000001
2014-03-03,1162195.2599999998
2014-03-04,1181384.83
2014-03-05,1172416.8399999999
2014-03-06,1180806.25
2014-03-07,1173284.71
2014-03-10,1167788.2000000002
2014-03-11,1162388.12
2014-03-12,1154770.15
2014-03-13,1150527.23
2014-03-14,1154963.0099999998
2014-03-17,1165377.4500000002
2014-03-18,1174827.5899999999
2014-03-19,1167209.62
2014-03-20,1178491.9300000002
2014-03-21,1177913.35
2014-03-24,1159013.0699999998
2014-03-25,1166341.75
2014-03-26,1151587.96
2014-03-27,1142137.8199999998
2014-03-28,1152166.54
2014-03-31,1135387.72
2014-04-01,1126130.44
2014-04-02,1109158.76
2014-04-03,1094496.29
2014-04-04,1075976.5899999999
2014-04-07,1099284.31
2014-04-08,1096212.75
2014-04-09,1084197.53
2014-04-10,1107685.9300000002
2014-04-11,1114100.07
2014-04-14,1113648.37
2014-04-15,1103530.29
2014-04-16,1082119.71
2014-04-17,1088804.87
2014-04-21,1092328.1300000001
2014-04-22,1077693.05
2014-04-23,1084016.85
2014-04-24,1084197.53
2014-04-25,1096212.75
2014-04-28,1097116.1500000001
2014-04-29,1096122.4100000001
2014-04-30,1092599.1500000001
2014-05-01,1093502.55
2014-05-02,1086275.35
2014-05-05,1076066.9300000002
2014-05-06,1081125.97
2014-05-07,1070917.55
2014-05-08,1078867.47
2014-05-09,1081758.35
2014-05-12,1079757.7100000002
2014-05-13,1074534.2300000002
2014-05-14,1069670.9900000005
2014-05-15,1094167.3100000003
2014-05-16,1106525.2500000005
2014-05-19,1104004.2600000005
2014-05-20,1110166.6800000002
2014-05-21,1093733.56
2014-05-22,1093932.6
2014-05-23,1099022.85
2014-05-27,1099485.6
2014-05-28,1095043.2000000002
2014-05-29,1112720.2500000002
2014-05-30,1110406.5000000002
2014-06-02,1127620.8
2014-06-03,1124936.85
2014-06-04,1114848.9000000001
2014-06-05,1137153.4500000002
2014-06-06,1143539.4000000001
2014-06-09,1137986.4000000001
2014-06-10,1141410.75
2014-06-11,1129101.6
2014-06-12,1106426.85
2014-06-13,1121142.3
2014-06-16,1115496.75
2014-06-17,1125492.1500000001
2014-06-18,1209897.7500000002
2014-06-19,1200457.6500000001
2014-06-20,1210175.4000000001
2014-06-23,1204437.3
2014-06-24,1196015.2500000002
2014-06-25,1198976.85
2014-06-26,1192405.8000000003
2014-06-27,1190369.7000000002
2014-06-30,1190462.2500000002
2014-07-01,1196385.45
2014-07-02,1190554.8
2014-07-03,1197866.25
2014-07-07,1193146.2000000002
2014-07-08,1190092.0500000003
2014-07-09,1196570.55
2014-07-10,1191110.1
2014-07-11,1197866.25
2014-07-14,1199624.7000000002
2014-07-15,1199532.1500000001
2014-07-16,1201383.1500000001
2014-07-17,1203049.05
2014-07-18,1203049.05
2014-07-21,1203789.4500000002
2014-07-22,1206288.3000000003
2014-07-23,1259597.1
2014-07-24,1250989.9500000002
2014-07-25,1257561.0000000002
2014-07-28,1261725.75
2014-07-29,1257468.4500000002
2014-07-30,1252655.85
2014-07-31,1263114.0
2014-08-01,1231924.6500000001
2014-08-04,1253030.6099999996
2014-08-05,1228401.6699999997
2014-08-06,1226179.5099999998
2014-08-07,1236919.9499999997
2014-08-08,1222938.8599999999
2014-08-11,1228864.6199999996
2014-08-12,1229234.9799999995
2014-08-13,1225068.4299999997
2014-08-14,1224049.9399999995
2014-08-15,1221920.3699999996
2014-08-18,1223110.88
2014-08-19,1225299.2
2014-08-20,1229402.2999999998
2014-08-21,1235602.54
2014-08-22,1239067.38
2014-08-25,1235146.64
2014-08-26,1233140.68
2014-08-27,1236787.88
2014-08-28,1249216.0
2014-08-29,1247998.16
2014-09-02,1239379.5999999999
2014-09-03,1244906.7199999997
2014-09-04,1249309.6799999995
2014-09-05,1248279.1999999995
2014-09-08,1253431.5999999994
2014-09-09,1271043.4399999992
2014-09-10,1256991.4399999992
2014-09-11,1286781.6799999995
2014-09-12,1288748.9599999995
2014-09-15,1281910.3199999996
2014-09-16,1258209.2799999996
2014-09-17,1263455.3599999996
2014-09-18,1243595.1999999995
2014-09-19,1229917.9199999995
2014-09-22,1232728.3199999996
2014-09-23,1240129.0399999996
2014-09-24,1253848.5999999994
2014-09-25,1229267.5399999993
2014-09-26,1245439.2899999993
2014-09-29,1230284.049999999
2014-09-30,1257175.3599999996
2014-10-01,1291367.0599999998
2014-10-02,1282680.5199999998
2014-10-03,1272145.7799999998
2014-10-06,1271129.2699999998
2014-10-07,1297188.89
2014-10-08,1289334.0399999998
2014-10-09,1320661.0299999998
2014-10-10,1323895.38
2014-10-13,1360212.5099999998
2014-10-14,1341915.3299999996
2014-10-15,1293307.6699999997
2014-10-16,1280000.63
2014-10-17,1267987.3299999998
2014-10-20,1259115.9699999997
2014-10-21,1251907.9899999998
2014-10-22,1229019.1800000002
2014-10-23,1228260.5400000003
2014-10-24,1247036.8800000001
2014-10-27,1219062.0300000003
2014-10-28,1230157.1400000001
2014-10-29,1221906.9300000002
2014-10-30,1266761.5200000003
2014-10-31,1277003.1600000001
2014-11-03,1283925.75
2014-11-04,1267614.99
2014-11-05,1270459.8900000001
2014-11-06,1280322.21
2014-11-07,1279658.4000000001
2014-11-10,1279279.08
2014-11-11,1279468.74
2014-11-12,1278235.95
2014-11-13,1285253.37
2014-11-14,1277477.3100000003
2014-11-17,1287908.61
2014-11-18,1317211.08
2014-11-19,1347936.0
2014-11-20,1353056.8200000003
2014-11-21,1376479.83
2014-11-24,1372686.6300000001
2014-11-25,1378376.4300000002
2014-11-26,1377048.8100000003
2014-11-28,1363962.2700000003
2014-12-01,1366427.85
2014-12-02,1363772.61
2014-12-03,1378660.9200000002
2014-12-04,1382643.7800000003
2014-12-05,1391462.97
2014-12-08,1380652.35
2014-12-09,1372876.2900000003
2014-12-10,1346703.21
2014-12-11,1358651.7900000003
2014-12-12,1381695.48
2014-12-15,1388712.9000000001
2014-12-16,1393454.4000000001
2014-12-17,1354194.7799999998
2014-12-18,1355435.2299999997
2014-12-19,1379737.1999999997
2014-12-22,1387149.77
2014-12-23,1394187.02
2014-12-24,1394187.02
2014-12-26,1399253.8399999999
2014-12-29,1391935.0999999999
2014-12-30,1374107.4
2014-12-31,1380581.6700000004
2015-01-02,1369322.07
2015-01-05,1412953.0200000003
2015-01-06,1413422.1700000004
2015-01-07,1399160.0100000002
2015-01-08,1368289.9400000004
2015-01-09,1388744.8800000001
2015-01-12,1398034.0500000003
2015-01-13,1405071.3000000003
2015-01-14,1420928.57
2015-01-15,1425338.58
2015-01-16,1422992.83
2015-01-20,1407323.2200000002
2015-01-21,1391184.4600000002
2015-01-22,1379737.2000000004
2015-01-23,1387806.58
2015-01-26,1391372.12
2015-01-27,1402913.2100000002
2015-01-28,1431249.87
2015-01-29,1354684.59
2015-01-30,1367633.1300000001
2015-02-02,1348210.32
2015-02-03,1339887.85
2015-02-04,1339978.13
2015-02-05,1367964.9300000002
2015-02-06,1357131.33
2015-02-09,1352165.9300000002
2015-02-10,1356860.49
2015-02-11,1354332.6500000001
2015-02-12,1374284.53
2015-02-13,1379611.05
2015-02-17,1385479.2500000002
2015-02-18,1389180.7300000002
2015-02-19,1409132.6100000003
2015-02-20,1423396.85
2015-02-23,1409313.1700000002
2015-02-24,1417257.81
2015-02-25,1417889.7700000003
2015-02-26,1414098.01
2015-02-27,1409674.29
2015-03-02,1427640.01
2015-03-03,1408952.05
2015-03-04,1397035.09
2015-03-05,1398118.4500000002
2015-03-06,1377805.4500000002
2015-03-09,1389361.29
2015-03-10,1379701.3300000003
2015-03-11,1386923.7300000002
2015-03-12,1390130.33
2015-03-13,1378432.61
2015-03-16,1384145.45
2015-03-17,1384236.13
2015-03-18,1402734.85
2015-03-19,1380608.9300000002
2015-03-20,1384870.8900000001
2015-03-23,1377435.13
2015-03-24,1376800.3700000003
2015-03-25,1390583.7300000004
2015-03-26,1386049.7300000004
2015-03-27,1371631.6100000003
2015-03-30,1362110.2100000002
2015-03-31,1384961.5700000003
2015-04-01,1395752.4900000002
2015-04-02,1387137.8900000004
2015-04-06,1377616.4900000002
2015-04-07,1385868.3700000003
2015-04-08,1387772.6500000004
2015-04-09,1377979.2100000002
2015-04-10,1379158.0500000005
2015-04-13,1391309.1700000002
2015-04-14,1379883.4900000002
2015-04-15,1375258.8100000003
2015-04-16,1382150.4900000002
2015-04-17,1397928.8100000003
2015-04-20,1384145.4500000002
2015-04-21,1379067.3700000003
2015-04-22,1383238.6500000004
2015-04-23,1391127.8100000003
2015-04-24,1396024.5300000003
2015-04-27,1386956.5300000003
2015-04-28,1408285.4700000004
2015-04-29,1398250.9300000004
2015-04-30,1503199.33
2015-05-01,1474016.3100000003
2015-05-04,1464994.43
2015-05-05,1484971.4500000002
2015-05-06,1483682.61
2015-05-07,1477790.7700000003
2015-05-08,1461404.09
2015-05-11,1479447.8500000003
2015-05-12,1493533.0300000003
2015-05-13,1489206.2100000002
2015-05-14,1464626.1900000002
2015-05-15,1456709.0300000003
2015-05-18,1461772.33
2015-05-19,1465638.8500000003
2015-05-20,1469229.1900000002
2015-05-21,1461219.97
2015-05-22,1472451.29
2015-05-26,1479171.6700000002
2015-05-27,1465362.6700000002
2015-05-28,1459286.7100000002
2015-05-29,1451727.6200000003
2015-06-01,1458552.4100000004
2015-06-02,1465476.1100000006
2015-06-03,1467355.4000000004
2015-06-04,1426505.57
2015-06-05,1429967.4200000002
2015-06-08,1440254.0600000003
2015-06-09,1441342.07
2015-06-10,1426406.6600000001
2015-06-11,1423835.0000000002
2015-06-12,1436198.7500000002
2015-06-15,1444309.3700000003
2015-06-16,1428681.59
2015-06-17,1424131.7300000002
2015-06-18,1417297.1
2015-06-19,1400225.45
2015-06-22,1406784.05
2015-06-23,1397331.9500000002
2015-06-24,1397428.4
2015-06-25,1406012.4499999997
2015-06-26,1413246.1999999997
2015-06-29,1460988.95
2015-06-30,1463882.4499999997
2015-07-01,1447582.3999999997
2015-07-02,1458577.7
2015-07-06,1470826.8499999996
