,value
2014-02-05,1013370.16
2014-02-06,1036883.2
2014-02-07,1045181.92
2014-02-10,1052558.5599999998
2014-02-11,1047026.0800000001
2014-02-12,1053480.6400000001
2014-02-13,1000922.08
2014-02-14,987551.9199999999
2014-02-18,987254.88
2014-02-19,981527.86
2014-02-20,982408.9400000001
2014-02-21,974919.7599999999
2014-02-24,980646.7799999999
2014-02-25,992981.9
2014-02-26,989017.04
2014-02-27,989457.58
2014-02-28,994744.0599999999
2014-03-03,1004876.48
2014-03-04,993862.98
2014-03-05,991660.2799999999
2014-03-06,993862.98
2014-03-07,997827.84
2014-03-10,999590.0
2014-03-11,1003114.3200000001
2014-03-12,993862.98
2014-03-13,1007079.18
2014-03-14,1014572.7653999999
2014-03-17,1007519.72
2014-03-18,1002233.2400000001
2014-03-19,1002233.2400000001
2014-03-20,993422.4400000001
2014-03-21,1001792.7
2014-03-24,1004876.48
2014-03-25,970954.9
2014-03-26,961380.86
2014-03-27,948459.2599999999
2014-03-28,961811.5799999998
2014-03-31,965472.7
2014-04-01,994977.02
2014-04-02,990239.0999999999
2014-04-03,991100.54
2014-04-04,1007394.6776
2014-04-07,1023402.57
2014-04-08,1027433.3999999999
2014-04-09,1035495.0599999999
2014-04-10,1014445.1699999998
2014-04-11,1005935.6399999999
2014-04-14,1023402.57
2014-04-15,1025194.0499999999
2014-04-16,1031464.23
2014-04-17,1039525.8899999999
2014-04-21,1048035.4199999998
2014-04-22,1045348.1999999995
2014-04-23,1046243.9399999995
2014-04-24,1053857.7299999995
2014-04-25,1068637.4399999995
2014-04-28,1055956.1599999997
2014-04-29,1062378.0999999999
2014-04-30,1060084.5499999998
2014-05-01,1055497.4499999997
2014-05-02,1052286.4799999997
2014-05-05,1052974.5449999997
2014-05-06,1042194.8599999998
2014-05-07,1049075.5099999998
2014-05-08,1055864.4179999998
2014-05-09,1055956.1599999997
2014-05-12,1063754.2299999997
2014-05-13,1048616.7999999998
2014-05-14,1056419.4570999998
2014-05-15,993571.5999999999
2014-05-16,1004890.26
2014-05-19,1004065.58
2014-05-20,994581.76
2014-05-21,1009426.0
2014-05-22,1005302.5999999999
2014-05-23,1011075.3599999999
2014-05-27,1018909.82
2014-05-28,1023445.5599999999
2014-05-29,1017672.7999999999
