,value
2014-02-05,991932.46
2014-02-06,984692.3599999999
2014-02-07,993587.34
2014-02-10,998138.2599999999
2014-02-11,1006205.7999999999
2014-02-12,1013239.0399999998
2014-02-13,1028132.96
2014-02-14,1036614.2199999999
2014-02-18,1042406.2999999999
2014-02-19,1037441.6599999999
2014-02-20,1041372.0
2014-02-21,1045922.9199999999
2014-02-24,1035786.7799999999
2014-02-25,1035579.9199999999
2014-02-26,1039923.98
2014-02-27,1030201.5599999998
2014-02-28,1038475.96
2014-03-03,1028546.6799999998
2014-03-04,1035373.0599999998
2014-03-05,1027719.2399999999
2014-03-06,1018824.2599999999
2014-03-07,1020479.1399999999
2014-03-10,1017996.82
2014-03-11,1007446.96
2014-03-12,1023995.7599999999
2014-03-13,1032477.0199999998
2014-03-14,1036614.2199999999
2014-03-17,1040337.6999999998
2014-03-18,1037648.5199999998
2014-03-19,1012411.5999999999
2014-03-20,1011791.02
2014-03-21,1008894.98
2014-03-24,1011584.16
2014-03-25,998965.7000000001
2014-03-26,1000000.0
2014-03-27,990070.7200000001
2014-03-28,985933.52
2014-03-31,972280.7600000001
2014-04-01,977659.12
2014-04-02,977452.2600000001
2014-04-03,976942.78
2014-04-04,980999.56
2014-04-07,987374.5
2014-04-08,973465.54
2014-04-09,975160.3799999999
2014-04-10,964754.38
2014-04-11,963051.58
2014-04-14,970241.1799999999
2014-04-15,989917.98
2014-04-16,993323.58
2014-04-17,978755.1799999999
2014-04-21,977241.58
2014-04-22,977619.98
2014-04-23,981971.58
2014-04-24,990107.1799999999
2014-04-25,1009973.18
2014-04-28,1030028.3799999999
2014-04-29,1019433.18
2014-04-30,1018108.78
2014-05-01,1019243.9799999999
2014-05-02,999567.1799999999
2014-05-05,1009594.7799999999
2014-05-06,999945.58
2014-05-07,1012243.58
2014-05-08,1003918.78
2014-05-09,989917.98
2014-05-12,979322.7799999999
2014-05-13,988215.1799999999
2014-05-14,990674.7799999999
2014-05-15,984241.98
2014-05-16,997107.58
2014-05-19,965321.98
