,value
2014-02-05,1008368.08
2014-02-06,1014767.1999999998
2014-02-07,1013290.4800000001
2014-02-10,1003199.5600000002
2014-02-11,1001949.8600000003
2014-02-12,1005898.9600000002
2014-02-13,1016120.1600000004
2014-02-14,1018907.7600000002
2014-02-18,1022392.2600000002
2014-02-19,1020533.8600000003
2014-02-20,1026805.9600000004
2014-02-21,1025644.4600000003
2014-02-24,1032613.4600000004
2014-02-25,1033078.0600000003
2014-02-26,1036794.8600000003
2014-02-27,1040279.3600000003
2014-02-28,1044460.7600000004
2014-03-03,1035633.3600000002
2014-03-04,1051429.7600000002
2014-03-05,1049571.3600000003
2014-03-06,1043996.1600000006
2014-03-07,1040047.0600000005
2014-03-10,1039582.4600000007
2014-03-11,1044228.4600000004
2014-03-12,1026573.6600000006
2014-03-13,1060024.8600000003
2014-03-14,1045848.7800000005
2014-03-17,1068506.7000000004
2014-03-18,1062606.2
2014-03-19,1059773.96
2014-03-20,1091615.9000000001
2014-03-21,1096265.9000000001
2014-03-24,1082780.9000000001
2014-03-25,1085570.9000000001
2014-03-26,1078595.9000000001
2014-03-27,1071388.4000000001
2014-03-28,1084408.4000000001
2014-03-31,1096498.4000000001
2014-04-01,1105100.9000000001
2014-04-02,1107193.4000000001
2014-04-03,1108820.9000000001
2014-04-04,1077433.4000000001
2014-04-07,1075340.9000000001
2014-04-08,1087430.9000000001
2014-04-09,1098358.4000000001
2014-04-10,1058600.9000000001
2014-04-11,1036048.4000000005
2014-04-14,1028143.4000000004
2014-04-15,1016750.9000000004
2014-04-16,1030700.9000000004
2014-04-17,1016285.9000000004
2014-04-21,1009775.9000000004
2014-04-22,998615.9000000004
2014-04-23,1001638.4000000004
2014-04-24,954905.9000000004
2014-04-25,1004428.4000000004
2014-04-28,1025120.9000000004
2014-04-29,1009543.4000000004
2014-04-30,1025120.9000000004
2014-05-01,1030235.9000000004
2014-05-02,1017448.4000000004
2014-05-05,1018843.4000000004
2014-05-06,1026748.4000000004
2014-05-07,1022098.4000000004
2014-05-08,1009775.9000000004
2014-05-09,1016053.4000000004
2014-05-12,990245.9000000004
2014-05-13,1009078.4000000004
2014-05-14,1021400.9000000004
2014-05-15,1038140.9000000004
2014-05-16,1035815.9000000004
2014-05-19,1021633.4000000004
2014-05-20,1032368.0500000003
2014-05-21,1031012.9500000003
2014-05-22,1024011.6000000004
2014-05-23,1021527.2500000005
2014-05-27,1019268.7500000005
2014-05-28,1016784.4000000004
2014-05-29,1012267.4000000006
2014-05-30,1005040.2000000007
2014-06-02,1004814.3500000003
2014-06-03,1004814.3500000003
2014-06-04,1007976.2500000005
2014-06-05,995554.5000000005
2014-06-06,993296.0000000005
2014-06-09,984713.7000000004
2014-06-10,982681.0500000005
2014-06-11,979970.8500000003
2014-06-12,989627.1000000006
2014-06-13,993532.9300000005
2014-06-16,989421.5300000006
2014-06-17,992093.9400000005
2014-06-18,984076.7100000005
2014-06-19,984898.9900000005
2014-06-20,985515.7000000005
2014-06-23,988393.6800000005
2014-06-24,980787.5900000005
2014-06-25,987571.4000000006
2014-06-26,982432.1500000006
2014-06-27,981815.4400000005
2014-06-30,982432.1500000006
2014-07-01,996822.0500000006
2014-07-02,997233.1900000005
2014-07-03,1006278.2700000006
2014-07-07,1005661.5600000006
2014-07-08,1004222.5700000006
2014-07-09,1013062.0800000007
2014-07-10,1007203.3350000005
2014-07-11,1013267.6500000006
2014-07-14,1005661.5600000006
2014-07-15,1000316.7400000005
2014-07-16,1008333.9700000006
2014-07-17,989832.6700000005
2014-07-18,1003605.8600000006
2014-07-21,1010800.8100000006
2014-07-22,1009772.9600000005
2014-07-23,990757.7350000006
2014-07-24,983871.1400000006
2014-07-25,962491.8600000006
2014-07-28,973387.0700000006
2014-07-29,961464.0100000006
2014-07-30,970920.2300000006
2014-07-31,950774.3700000006
2014-08-01,950568.8000000006
2014-08-04,945840.6900000006
2014-08-05,954063.4900000006
2014-08-06,950363.2300000006
2014-08-07,960641.7300000006
2014-08-08,947074.1100000007
2014-08-11,943579.4200000006
2014-08-12,940187.5150000006
2014-08-13,931656.3600000007
2014-08-14,931176.9000000005
2014-08-15,937087.8000000006
2014-08-18,937087.8000000006
2014-08-19,939649.1900000005
2014-08-20,943392.7600000006
2014-08-21,949106.6300000006
2014-08-22,946151.1800000006
2014-08-25,933344.2300000006
2014-08-26,935708.5900000007
2014-08-27,941422.4600000005
2014-08-28,946151.1800000006
2014-08-29,949303.6600000006
2014-09-02,943885.3350000005
2014-09-03,952653.1700000006
2014-09-04,950682.8700000006
2014-09-05,957184.8600000006
2014-09-08,955411.5900000007
2014-09-09,951273.9600000005
2014-09-10,945560.0900000007
2014-09-11,948712.5700000005
2014-09-12,942407.6100000006
2014-09-15,937678.8900000006
2014-09-16,944180.8800000006
2014-09-17,953047.2300000006
2014-09-18,965066.0600000005
2014-09-19,960534.3700000006
2014-09-22,958761.1000000006
2014-09-23,958662.5850000005
2014-09-24,961716.5500000006
2014-09-25,948515.5400000006
2014-09-26,952259.1100000006
2014-09-29,950879.9000000005
2014-09-30,939649.1900000005
2014-10-01,923689.7600000006
2014-10-02,920143.2200000007
2014-10-03,920537.2800000007
2014-10-06,910842.2550000007
2014-10-07,898828.2300000007
2014-10-08,886911.8800000008
2014-10-09,904884.0800000007
2014-10-10,968958.8800000007
2014-10-13,984782.2300000007
2014-10-14,977358.9300000006
2014-10-15,968568.1800000007
2014-10-16,952354.1300000007
2014-10-17,950791.3300000007
2014-10-20,936335.4300000007
2014-10-21,890232.8300000007
2014-10-22,893163.0800000008
2014-10-23,885739.7800000007
2014-10-24,874604.8300000008
2014-10-27,867181.5300000007
2014-10-28,871438.0800000007
2014-10-29,868383.6900000006
2014-10-30,875929.8300000008
2014-10-31,837660.1200000008
2014-11-03,845095.6100000008
2014-11-04,850495.2900000009
2014-11-05,862813.3100000009
2014-11-06,859016.6600000008
2014-11-07,858932.2900000009
2014-11-10,870069.1300000009
2014-11-11,865935.0000000008
2014-11-12,865344.4100000008
2014-11-13,863657.0100000008
2014-11-14,871250.3100000009
2014-11-17,869900.3900000008
2014-11-18,874793.8500000009
2014-11-19,876481.2500000008
2014-11-20,881374.7100000008
2014-11-21,886943.1300000009
2014-11-24,891836.5900000009
2014-11-25,884918.2500000008
2014-11-26,916810.1100000008
2014-11-28,918328.770000001
2014-12-01,915460.1900000009
2014-12-02,920691.1300000009
2014-12-03,938577.5700000009
2014-12-04,935034.0300000008
2014-12-05,937902.6100000008
2014-12-08,929465.6100000008
2014-12-09,928284.4300000009
2014-12-10,912844.7200000009
2014-12-11,919425.5800000009
2014-12-12,896223.8300000009
2014-12-15,895464.5000000008
2014-12-16,885424.4700000009
2014-12-17,902804.6900000009
2014-12-18,919172.4700000009
2014-12-19,915122.7100000008
2014-12-22,925078.3700000009
2014-12-23,924403.4100000008
2014-12-24,930140.5700000009
2014-12-26,932081.0800000009
2014-12-29,928662.4250000007
2014-12-30,919709.6000000008
2014-12-31,911779.9550000008
2015-01-02,912035.7500000007
2015-01-05,897796.4950000008
2015-01-06,883045.6500000007
2015-01-07,875030.7400000006
2015-01-08,860365.1600000006
2015-01-09,859853.5700000005
2015-01-12,868039.0100000006
2015-01-13,873666.5000000006
2015-01-14,875030.7400000006
2015-01-15,880572.9650000007
2015-01-16,865225.2650000006
2015-01-20,856357.7050000005
2015-01-21,848257.5300000006
2015-01-22,836490.9600000005
2015-01-23,834956.1900000005
2015-01-26,835126.7200000007
2015-01-27,838878.3800000006
2015-01-28,854140.8150000005
2015-01-29,841606.8600000006
2015-01-30,862411.5200000005
2015-02-02,861729.4000000005
2015-02-03,845529.0500000006
2015-02-04,842544.7750000005
2015-02-05,852444.4900000006
2015-02-06,837803.0900000004
2015-02-09,836416.0100000005
2015-02-10,860304.6100000005
2015-02-11,863078.7700000005
2015-02-12,885272.0500000004
2015-02-13,893363.3500000006
2015-02-17,896985.1700000005
2015-02-18,892978.0500000004
2015-02-19,894519.2500000005
2015-02-20,901917.0100000005
2015-02-23,898064.0100000005
2015-02-24,881881.4100000006
2015-02-25,879723.7300000006
2015-02-26,874791.8900000006
2015-02-27,884347.3300000007
2015-03-02,866777.6500000007
2015-03-03,887892.0900000007
2015-03-04,891745.0900000007
2015-03-05,891436.8500000006
2015-03-06,902225.2500000006
2015-03-09,890203.8900000006
2015-03-10,910547.7300000006
2015-03-11,909468.8900000006
2015-03-12,931515.8100000006
2015-03-13,929806.5150000007
2015-03-16,949585.5000000006
2015-03-17,943725.0600000006
2015-03-18,949097.1300000006
2015-03-19,952759.9050000006
2015-03-20,952678.5100000006
2015-03-23,962771.4900000007
2015-03-24,954936.2200000006
2015-03-25,910654.8200000005
2015-03-26,888595.8200000008
2015-03-27,872909.4200000007
2015-03-30,881024.8200000008
2015-03-31,868644.9700000008
2015-04-01,874417.1700000009
2015-04-02,871607.0200000008
2015-04-06,889363.8200000009
2015-04-07,891398.9700000008
2015-04-08,886545.920000001
2015-04-09,873865.3700000009
2015-04-10,875117.770000001
2015-04-13,882866.9950000009
2015-04-14,889990.020000001
2015-04-15,862593.770000001
2015-04-16,864002.720000001
2015-04-17,880910.1200000009
2015-04-20,867759.920000001
2015-04-21,867916.470000001
2015-04-22,858993.120000001
2015-04-23,921769.670000001
2015-04-24,921613.120000001
2015-04-27,908619.4700000009
2015-04-28,915977.3200000009
2015-04-29,917073.1700000009
2015-04-30,929753.7200000009
2015-05-01,912533.2200000009
2015-05-04,912768.045000001
2015-05-05,932884.720000001
2015-05-06,937737.770000001
2015-05-07,932101.9700000009
2015-05-08,922082.770000001
2015-05-11,926153.070000001
2015-05-12,930458.195000001
2015-05-13,922239.320000001
2015-05-14,907914.995000001
2015-05-15,907836.7200000009
2015-05-18,905018.820000001
2015-05-19,905175.3700000009
2015-05-20,907523.6200000009
2015-05-21,909558.770000001
2015-05-22,911672.1950000009
2015-05-26,924274.4700000009
2015-05-27,943158.4800000009
2015-05-28,942147.4200000009
2015-05-29,942315.930000001
2015-06-01,938777.2200000009
2015-06-02,931025.7600000009
2015-06-03,924875.145000001
2015-06-04,909624.9900000009
2015-06-05,906339.0450000009
2015-06-08,890077.8300000009
2015-06-09,891678.675000001
2015-06-10,913163.7000000009
2015-06-11,903895.650000001
2015-06-12,893279.520000001
2015-06-15,893869.305000001
2015-06-16,888561.2400000007
2015-06-17,885191.0400000007
2015-06-18,894192.6900000009
2015-06-19,898975.0800000008
2015-06-22,915301.1700000009
2015-06-23,904252.2000000009
2015-06-24,890399.7600000009
2015-06-25,887184.0150000008
2015-06-26,872424.5700000009
2015-06-29,849666.9900000009
2015-06-30,849502.0800000008
2015-07-01,856098.4800000008
2015-07-02,857087.9400000009
2015-07-06,847523.1600000008
2015-07-07,847852.980000001
2015-07-08,875557.860000001
2015-07-09,898975.080000001
2015-07-10,884133.1800000011
2015-07-13,878856.060000001
2015-07-14,871764.9300000011
2015-07-15,876217.5000000009
2015-07-16,878361.330000001
2015-07-17,878361.330000001
2015-07-20,866322.900000001
2015-07-21,864014.1600000011
2015-07-22,879350.7900000011
2015-07-23,859396.6800000011
2015-07-24,883803.360000001
2015-07-27,883803.360000001
2015-07-28,866487.810000001
2015-07-29,868466.730000001
2015-07-30,863849.2500000009
2015-07-31,868136.9100000011
2015-08-03,866322.900000001
2015-08-04,870445.650000001
2015-08-05,853707.2850000011
2015-08-06,863684.340000001
2015-08-07,862529.970000001
2015-08-10,833505.810000001
2015-08-11,857252.850000001
2015-08-12,849502.080000001
2015-08-13,857417.7600000009
2015-08-14,861944.5300000011
2015-08-17,866369.990000001
2015-08-18,849519.200000001
2015-08-19,837434.2900000011
2015-08-20,848838.360000001
2015-08-21,873859.230000001
2015-08-24,892071.700000001
2015-08-25,915390.470000001
2015-08-26,883220.7800000011
