,value
2014-02-05,1003021.1199999999
2014-02-06,965760.64
2014-02-07,954269.9999999998
2014-02-10,951471.5699999997
2014-02-11,960799.6699999998
2014-02-12,956135.6199999998
2014-02-13,960799.6699999998
2014-02-14,965463.7199999997
2014-02-18,967329.3399999997
2014-02-19,942143.4699999997
2014-02-20,953337.1899999998
2014-02-21,955202.8099999998
2014-02-24,973859.0099999997
2014-02-25,974791.8199999997
2014-02-26,981321.4899999998
2014-02-27,985985.5399999998
2014-02-28,992515.2099999998
2014-03-03,982254.2999999997
2014-03-04,1005574.5499999997
2014-03-05,1000910.4999999998
2014-03-06,1010238.5999999997
2014-03-07,1030760.4199999998
2014-03-10,1016768.2699999998
2014-03-11,1007440.1699999998
2014-03-12,1002776.1199999998
2014-03-13,995313.6399999998
2014-03-14,991582.3999999998
2014-03-17,1007440.1699999998
2014-03-18,1008372.9799999999
2014-03-19,1034491.6599999998
2014-03-20,1054080.67
2014-03-21,1034491.6599999998
2014-03-24,1032626.0399999998
2014-03-25,1036357.2799999997
2014-03-26,1026096.3699999998
2014-03-27,1006507.3599999996
2014-03-28,1021432.3199999997
2014-03-31,1036357.2799999997
2014-04-01,1049416.6199999996
2014-04-02,1034491.6599999998
2014-04-03,1033558.8499999997
2014-04-04,1023297.9399999998
2014-04-07,1001843.3099999998
2014-04-08,994380.8299999997
2014-04-09,997179.2599999997
2014-04-10,959866.8599999996
2014-04-11,935613.7999999998
2014-04-14,934680.9899999999
2014-04-15,926285.6999999998
2014-04-16,919756.0299999998
2014-04-17,930949.7499999998
2014-04-21,925352.8899999999
2014-04-22,915091.9799999997
2014-04-23,913226.3599999999
2014-04-24,922554.4599999997
2014-04-25,937479.4199999998
2014-04-28,944941.8999999998
2014-04-29,943076.2799999998
2014-04-30,938412.2299999997
2014-05-01,931882.5599999997
2014-05-02,929084.1299999998
2014-05-05,928151.3199999998
2014-05-06,941210.6599999999
2014-05-07,928151.3199999998
2014-05-08,935613.7999999998
2014-05-09,927218.5099999999
2014-05-12,903898.2599999999
2014-05-13,911360.7399999999
2014-05-14,933748.1799999999
2014-05-15,947740.33
2014-05-16,962665.2899999998
2014-05-19,948673.1399999999
2014-05-20,953337.1899999998
2014-05-21,942143.4699999999
2014-05-22,943076.2799999998
2014-05-23,944941.8999999998
2014-05-27,940277.8499999999
2014-05-28,942143.4699999999
2014-05-29,942143.4699999999
2014-05-30,933748.1799999999
2014-06-02,919756.0299999998
2014-06-03,910427.9299999999
2014-06-04,905763.8799999998
2014-06-05,895502.9699999999
2014-06-06,892704.5399999998
2014-06-09,872182.7199999999
2014-06-10,871249.9099999999
