,value
2014-02-05,993284.3199999998
2014-02-06,987358.7199999999
2014-02-07,981959.8399999999
2014-02-10,972478.8799999999
2014-02-11,980761.9800000001
2014-02-12,963969.3300000001
2014-02-13,950162.0400000003
2014-02-14,930259.6400000001
2014-02-18,948047.4100000003
2014-02-19,945932.7800000003
2014-02-20,947685.3200000004
2014-02-21,948293.4200000004
2014-02-24,946955.6000000003
2014-02-25,950117.7200000004
2014-02-26,946955.6000000003
2014-02-27,950969.0600000004
2014-02-28,956685.2000000003
2014-03-03,942334.0400000004
2014-03-04,954131.1800000004
2014-03-05,946469.1200000003
2014-03-06,949388.0000000003
2014-03-07,953279.8400000003
2014-03-10,955104.1400000004
2014-03-11,960212.1800000004
2014-03-12,963739.1600000003
2014-03-13,963131.0600000004
2014-03-14,960577.0400000004
2014-03-17,971036.3600000005
2014-03-18,970185.0200000004
2014-03-19,958144.6400000004
2014-03-20,952550.1200000003
2014-03-21,947198.8400000003
2014-03-24,964468.8800000004
2014-03-25,970671.5000000003
2014-03-26,966901.2800000004
2014-03-27,968725.5800000004
2014-03-28,970063.4000000005
2014-03-31,980279.4800000003
2014-04-01,977117.3600000005
2014-04-02,974563.3400000003
2014-04-03,974198.4800000003
2014-04-04,970185.0200000004
2014-04-07,978941.6600000003
2014-04-08,989400.9800000003
2014-04-09,991103.6600000003
2014-04-10,986238.8600000005
2014-04-11,982225.4000000005
2014-04-14,982833.5000000003
2014-04-15,983198.3600000005
2014-04-16,993049.5800000004
2014-04-17,994387.4000000005
2014-04-21,991955.0000000003
2014-04-22,988184.7800000004
2014-04-23,977360.6000000003
2014-04-24,986968.5800000004
2014-04-25,990130.7000000003
2014-04-28,1008738.5600000004
2014-04-29,1002657.5600000004
2014-04-30,1003995.3800000004
2014-05-01,1001441.3600000005
2014-05-02,996333.3200000004
2014-05-05,993657.6800000004
2014-05-06,1002049.4600000005
2014-05-07,990373.9400000004
2014-05-08,991946.1000000004
2014-05-09,994722.8900000005
2014-05-12,986754.7100000005
2014-05-13,985305.9500000005
2014-05-14,993757.0500000004
2014-05-15,1001483.7700000004
2014-05-16,1003898.3700000005
2014-05-19,1008727.5700000003
2014-05-20,1005105.6700000004
2014-05-21,1001966.6900000005
2014-05-22,1000035.0100000004
2014-05-23,1001604.5000000005
2014-05-27,1006916.6200000005
2014-05-28,1006675.1600000005
2014-05-29,1003053.2600000004
2014-05-30,998344.7900000004
2014-06-02,1003536.1800000004
2014-06-03,1008727.5700000003
2014-06-04,1009572.6800000004
2014-06-05,1006554.4300000004
2014-06-06,1007520.2700000004
2014-06-09,1006795.8900000004
2014-06-10,1006071.5100000004
2014-06-11,1007158.0800000004
2014-06-12,1010779.9800000003
2014-06-13,1012228.7400000005
2014-06-16,1011625.0900000004
2014-06-17,1012953.1200000005
2014-06-18,1010417.7900000004
2014-06-19,1004984.9400000005
2014-06-20,1008727.5700000003
2014-06-23,1013677.5000000005
2014-06-24,1019834.7300000003
2014-06-25,1016092.1000000006
2014-06-26,1024543.2000000004
2014-06-27,1019714.0000000005
2014-06-30,1024905.3900000004
2014-07-01,1016575.0200000004
2014-07-02,1013194.5800000004
2014-07-03,1008123.9200000004
2014-07-07,1016477.7100000004
2014-07-08,1021167.4600000004
2014-07-09,1035236.7100000004
2014-07-10,1034476.2100000004
2014-07-11,1028772.4600000004
2014-07-14,1030800.4600000003
2014-07-15,1030039.9600000005
2014-07-16,1025983.9600000004
2014-07-17,1021040.7100000004
2014-07-18,1021040.7100000004
2014-07-21,1017618.4600000004
2014-07-22,1015336.9600000003
2014-07-23,1013942.7100000003
2014-07-24,1017364.9600000005
2014-07-25,1008492.4600000004
2014-07-28,1004689.9600000005
2014-07-29,1008112.2100000003
2014-07-30,1014322.9600000004
2014-07-31,1024969.9600000005
2014-08-01,995437.2100000003
2014-08-04,1000887.4600000004
2014-08-05,998479.2100000004
2014-08-06,1019859.4000000004
2014-08-07,1007912.2000000003
2014-08-08,1018098.7600000004
2014-08-11,1024764.0400000004
2014-08-12,1024009.4800000003
2014-08-13,1024764.0400000004
2014-08-14,1030674.7600000004
2014-08-15,1028536.8400000003
2014-08-18,1036837.0000000002
2014-08-19,1039981.0000000002
2014-08-20,1041490.1200000003
2014-08-21,1047400.8400000003
2014-08-22,1048784.2000000002
2014-08-25,1050670.6000000003
2014-08-26,1048658.4400000002
2014-08-27,1047778.1200000003
2014-08-28,1044256.8400000003
2014-08-29,1045262.9200000003
2014-09-02,1043628.0400000004
2014-09-03,1042621.9600000003
2014-09-04,1052682.7600000002
2014-09-05,1053563.0800000003
2014-09-08,1047903.8800000002
2014-09-09,1043753.8000000003
2014-09-10,1051928.2000000002
2014-09-11,1050041.8000000003
2014-09-12,1047149.3200000003
2014-09-15,1054820.6800000004
2014-09-16,1057461.6400000004
2014-09-17,1058467.7200000002
2014-09-18,1058845.0000000002
2014-09-19,1062366.2800000003
2014-09-22,1066642.1200000003
2014-09-23,1061989.0000000002
2014-09-24,1072049.8000000003
2014-09-25,1060605.6400000004
2014-09-26,1063749.6400000004
2014-09-29,1061989.0000000002
2014-09-30,1053185.8000000003
2014-10-01,1045640.2000000003
2014-10-02,1045765.9600000003
2014-10-03,1036459.7200000002
2014-10-06,1039226.4400000004
2014-10-07,1044382.6000000003
2014-10-08,1031555.0800000001
2014-10-09,1038094.6000000003
2014-10-10,1025141.3200000003
2014-10-13,1041741.6400000001
2014-10-14,1039477.9600000002
2014-10-15,1047023.5600000002
2014-10-16,1055952.5200000003
2014-10-17,1042999.2400000003
2014-10-20,1031555.0800000001
2014-10-21,1026147.4000000001
2014-10-22,1030926.2800000003
2014-10-23,1043502.2800000001
2014-10-24,1020704.2600000005
2014-10-27,1030172.4100000005
2014-10-28,1036404.6100000005
2014-10-29,1037243.5600000005
2014-10-30,1042037.5600000005
2014-10-31,1045992.6100000005
2014-11-03,1047310.9600000004
2014-11-04,1062412.0600000005
2014-11-05,1066726.6600000006
2014-11-06,1065528.1600000006
2014-11-07,1068284.7100000004
2014-11-10,1072119.9100000006
2014-11-11,1074756.6100000003
2014-11-12,1072479.4600000004
2014-11-13,1061932.6600000006
2014-11-14,1056060.0100000007
2014-11-17,1052824.0600000005
2014-11-18,1054142.4100000006
2014-11-19,1063490.7100000004
2014-11-20,1060374.6100000003
2014-11-21,1061932.6600000006
2014-11-24,1056060.0100000007
2014-11-25,1064329.6600000006
2014-11-26,1065288.4600000004
2014-11-28,1083865.2100000004
2014-12-01,1079670.4600000004
2014-12-02,1091535.6100000003
2014-12-03,1078711.6600000006
2014-12-04,1085662.9600000004
2014-12-05,1083265.9600000004
2014-12-08,1087820.2600000007
2014-12-09,1087221.0100000002
2014-12-10,1078711.6600000006
2014-12-11,1083625.5100000002
2014-12-12,1084344.6100000008
2014-12-15,1088539.3600000008
2014-12-16,1086621.7600000007
2014-12-17,1070561.8600000008
2014-12-18,1078451.2900000007
2014-12-19,1079037.3900000006
2014-12-22,1085484.4900000007
2014-12-23,1093572.6700000009
2014-12-24,1091814.3700000008
2014-12-26,1095565.4100000006
2014-12-29,1097206.4900000012
2014-12-30,1100019.7700000012
2014-12-31,1115375.5900000012
2015-01-02,1122994.8900000013
