,value
2014-02-05,1009876.4800000001
2014-02-06,1012345.6000000001
2014-02-07,1003086.4000000001
2014-02-10,998765.4400000002
2014-02-11,1003257.4300000004
2014-02-12,1002952.9600000002
2014-02-13,1019698.8100000003
2014-02-14,1009346.8300000002
2014-02-18,999299.3200000003
2014-02-19,1000212.7300000003
2014-02-20,990165.2200000004
2014-02-21,1001735.0800000005
2014-02-24,1011782.5900000004
2014-02-25,1020916.6900000003
2014-02-26,1010585.9300000004
2014-02-27,1017849.3300000003
2014-02-28,1008375.3300000004
2014-03-03,1006164.7300000003
2014-03-04,1015322.9300000004
2014-03-05,1014691.3300000004
2014-03-06,1009322.7300000003
2014-03-07,1003006.7300000004
2014-03-10,1003954.1300000005
2014-03-11,1012796.5300000005
2014-03-12,1008059.5300000004
2014-03-13,1009006.9300000004
2014-03-14,1017162.9300000005
2014-03-17,1029685.3300000004
2014-03-18,1032502.8700000003
2014-03-19,1031876.7500000005
2014-03-20,1067252.5300000005
2014-03-21,1073826.7900000003
2014-03-24,1078835.7500000005
2014-03-25,1086975.3100000005
2014-03-26,1083531.6500000004
2014-03-27,1094488.7500000005
2014-03-28,1098558.5300000003
2014-03-31,1098558.5300000003
2014-04-01,1097932.4100000001
2014-04-02,1089166.7300000002
2014-04-03,1092179.79
2014-04-04,1089727.5499999998
2014-04-07,1087888.3699999999
2014-04-08,1081144.71
2014-04-09,1070416.16
2014-04-10,1076546.7599999998
2014-04-11,1078999.0
2014-04-14,1083903.48
2014-04-15,1093712.44
2014-04-16,1106586.7
2014-04-17,1104747.5199999998
2014-04-21,1105360.58
2014-04-22,1112410.7699999998
2014-04-23,1070416.16
2014-04-24,1057541.9
2014-04-25,1057235.3699999999
2014-04-28,1075320.64
2014-04-29,1085742.66
2014-04-30,1094325.5
2014-05-01,1090647.14
2014-05-02,1092179.79
2014-05-05,1096164.68
2014-05-06,1087888.3699999999
2014-05-07,1096164.68
2014-05-08,1115782.5999999999
2014-05-09,1117008.7199999997
2014-05-12,1120993.6099999999
2014-05-13,1109652.0
2014-05-14,1115476.0699999998
2014-05-15,1119460.96
2014-05-16,1126204.6199999999
2014-05-19,1115169.54
2014-05-20,1088194.9
2014-05-21,1081144.71
2014-05-22,1084516.54
2014-05-23,1082677.3599999999
2014-05-27,1084210.0099999995
2014-05-28,1080225.1199999996
2014-05-29,1078692.4699999997
2014-05-30,1076240.2299999997
2014-06-02,1073503.2399999995
2014-06-03,1066233.6399999997
2014-06-04,1070777.1399999997
2014-06-05,1069262.6399999997
2014-06-06,1068645.5899999996
2014-06-09,1068340.4399999995
2014-06-10,1064983.7899999998
2014-06-11,1068950.7399999995
2014-06-12,1067728.7399999993
2014-06-13,1073859.7399999995
2014-06-16,1072326.9899999993
2014-06-17,1073553.1899999995
2014-06-18,1079071.0899999994
2014-06-19,1083975.8899999994
2014-06-20,1084895.5399999993
2014-06-23,1084895.5399999993
2014-06-24,1087961.0399999993
2014-06-25,1088880.6899999992
2014-06-26,1088880.6899999992
2014-06-27,1084282.4399999995
2014-06-30,1083363.4699999993
2014-07-01,1087040.0299999993
2014-07-02,1092861.2499999993
2014-07-03,1098069.7099999995
2014-07-07,1103584.5499999993
2014-07-08,1089491.0699999994
2014-07-09,1092248.4899999993
2014-07-10,1093780.3899999994
2014-07-11,1093167.629999999
2014-07-14,1090103.829999999
2014-07-15,1078461.3899999987
2014-07-16,1072027.4099999988
2014-07-17,1084895.3699999987
2014-07-18,1080606.0499999989
2014-07-21,1080365.119999999
2014-07-22,1079764.2599999988
2014-07-23,1077961.679999999
2014-07-24,1066545.339999999
2014-07-25,1067747.059999999
2014-07-28,1092382.319999999
2014-07-29,1099292.209999999
2014-07-30,1092382.319999999
2014-07-31,1069249.209999999
2014-08-01,1061438.0299999989
2014-08-04,1059935.8799999987
2014-08-05,1070450.9299999988
2014-08-06,1062098.0199999986
2014-08-07,1049520.0399999989
2014-08-08,1047065.7999999986
2014-08-11,1047065.7999999986
2014-08-12,1041850.5399999986
2014-08-13,1040316.6399999987
2014-08-14,1033567.4799999986
2014-08-15,1038782.7399999986
2014-08-18,1041543.7599999986
2014-08-19,1046759.0199999986
2014-08-20,1045225.1199999985
2014-08-21,1041850.5399999986
2014-08-22,1046145.4599999986
2014-08-25,1045838.6799999985
2014-08-26,1040063.0599999984
2014-08-27,1047599.5599999984
2014-08-28,1042474.7399999981
2014-08-29,1035842.6199999982
2014-09-02,1039460.139999998
2014-09-03,1035541.1599999983
2014-09-04,1036445.5399999982
2014-09-05,1030114.8799999983
2014-09-08,1034335.3199999982
2014-09-09,1044886.4199999983
2014-09-10,1043680.5799999981
2014-09-11,1039158.6799999981
2014-09-12,1049709.7799999982
2014-09-15,1043982.0399999983
2014-09-16,1036144.079999998
2014-09-17,1034033.859999998
2014-09-18,1029813.4199999983
2014-09-19,1020468.1599999983
2014-09-22,1019563.7799999982
2014-09-23,1026798.8199999982
2014-09-24,1022578.3799999983
2014-09-25,1032225.0999999982
2014-09-26,1026195.899999998
2014-09-29,1027703.1999999983
2014-09-30,1027401.7399999981
2014-10-01,1035842.6199999982
2014-10-02,1035541.1599999983
2014-10-03,1023784.2199999981
2014-10-06,1019865.2399999981
2014-10-07,1024688.5999999982
2014-10-08,1030114.8799999983
2014-10-09,1044886.4199999983
2014-10-10,1057246.2799999982
2014-10-13,1070209.0599999982
2014-10-14,1069606.139999998
2014-10-15,1068701.7599999984
2014-10-16,1075635.339999998
2014-10-17,1062371.0999999982
2014-10-20,1056341.899999998
2014-10-21,1046092.2599999983
2014-10-22,1049709.7799999982
2014-10-23,1075032.4199999983
2014-10-24,1068701.7599999984
2014-10-27,1061466.7199999983
2014-10-28,1054834.5999999982
2014-10-29,1052724.3799999983
2014-10-30,1064043.0399999977
2014-10-31,1074217.599999998
2014-11-03,1074217.599999998
2014-11-04,1072675.999999998
2014-11-05,1076684.1599999978
2014-11-06,1070517.759999998
2014-11-07,1076375.8399999978
2014-11-10,1082850.5599999977
2014-11-11,1082233.9199999978
2014-11-12,1091483.519999998
2014-11-13,1097958.239999998
2014-11-14,1106899.519999998
2014-11-17,1105357.9199999978
2014-11-18,1101349.759999998
2014-11-19,1090558.5599999977
2014-11-20,1087783.6799999978
2014-11-21,1087783.6799999978
2014-11-24,1069901.119999998
2014-11-25,1073600.9599999979
2014-11-26,1083158.879999998
2014-11-28,1090866.879999998
2014-12-01,1081000.639999998
2014-12-02,1094258.3999999978
2014-12-03,1103199.6799999978
2014-12-04,1095242.4599999979
2014-12-05,1096211.3999999978
2014-12-08,1100733.1199999976
2014-12-09,1132708.1399999976
2014-12-10,1118932.5399999977
2014-12-11,1126509.1199999976
2014-12-12,1107567.6699999976
2014-12-15,1110667.1799999976
2014-12-16,1106878.8899999976
2014-12-17,1125131.5599999977
2014-12-18,1120310.0999999975
2014-12-19,1119276.9299999974
2014-12-22,1121438.7599999977
2014-12-23,1127401.9799999977
2014-12-24,1125082.9499999976
2014-12-26,1132040.0399999977
2014-12-29,1130052.2999999975
2014-12-30,1129058.4299999974
2014-12-31,1112825.2199999976
2015-01-02,1122101.3399999975
2015-01-05,1132702.6199999976
2015-01-06,1131046.1699999974
2015-01-07,1145291.6399999973
2015-01-08,1134359.0699999975
2015-01-09,1137671.9699999976
2015-01-12,1134690.3599999975
2015-01-13,1134690.3599999975
2015-01-14,1139990.9999999977
2015-01-15,1142310.0299999975
2015-01-16,1124420.3699999976
2015-01-20,1119451.0199999975
2015-01-21,1117794.5699999975
2015-01-22,1121435.8099999973
2015-01-23,1107496.849999997
