,value
2014-02-05,986274.12
2014-02-06,990695.8800000001
2014-02-07,1009119.8800000001
2014-02-10,1011330.76
2014-02-11,1026254.2000000001
2014-02-12,1013357.4
2014-02-13,1015199.8
2014-02-14,1021463.96
2014-02-18,1026069.96
2014-02-19,1014094.36
2014-02-20,1028280.8400000001
2014-02-21,1032334.12
2014-02-24,1035097.72
2014-02-25,1030123.24
2014-02-26,1036755.8800000001
2014-02-27,1043941.24
2014-02-28,1050021.1600000001
2014-03-03,1039519.4800000001
2014-03-04,1051310.8399999999
2014-03-05,1047994.52
2014-03-06,1054995.6400000001
2014-03-07,1058864.6800000002
2014-03-10,1056101.08
2014-03-11,1044493.96
2014-03-12,1046704.8400000001
2014-03-13,1027912.36
2014-03-14,1019990.0399999998
2014-03-17,1009672.5999999999
2014-03-18,1007830.1999999998
2014-03-19,1014647.0799999998
2014-03-20,1022016.6799999998
2014-03-21,1039150.9999999999
2014-03-24,1055364.1199999999
2014-03-25,1029386.2799999999
2014-03-26,1035874.21
2014-03-27,1030511.8199999998
2014-03-28,1043640.4299999999
2014-03-31,1029032.5399999998
2014-04-01,1036428.94
2014-04-02,1034764.7499999999
2014-04-03,1039387.4999999999
2014-04-04,1041051.69
2014-04-07,1058248.3199999998
2014-04-08,1061021.9699999997
2014-04-09,1093703.11
2014-04-10,1069760.61
2014-04-11,1056927.43
2014-04-14,1063631.3299999998
2014-04-15,1054437.41
2014-04-16,1050415.0699999998
2014-04-17,1046392.73
2014-04-21,1031452.6099999999
2014-04-22,1046838.8499999997
2014-04-23,1041946.4499999997
2014-04-24,1042490.0499999997
2014-04-25,1037235.2499999998
2014-04-28,1060791.2499999995
2014-04-29,1023826.4499999997
2014-04-30,1026725.6499999997
2014-05-01,1007518.4499999997
2014-05-02,989002.6999999997
2014-05-05,995967.3699999998
2014-05-06,970147.1299999997
2014-05-07,948573.6399999998
2014-05-08,955878.0499999998
2014-05-09,949422.9899999998
2014-05-12,948064.0299999998
2014-05-13,940250.0099999998
2014-05-14,954822.5699999996
2014-05-15,946692.3299999997
2014-05-16,939239.6099999995
2014-05-19,931109.3699999994
2014-05-20,929659.0899999995
2014-05-21,939287.6699999995
2014-05-22,937793.5799999995
2014-05-23,943105.8999999996
2014-05-27,949082.2599999998
2014-05-28,953896.5499999997
2014-05-29,932315.2499999997
2014-05-30,929659.0899999997
2014-06-02,929149.8199999998
2014-06-03,928829.0399999998
2014-06-04,924338.1199999999
2014-06-05,921611.4899999999
2014-06-06,914475.1399999999
2014-06-09,915897.7699999998
2014-06-10,924591.6199999999
2014-06-11,929649.8599999999
2014-06-12,921588.2899999998
2014-06-13,920639.8699999999
2014-06-16,917952.6799999998
2014-06-17,917794.6099999999
2014-06-18,923327.0599999998
2014-06-19,921588.2899999998
2014-06-20,931388.6299999999
2014-06-23,924749.6899999998
2014-06-24,930124.0699999997
2014-06-25,915265.4899999998
2014-06-26,920481.7999999998
2014-06-27,936288.7999999998
2014-06-30,931230.5599999997
2014-07-01,920797.9399999998
2014-07-02,930570.4399999997
2014-07-03,932934.2899999998
2014-07-07,922218.1699999998
2014-07-08,916702.5199999998
2014-07-09,922690.9399999997
2014-07-10,923163.7099999997
2014-07-11,920957.4499999997
2014-07-14,916860.1099999998
2014-07-15,912605.1799999997
2014-07-16,916387.3399999997
2014-07-17,919381.5499999998
2014-07-18,919381.5499999998
2014-07-21,910556.5099999998
2014-07-22,903780.1399999998
2014-07-23,908823.0199999998
2014-07-24,907247.1199999998
2014-07-25,908192.6599999998
2014-07-28,911029.2799999998
2014-07-29,901416.2899999998
2014-07-30,909295.7899999998
2014-07-31,930412.8499999997
2014-08-01,925369.9699999997
2014-08-04,925369.9699999997
2014-08-05,941601.7399999998
2014-08-06,943177.6399999998
2014-08-07,947747.7499999998
2014-08-08,933407.0599999998
2014-08-11,931673.5699999998
2014-08-12,925842.7399999998
2014-08-13,912920.3599999998
2014-08-14,921209.1199999999
2014-08-15,918544.8799999999
2014-08-18,915567.1999999998
2014-08-19,923246.4799999997
2014-08-20,932179.5199999998
2014-08-21,922306.1599999999
2014-08-22,927321.1999999998
2014-08-25,936097.5199999998
2014-08-26,943463.3599999999
2014-08-27,944717.1199999999
2014-08-28,940328.9599999998
2014-08-29,942052.8799999999
2014-09-02,937037.8399999999
2014-09-03,947851.5199999998
2014-09-04,941582.7199999999
2014-09-05,958821.9199999998
2014-09-08,956784.5599999998
2014-09-09,949105.2799999999
2014-09-10,952239.6799999998
2014-09-11,941896.1599999999
2014-09-12,933276.5599999998
2014-09-15,932806.3999999999
2014-09-16,940172.2399999999
2014-09-17,938448.3199999998
2014-09-18,945187.2799999999
2014-09-19,948008.2399999999
2014-09-22,949418.7199999999
2014-09-23,944717.1199999999
2014-09-24,945970.8799999999
2014-09-25,934687.0399999998
2014-09-26,941112.5599999997
2014-09-29,940799.1199999998
2014-09-30,939054.9199999997
2014-10-01,930025.5499999997
2014-10-02,930025.5499999997
2014-10-03,913392.4999999997
2014-10-06,900201.1199999996
2014-10-07,883279.0399999997
2014-10-08,909266.5199999997
2014-10-09,894610.7899999997
2014-10-10,886300.8399999996
2014-10-13,848226.1599999997
2014-10-14,858349.1899999997
2014-10-15,882523.5899999997
2014-10-16,902165.2899999997
2014-10-17,893250.9799999996
2014-10-20,892797.7099999997
2014-10-21,876479.9899999996
2014-10-22,870738.5699999997
2014-10-23,853816.4899999996
2014-10-24,839009.6699999997
2014-10-27,856536.1099999996
2014-10-28,865601.5099999997
2014-10-29,860313.3599999996
2014-10-30,843542.3699999996
2014-10-31,834023.6999999997
2014-11-03,819216.8799999997
2014-11-04,812417.8299999997
2014-11-05,797428.1299999997
2014-11-06,793278.4699999996
2014-11-07,794349.3499999996
2014-11-10,787254.7699999997
2014-11-11,794750.9299999996
2014-11-12,793947.7699999997
2014-11-13,797026.5499999996
2014-11-14,790735.1299999997
2014-11-17,795955.6699999997
2014-11-18,801711.6499999997
2014-11-19,798365.1499999997
2014-11-20,794884.7899999997
2014-11-21,798632.8699999996
2014-11-24,793144.6099999996
2014-11-25,794349.3499999996
2014-11-26,799837.6099999996
2014-11-28,808538.5099999997
2014-12-01,810144.8299999997
2014-12-02,813625.1899999996
2014-12-03,810947.9899999996
2014-12-04,815499.2299999996
2014-12-05,823129.2499999997
2014-12-08,828349.7899999997
2014-12-09,803317.9699999996
2014-12-10,802916.3899999995
2014-12-11,794349.3499999996
2014-12-12,810412.5499999997
2014-12-15,820719.7699999997
2014-12-16,822727.6699999998
2014-12-17,811617.2899999997
2014-12-18,804083.5999999996
2014-12-19,812263.3999999997
2014-12-22,803810.9399999997
2014-12-23,779953.1899999997
2014-12-24,778726.2199999994
2014-12-26,774363.6599999995
2014-12-29,775045.3099999995
2014-12-30,776135.9499999995
2014-12-31,787860.3299999995
2015-01-02,782407.1299999994
2015-01-05,770819.0799999995
2015-01-06,739735.8399999994
2015-01-07,752387.9199999993
2015-01-08,767530.7999999995
2015-01-09,763989.3199999994
2015-01-12,760814.1999999994
2015-01-13,759470.8799999994
2015-01-14,764966.2799999994
2015-01-15,755685.1599999995
2015-01-16,769728.9599999994
2015-01-20,764599.9199999993
2015-01-21,759104.5199999993
2015-01-22,764355.6799999995
2015-01-23,763134.4799999994
2015-01-26,767164.4399999994
2015-01-27,763989.3199999994
2015-01-28,750433.9999999994
2015-01-29,758249.6799999995
2015-01-30,766675.9599999994
2015-02-02,759348.7599999993
2015-02-03,760847.4799999993
2015-02-04,736285.5199999992
2015-02-05,740275.2799999993
2015-02-06,745013.1199999994
2015-02-09,750748.3999999994
2015-02-10,744265.0399999993
2015-02-11,745636.5199999993
2015-02-12,743890.9999999993
2015-02-13,744763.7599999993
2015-02-17,745013.1199999994
2015-02-18,744888.4399999995
2015-02-19,751122.4399999995
2015-02-20,750499.0399999993
2015-02-23,751122.4399999995
2015-02-24,750374.3599999994
2015-02-25,748753.5199999993
2015-02-26,742893.5599999994
2015-02-27,748130.1199999994
2015-03-02,747631.3999999994
2015-03-03,750623.7199999994
2015-03-04,756358.9999999993
2015-03-05,755112.1999999994
2015-03-06,769325.7199999994
2015-03-09,764089.1599999995
2015-03-10,772567.3999999994
2015-03-11,779050.7599999993
2015-03-12,777679.2799999993
2015-03-13,777305.2399999993
2015-03-16,765834.6799999995
2015-03-17,773938.8799999994
2015-03-18,759226.6399999994
2015-03-19,752244.5599999994
2015-03-20,756259.5799999993
2015-03-23,758195.9299999992
2015-03-24,756905.0299999993
2015-03-25,752128.6999999993
2015-03-26,743608.7599999993
2015-03-27,745545.1099999993
2015-03-30,753161.4199999993
2015-03-31,742059.6799999992
2015-04-01,734056.0999999993
2015-04-02,737154.2599999993
2015-04-06,738186.9799999993
2015-04-07,741414.2299999993
2015-04-08,737799.7099999993
2015-04-09,741414.2299999993
2015-04-10,739090.6099999993
2015-04-13,732377.9299999992
2015-04-14,745674.1999999993
2015-04-15,754581.4099999993
2015-04-16,746706.9199999993
2015-04-17,734314.2799999993
2015-04-20,743737.8499999993
2015-04-21,744383.2999999992
2015-04-22,744770.5699999993
2015-04-23,742446.9499999993
2015-04-24,743608.7599999993
2015-04-27,737154.2599999993
2015-04-28,774332.1799999992
2015-04-29,770459.4799999993
2015-04-30,768910.3999999993
2015-05-01,772783.0999999993
2015-05-04,782852.1199999993
2015-05-05,780915.7699999993
2015-05-06,777946.6999999993
2015-05-07,778463.0599999992
2015-05-08,784143.0199999993
2015-05-11,774590.3599999993
2015-05-12,767361.3199999993
2015-05-13,764004.9799999993
2015-05-14,771750.3799999993
2015-05-15,777559.4299999992
2015-05-18,774719.4499999993
2015-05-19,781303.0399999993
2015-05-20,780528.4999999993
2015-05-21,775881.2599999993
2015-05-22,784401.1999999991
2015-05-26,789693.8899999992
2015-05-27,793079.8699999991
2015-05-28,796280.9899999992
2015-05-29,812153.2099999991
2015-06-01,810285.8899999991
2015-06-02,803483.5099999991
2015-06-03,805484.2099999991
2015-06-04,793213.2499999991
2015-06-05,786811.0099999991
2015-06-08,785743.9699999994
2015-06-09,786144.1099999993
2015-06-10,775873.8499999994
2015-06-11,785210.4499999994
2015-06-12,799081.9699999994
2015-06-15,809085.4699999994
2015-06-16,801216.0499999993
2015-06-17,798548.4499999994
2015-06-18,789478.6099999993
2015-06-19,796814.5099999993
2015-06-22,786277.4899999994
2015-06-23,783609.8899999993
2015-06-24,794146.9099999993
2015-06-25,798681.8299999994
2015-06-26,790812.4099999993
2015-06-29,806818.0099999993
