,value
2014-02-05,1000000.0
2014-02-06,1000000.0
2014-02-07,1005286.96
2014-02-10,1015609.1200000001
2014-02-11,1022658.3999999999
2014-02-12,1024924.2400000001
2014-02-13,1027945.36
2014-02-14,1023917.2000000001
2014-02-18,1027190.08
2014-02-19,1025176.0
2014-02-20,1016867.92
2014-02-21,1022406.64
2014-02-24,1024420.72
2014-02-25,1029959.44
2014-02-26,1032728.8000000002
2014-02-27,1029707.6799999999
2014-02-28,1037008.72
2014-03-03,1030462.96
2014-03-04,1056646.0
2014-03-05,1051359.04
2014-03-06,1040281.6000000001
2014-03-07,1028952.3999999999
2014-03-10,1015105.6000000001
2014-03-11,1018378.4800000001
2014-03-12,1022910.1600000001
2014-03-13,1016112.64
2014-03-14,1020392.56
2014-03-17,1012588.0
2014-03-18,1025144.5
2014-03-19,1004561.68
2014-03-20,991258.1499999997
2014-03-21,982723.8099999996
2014-03-24,994772.2899999997
2014-03-25,985735.9299999997
2014-03-26,999792.4899999998
2014-03-27,994521.2799999998
2014-03-28,983978.8599999998
2014-03-31,976699.5699999997
2014-04-01,975444.5199999996
2014-04-02,977201.5899999996
2014-04-03,975444.5199999996
2014-04-04,971428.3599999998
2014-04-07,970173.3099999996
2014-04-08,968416.2399999998
2014-04-09,964651.0899999996
2014-04-10,986237.9499999996
2014-04-11,996278.3499999997
2014-04-14,995023.2999999996
2014-04-15,979711.6899999996
2014-04-16,974942.4999999998
2014-04-17,965153.1099999998
2014-04-21,962643.0099999997
2014-04-22,1038573.8699999998
2014-04-23,1031269.0599999997
2014-04-24,1038573.8699999998
2014-04-25,1025979.3699999998
2014-04-28,1031269.0599999997
2014-04-29,1030009.6099999998
2014-04-30,1023460.4699999999
2014-05-01,1031269.0599999997
2014-05-02,1029002.0499999999
2014-05-05,1018926.45
2014-05-06,1033032.2899999998
2014-05-07,1018170.7799999999
2014-05-08,1021622.0900000001
2014-05-09,1017178.2500000001
2014-05-12,1022362.73
2014-05-13,1021128.33
2014-05-14,1018906.4100000001
2014-05-15,1011993.77
2014-05-16,1023350.2500000001
2014-05-19,1015203.21
2014-05-20,1022115.8499999997
2014-05-21,1027547.2099999997
2014-05-22,1030016.0099999998
2014-05-23,1017178.2499999997
2014-05-27,1006315.5299999998
2014-05-28,1016684.4899999998
2014-05-29,1009278.0899999997
2014-05-30,1005081.1299999998
2014-06-02,1001663.8699999999
2014-06-03,990564.0699999998
2014-06-04,998526.97
2014-06-05,1026276.47
2014-06-06,1018072.2699999999
2014-06-09,999733.47
2014-06-10,1000939.9699999999
2014-06-11,999733.47
2014-06-12,1005283.3699999999
2014-06-13,1006489.87
2014-06-16,1006489.87
2014-06-17,1003594.2699999999
2014-06-18,1016082.8899999998
2014-06-19,1023449.0899999997
2014-06-20,1013627.4899999998
2014-06-23,1011908.7099999997
2014-06-24,1002578.19
2014-06-25,997912.9299999998
2014-06-26,1009207.7699999999
2014-06-27,1007243.45
2014-06-30,1003576.07
