,value
2014-02-05,1003118.6800000002
2014-02-06,994455.6800000002
2014-02-07,1012189.8900000001
2014-02-10,1024106.6900000001
2014-02-11,1032107.9700000001
2014-02-12,1040364.61
2014-02-13,1056877.8900000001
2014-02-14,1054239.1700000002
2014-02-18,1063602.37
2014-02-19,1050068.29
2014-02-20,1051259.97
2014-02-21,1054324.29
2014-02-24,1070837.57
2014-02-25,1058665.4100000001
2014-02-26,1037385.41
2014-02-27,1047770.05
2014-02-28,1055771.33
2014-03-03,1052962.37
2014-03-04,1072625.09
2014-03-05,1074242.37
2014-03-06,1057218.37
2014-03-07,1040790.2100000001
2014-03-10,1067517.8900000001
2014-03-11,1057899.33
2014-03-12,1072454.85
2014-03-13,1055260.61
2014-03-14,1057814.2100000004
2014-03-17,1046578.3700000003
2014-03-18,1065965.8300000003
2014-03-19,1058523.6500000004
2014-03-20,1062453.7900000003
2014-03-21,1028002.3500000004
2014-03-24,1047485.8100000004
2014-03-25,1052921.1100000003
2014-03-26,1057269.3500000006
2014-03-27,1039040.1900000003
2014-03-28,1053590.0700000003
2014-03-31,1030260.0900000003
2014-04-01,1007431.8300000005
2014-04-02,1008184.4100000004
2014-04-03,990481.8800000005
2014-04-04,950427.3000000004
2014-04-07,938059.8500000004
2014-04-08,944762.2100000003
2014-04-09,928644.6300000004
2014-04-10,975640.9400000004
2014-04-11,992955.3700000003
2014-04-14,981944.3500000004
2014-04-15,968539.6300000004
2014-04-16,964230.9700000003
2014-04-17,964869.2900000004
2014-04-21,952422.0500000004
2014-04-22,934229.9300000004
2014-04-23,981984.2450000003
2014-04-24,978752.7500000003
2014-04-25,997184.2400000003
2014-04-28,996625.7100000003
2014-04-29,993274.5300000003
2014-04-30,994471.3800000004
2014-05-01,986412.5900000003
2014-05-02,989125.4500000003
2014-05-05,983061.4100000003
2014-05-06,990242.5100000004
2014-05-07,986332.8000000004
2014-05-08,1002211.0100000004
2014-05-09,996605.7625000003
2014-05-12,994630.9600000003
2014-05-13,1001971.6400000004
2014-05-14,991918.1000000004
2014-05-15,1006120.7200000003
2014-05-16,992955.3700000003
2014-05-19,991838.3100000004
2014-05-20,990721.2500000003
2014-05-21,980587.9200000004
2014-05-22,997652.2100000002
2014-05-23,993049.1600000001
2014-05-27,1006597.7600000002
2014-05-28,1004687.0600000003
2014-05-29,1007553.1100000002
2014-05-30,1007466.2600000001
2014-06-02,1011461.3600000002
2014-06-03,1017280.3100000003
2014-06-04,1034910.8600000002
2014-06-05,1022665.0100000001
2014-06-06,1023359.8100000002
2014-06-09,1011027.1100000002
2014-06-10,1017106.6100000002
2014-06-11,1010506.0100000002
2014-06-12,1009290.1100000002
2014-06-13,1007813.6600000003
2014-06-16,1008942.7100000002
2014-06-17,1009029.5600000003
2014-06-18,1020493.7600000001
2014-06-19,1023620.3600000002
2014-06-20,1050717.56
2014-06-23,1034737.1600000001
2014-06-24,1031784.2600000002
2014-06-25,1037255.8100000003
2014-06-26,1034824.0100000002
2014-06-27,1030047.2600000002
2014-06-30,1028136.5600000003
2014-07-01,1044985.4600000002
2014-07-02,1051238.6600000001
2014-07-03,1067045.3600000003
