,value
2014-02-05,1002566.5599999999
2014-02-06,988129.6599999999
2014-02-07,962143.2399999999
2014-02-10,965993.0800000001
2014-02-11,990302.2700000001
2014-02-12,978069.1000000002
2014-02-13,950022.3200000003
2014-02-14,932418.4900000002
2014-02-18,932716.8600000002
2014-02-19,949723.9500000002
2014-02-20,932418.4900000002
2014-02-21,944054.9200000003
2014-02-24,948530.4700000002
2014-02-25,961658.7500000001
2014-02-26,942563.0700000003
2014-02-27,940772.8500000002
2014-02-28,966134.3000000003
2014-03-03,959868.5300000003
2014-03-04,938982.6300000002
2014-03-05,927644.5700000003
2014-03-06,922607.4900000001
2014-03-07,877883.0500000002
2014-03-10,872701.56
2014-03-11,890973.13
2014-03-12,889336.87
2014-03-13,892882.1
2014-03-14,881428.28
2014-03-17,869429.04
2014-03-18,865883.81
2014-03-19,881155.5700000001
2014-03-20,885791.6400000001
2014-03-21,847339.53
2014-03-24,832391.67
2014-03-25,844500.71
2014-03-26,834234.3500000001
2014-03-27,853187.63
2014-03-28,865033.43
2014-03-31,870561.4700000001
2014-04-01,866612.8700000001
2014-04-02,877142.4700000001
2014-04-03,879511.63
2014-04-04,877142.4700000001
2014-04-07,870824.71
2014-04-08,885039.6699999999
2014-04-09,894516.3099999999
2014-04-10,873720.35
2014-04-11,857136.2300000001
2014-04-14,876615.99
2014-04-15,859505.3899999999
2014-04-16,859505.3899999999
2014-04-17,859505.3899999999
2014-04-21,860295.11
2014-04-22,864945.9299999999
2014-04-23,870140.73
2014-04-24,881309.5499999999
2014-04-25,883387.47
2014-04-28,880270.59
2014-04-29,894556.2899999999
2014-04-30,892738.1099999999
2014-05-01,887543.31
2014-05-02,900790.0499999999
2014-05-05,884945.91
2014-05-06,878971.89
2014-05-07,882867.99
2014-05-08,878971.89
2014-05-09,880790.07
2014-05-12,906244.59
2014-05-13,923647.17
2014-05-14,922088.73
2014-05-15,914556.27
2014-05-16,908841.99
2014-05-19,910400.4299999999
2014-05-20,894556.2899999999
2014-05-21,889880.97
2014-05-22,890919.9299999999
2014-05-23,894296.5499999999
2014-05-27,882088.77
2014-05-28,878712.1499999999
2014-05-29,890140.7100000001
2014-05-30,884426.4299999999
2014-06-02,896634.2100000002
2014-06-03,897932.91
2014-06-04,886504.3500000001
2014-06-05,879751.11
2014-06-06,875595.2700000001
2014-06-09,882608.2500000001
2014-06-10,890400.4500000001
2014-06-11,897673.1700000002
2014-06-12,908322.51
2014-06-13,900530.31
2014-06-16,899751.0900000001
2014-06-17,898452.3900000001
2014-06-18,879231.6300000001
2014-06-19,883906.9500000001
2014-06-20,877413.4500000001
2014-06-23,846764.1300000001
2014-06-24,856634.2500000001
2014-06-25,853777.11
2014-06-26,855595.29
2014-06-27,845984.91
2014-06-30,860582.6100000002
2014-07-01,868834.5600000003
2014-07-02,891940.0200000001
2014-07-03,907972.3800000001
2014-07-07,911744.7000000003
2014-07-08,913395.0900000003
2014-07-09,920468.1900000002
2014-07-10,916224.3300000002
2014-07-11,912687.7800000003
2014-07-14,912452.0100000002
2014-07-15,902785.4400000002
2014-07-16,915517.0200000001
2014-07-17,907736.6100000002
2014-07-18,904200.0600000003
2014-07-21,911744.7000000003
2014-07-22,912923.5500000002
2014-07-23,908915.4600000002
2014-07-24,884866.9200000003
2014-07-25,895712.3400000003
2014-07-28,897362.7300000003
2014-07-29,893826.1800000002
2014-07-30,893118.8700000002
2014-07-31,877558.0500000002
2014-08-01,867184.1700000003
