,value
2014-02-05,993584.5
2014-02-06,968136.3500000001
2014-02-07,944826.7
2014-02-10,945254.4000000001
2014-02-11,937983.5000000002
2014-02-12,931568.0
2014-02-13,933706.5
2014-02-14,940977.4000000001
2014-02-18,943971.3
2014-02-19,969419.4500000002
2014-02-20,970702.55
2014-02-21,967922.5000000001
2014-02-24,952525.3000000002
2014-02-25,964928.6000000001
2014-02-26,966639.4000000001
2014-02-27,958726.9500000002
2014-02-28,960010.05
2014-03-03,981822.7500000001
2014-03-04,955733.0500000002
2014-03-05,943115.9000000001
2014-03-06,936914.25
2014-03-07,938838.9000000001
2014-03-10,939908.1500000001
2014-03-11,964287.05
2014-03-12,973910.3000000002
2014-03-13,987810.5500000002
2014-03-14,997433.8
2014-03-17,979256.5500000002
2014-03-18,970488.7000000001
2014-03-19,953380.7000000002
2014-03-20,963742.6500000001
2014-03-21,961056.0500000002
2014-03-24,960480.3500000002
2014-03-25,965277.8500000002
2014-03-26,962591.2500000001
2014-03-27,910586.3500000002
2014-03-28,906748.3500000002
2014-03-31,913464.8500000002
2014-04-01,917302.8500000002
2014-04-02,925746.4500000003
2014-04-03,924978.8500000003
2014-04-04,935917.1500000003
2014-04-07,924406.1900000003
2014-04-08,925399.0900000004
2014-04-09,921427.4900000006
2014-04-10,939895.4300000005
2014-04-11,950004.2500000003
2014-04-14,991388.2900000004
2014-04-15,990140.5300000005
2014-04-16,992844.0100000005
2014-04-17,992012.1700000005
2014-04-21,999914.6500000005
2014-04-22,1001168.6500000006
2014-04-23,1009090.8900000005
2014-04-24,1007631.5300000005
2014-04-25,995539.6900000005
2014-04-28,986158.0900000004
2014-04-29,1004087.3700000005
2014-04-30,998875.3700000005
2014-05-01,995748.1700000005
2014-05-02,999292.3300000007
2014-05-05,1010758.7300000006
2014-05-06,1027854.0900000005
2014-05-07,1020765.7700000005
2014-05-08,1011592.6500000006
2014-05-09,1014719.8500000006
2014-05-12,1008882.4100000005
2014-05-13,1005755.2100000005
2014-05-14,1012009.6100000007
2014-05-15,1024518.4100000005
2014-05-16,1026186.2500000006
2014-05-19,1019306.4100000005
2014-05-20,1023892.9700000007
2014-05-21,1017638.5700000005
2014-05-22,1011592.6500000006
2014-05-23,1008465.4500000007
2014-05-27,1002628.0100000006
2014-05-28,1007840.0100000006
2014-05-29,1008673.9300000005
2014-05-30,1002628.0100000006
2014-06-02,1005370.5700000005
2014-06-03,1014422.0700000005
2014-06-04,1007896.5700000005
2014-06-05,1023684.0700000005
2014-06-06,1029999.0700000005
2014-06-09,1043681.5700000005
2014-06-10,1038419.0700000005
2014-06-11,1027473.0700000005
2014-06-12,1016106.0700000006
2014-06-13,1001792.0700000006
2014-06-16,1002844.5700000005
2014-06-17,1006002.0700000005
2014-06-18,1002213.0700000008
2014-06-19,1010001.5700000008
2014-06-20,1014632.5700000006
2014-06-23,999476.5700000008
2014-06-24,1004739.0700000008
2014-06-25,1004528.5700000008
2014-06-26,1016948.0700000009
2014-06-27,1018842.5700000008
2014-06-30,1019684.5700000008
2014-07-01,1012106.5700000008
2014-07-02,1020411.9500000007
2014-07-03,1025300.3700000008
2014-07-07,1019774.3300000007
2014-07-08,1007872.0900000008
2014-07-09,1010847.6500000008
2014-07-10,1021049.5700000009
2014-07-11,1018924.1700000009
2014-07-14,988743.4900000008
2014-07-15,989678.5500000009
2014-07-16,1000319.8900000008
2014-07-17,987469.9700000009
2014-07-18,995099.6100000009
2014-07-21,990883.2300000009
2014-07-22,995902.7300000009
2014-07-23,1007547.9700000009
2014-07-24,1005740.9500000009
2014-07-25,1004536.2700000008
2014-07-28,997910.530000001
2014-07-29,992288.6900000009
2014-07-30,1003933.9300000009
2014-07-31,1008150.310000001
2014-08-01,1024413.4900000009
2014-08-04,1019594.770000001
2014-08-05,1028629.8700000009
2014-08-06,1023610.3700000009
2014-08-07,1025216.6100000009
2014-08-08,1017386.1900000009
2014-08-11,1018590.8700000009
2014-08-12,1017586.970000001
2014-08-13,1011362.790000001
2014-08-14,1015960.250000001
2014-08-15,1007481.860000001
2014-08-18,1023818.270000001
2014-08-19,1027747.2800000011
2014-08-20,1029815.180000001
2014-08-21,1056077.5100000012
2014-08-22,1053182.4500000011
2014-08-25,1067657.750000001
2014-08-26,1077997.250000001
2014-08-27,1072413.9200000009
2014-08-28,1062694.790000001
2014-08-29,1068071.330000001
2014-09-02,1074481.8200000012
2014-09-03,1080065.1500000008
2014-09-04,1085028.1100000008
2014-09-05,1081512.680000001
2014-09-08,1076342.930000001
2014-09-09,1060006.520000001
2014-09-10,1071793.5500000012
2014-09-11,1080065.1500000008
2014-09-12,1083167.000000001
2014-09-15,1081719.4700000011
2014-09-16,1082753.4200000009
2014-09-17,1083373.790000001
2014-09-18,1109636.120000001
2014-09-19,1105913.9000000008
2014-09-22,1096815.140000001
2014-09-23,1092679.3400000012
2014-09-24,1101364.520000001
2014-09-25,1074481.8200000012
2014-09-26,1085441.6900000009
2014-09-29,1076342.930000001
2014-09-30,1071586.7600000012
2014-10-01,1056697.8800000013
2014-10-02,1059799.730000001
2014-10-03,1081926.2600000012
2014-10-06,1081099.100000001
2014-10-07,1060213.310000001
2014-10-08,1086475.640000001
2014-10-09,1057525.040000001
2014-10-10,1070139.230000001
2014-10-13,1074481.8200000008
2014-10-14,1042015.790000001
2014-10-15,1079031.200000001
2014-10-16,1077583.6700000009
2014-10-17,1070966.3900000008
2014-10-20,1061454.0500000007
2014-10-21,1046151.5900000008
2014-10-22,1057938.6200000008
2014-10-23,1043256.530000001
2014-10-24,1035191.7200000009
2014-10-27,1039534.3100000008
2014-10-28,1021957.1600000008
2014-10-29,1017614.570000001
2014-10-30,1028490.4400000009
2014-10-31,1035843.4400000009
2014-11-03,1034682.4400000009
2014-11-04,1029264.4400000009
2014-11-05,1045324.940000001
2014-11-06,1044744.4400000009
2014-11-07,1040100.4400000009
2014-11-10,1042809.4400000009
2014-11-11,1041261.4400000009
2014-11-12,1033714.9400000009
2014-11-13,1034101.9400000009
2014-11-14,1032940.9400000009
2014-11-17,1036617.4400000009
2014-11-18,1041261.4400000009
2014-11-19,1038358.9400000008
2014-11-20,1035649.940000001
2014-11-21,1038358.9400000008
2014-11-24,1052677.9400000009
2014-11-25,1051323.4400000009
2014-11-26,1047453.4400000009
2014-11-28,1044357.4400000009
2014-12-01,1032360.4400000009
2014-12-02,1051903.9400000009
2014-12-03,1068351.4400000009
2014-12-04,1067770.9400000009
2014-12-05,1085185.9400000009
2014-12-08,1090797.4400000009
2014-12-09,1080735.4400000009
2014-12-10,1054032.4400000009
2014-12-11,1054806.4400000009
2014-12-12,1055773.9400000006
2014-12-15,1067577.4400000006
2014-12-16,1098924.4400000006
2014-12-17,1074156.4400000006
2014-12-18,1069613.6400000008
2014-12-19,1067834.2500000007
2014-12-22,1070009.0600000008
2014-12-23,1060914.4000000006
2014-12-24,1053070.8200000008
2014-12-26,1050946.9400000006
2014-12-29,1033955.9000000008
2014-12-30,1031832.0200000007
2014-12-31,1045926.8600000007
2015-01-02,1043030.6600000007
2015-01-05,1076047.3400000008
2015-01-06,1111767.1400000006
2015-01-07,1102692.3800000008
2015-01-08,1087825.2200000007
2015-01-09,1110222.5000000007
2015-01-12,1117945.7000000007
2015-01-13,1124896.5800000005
2015-01-14,1143625.3400000008
2015-01-15,1178765.9000000008
2015-01-16,1171428.8600000008
2015-01-20,1178186.6600000006
2015-01-21,1168918.8200000008
2015-01-22,1190335.6900000006
2015-01-23,1167523.3400000005
2015-01-26,1174006.8500000008
2015-01-27,1160079.3100000008
2015-01-28,1191776.4700000004
2015-01-29,1179529.8400000005
2015-01-30,1195618.5500000003
2015-02-02,1177128.5400000005
2015-02-03,1169407.0000000005
2015-02-04,1157923.4800000002
2015-02-05,1170842.4400000004
2015-02-06,1156488.0400000003
2015-02-09,1154813.3600000003
2015-02-10,1150507.0400000003
2015-02-11,1168716.5200000007
2015-02-12,1197180.5600000008
2015-02-13,1204473.0000000007
2015-02-17,1215999.7600000007
2015-02-18,1204002.5200000005
2015-02-19,1211059.7200000007
2015-02-20,1230047.5500000007
2015-02-23,1219120.2500000007
2015-02-24,1232898.1500000006
2015-02-25,1237411.6000000008
2015-02-26,1245013.2000000004
2015-02-27,1245250.7500000007
2015-03-02,1270668.6000000006
2015-03-03,1276369.8000000005
2015-03-04,1274944.5000000007
2015-03-05,1272331.4500000007
2015-03-06,1260453.9500000007
2015-03-09,1257840.9000000006
2015-03-10,1216982.3000000005
2015-03-11,1243112.8000000005
2015-03-12,1284684.0500000005
2015-03-13,1271856.3500000006
2015-03-16,1275419.6000000006
2015-03-17,1278982.8500000008
2015-03-18,1276132.2500000005
2015-03-19,1244300.5500000007
2015-03-20,1232898.1500000008
2015-03-23,1244775.6500000008
2015-03-24,1257603.3500000008
2015-03-25,1270906.1500000006
2015-03-26,1275419.6000000008
2015-03-27,1279933.0500000007
2015-03-30,1279776.3200000008
2015-03-31,1276802.480000001
2015-04-01,1279280.6800000006
2015-04-02,1285228.3600000008
2015-04-06,1279280.6800000006
2015-04-07,1276802.480000001
2015-04-08,1275067.7400000007
2015-04-09,1269120.0600000005
2015-04-10,1261685.4600000007
2015-04-13,1255985.6000000008
2015-04-14,1254250.8600000008
2015-04-15,1242355.5000000007
2015-04-16,1224179.8000000007
2015-04-17,1202651.8500000008
2015-04-20,1210129.9800000007
2015-04-21,1226445.9000000006
2015-04-22,1212396.0800000005
2015-04-23,1209676.7600000007
2015-04-24,1216928.2800000007
2015-04-27,1219194.3800000006
2015-04-28,1214208.9600000007
2015-04-29,1197439.8200000008
2015-04-30,1188085.1700000006
2015-05-01,1197889.2500000007
2015-05-04,1207024.8700000006
2015-05-05,1188753.6300000006
2015-05-06,1209921.530000001
2015-05-07,1199003.3500000008
2015-05-08,1204131.9700000011
2015-05-11,1203017.4700000011
2015-05-12,1197890.7700000012
2015-05-13,1208144.170000001
2015-05-14,1217060.170000001
2015-05-15,1209035.7700000012
2015-05-18,1218620.4700000011
2015-05-19,1233331.870000001
2015-05-20,1223524.2700000012
2015-05-21,1222409.7700000012
2015-05-22,1225307.4700000011
2015-05-26,1209035.7700000012
2015-05-27,1223078.4700000011
2015-05-28,1215945.670000001
2015-05-29,1205469.370000001
2015-06-01,1213716.670000001
2015-06-02,1219734.9700000011
2015-06-03,1240018.870000001
2015-06-04,1233331.870000001
2015-06-05,1253615.7700000012
2015-06-08,1240464.670000001
2015-06-09,1248266.170000001
2015-06-10,1271001.9700000011
2015-06-11,1275237.070000001
2015-06-12,1273008.070000001
2015-06-15,1262754.670000001
