,value
2014-02-05,998699.5
2014-02-06,975174.9
2014-02-07,956418.8
2014-02-10,957025.7
2014-02-11,954366.8999999999
2014-02-12,990607.5
2014-02-13,967632.0
2014-02-14,967198.4999999999
2014-02-18,977891.5000000001
2014-02-19,996011.8
2014-02-20,989018.0
2014-02-21,997803.6
2014-02-24,983295.8
2014-02-25,964395.2000000001
2014-02-26,960118.0
2014-02-27,959164.3
2014-02-28,953470.9999999999
2014-03-03,960175.8
2014-03-04,948269.0
2014-03-05,923790.7
2014-03-06,914293.66
2014-03-07,914048.0599999999
2014-03-10,910290.3799999999
2014-03-11,906090.6199999999
2014-03-12,910560.5399999999
2014-03-13,912697.2599999999
2014-03-14,918174.14
2014-03-17,921366.9400000001
2014-03-18,930527.82
2014-03-19,916921.58
2014-03-20,906459.02
2014-03-21,885951.4199999999
2014-03-24,904887.1799999997
2014-03-25,897863.0199999999
2014-03-26,925615.8199999997
2014-03-27,937748.4599999997
2014-03-28,938190.5399999997
2014-03-31,942918.3399999997
2014-04-01,926647.3399999997
2014-04-02,929177.0199999999
2014-04-03,949660.0599999998
2014-04-04,975742.7799999998
2014-04-07,988612.2199999999
2014-04-08,965746.8599999999
2014-04-09,954117.6999999997
2014-04-10,990208.6199999998
2014-04-11,1003421.8999999998
2014-04-14,993155.8199999997
2014-04-15,989275.5999999999
2014-04-16,1013055.9999999999
2014-04-17,1016904.67
2014-04-21,1035553.5099999999
2014-04-22,1047474.9999999998
2014-04-23,1062306.46
2014-04-24,1022974.9299999999
2014-04-25,1127233.21
2014-04-28,1149918.46
2014-04-29,1138028.2599999998
2014-04-30,1126294.5099999998
2014-05-01,1114529.4699999997
2014-05-02,1114153.9899999998
2014-05-05,1107770.8299999996
2014-05-06,1147415.2599999998
2014-05-07,1162027.69
2014-05-08,1175763.9999999998
2014-05-09,1163498.3199999998
2014-05-12,1130268.3399999999
2014-05-13,1124698.7199999997
2014-05-14,1146664.2999999998
2014-05-15,1154267.7699999998
2014-05-16,1146413.98
2014-05-19,1149370.8849999998
2014-05-20,1135493.7699999998
2014-05-21,1123540.9899999998
2014-05-22,1123853.8899999997
2014-05-23,1100918.3199999998
2014-05-27,1081638.7799999996
2014-05-28,1079342.6399999997
2014-05-29,1091936.6199999994
2014-05-30,1087657.4499999995
2014-06-02,1074750.3599999994
2014-06-03,1069010.0099999995
2014-06-04,1067583.6199999994
2014-06-05,1125996.0299999996
2014-06-06,1147217.9299999997
2014-06-09,1139668.4999999995
2014-06-10,1156750.3899999997
2014-06-11,1166456.7999999996
2014-06-12,1134136.8899999997
2014-06-13,1135389.3299999994
2014-06-16,1140085.9799999995
2014-06-17,1133127.9799999995
2014-06-18,1163604.0199999996
2014-06-19,1137928.9999999995
2014-06-20,1128187.7999999996
2014-06-23,1138763.9599999995
2014-06-24,1128048.6399999997
2014-06-25,1139459.7599999995
2014-06-26,1133371.5099999995
2014-06-27,1129475.0299999996
2014-06-30,1130205.6199999994
2014-07-01,1156680.8099999996
2014-07-02,1158281.1499999997
2014-07-03,1174430.6679999996
2014-07-07,1160716.4499999995
2014-07-08,1126830.9899999995
2014-07-09,1148261.6299999997
