,value
2014-02-05,1000000.0
2014-02-06,1000000.0
2014-02-07,1012321.5
2014-02-10,1020427.75
2014-02-11,1033722.0
2014-02-12,1024967.25
2014-02-13,1027885.5
2014-02-14,1035667.5
2014-02-18,1033722.0
2014-02-19,1020752.0
2014-02-20,1023021.75
2014-02-21,1020103.5
2014-02-24,1037288.75
2014-02-25,1034046.25
2014-02-26,1037288.75
2014-02-27,1045070.7499999999
2014-02-28,1041179.75
2014-03-03,1036964.5
2014-03-04,1059986.25
2014-03-05,1061931.75
2014-03-06,1052528.5
2014-03-07,1051555.75
2014-03-10,1050258.75
2014-03-11,1051231.5
2014-03-12,1036964.5
2014-03-13,1009079.0
2014-03-14,1007457.75
2014-03-17,1001297.0
2014-03-18,984760.25
2014-03-19,991893.75
2014-03-20,985408.75
2014-03-21,976654.0
2014-03-24,999027.25
2014-03-25,988327.0
2014-03-26,976654.0
2014-03-27,979248.0
2014-03-28,986381.5
2014-03-31,978599.5000000001
2014-04-01,984111.75
2014-04-02,973087.25
2014-04-03,967651.8
2014-04-04,960484.2
2014-04-07,948538.2000000002
2014-04-08,958393.6500000001
2014-04-09,947642.2500000001
2014-04-10,966158.5500000002
2014-04-11,988557.3000000002
2014-04-14,988258.6500000001
2014-04-15,987661.3500000002
2014-04-16,981688.3500000002
2014-04-17,976909.9500000002
2014-04-21,958692.3000000002
2014-04-22,954511.2000000002
2014-04-23,956900.4000000001
2014-04-24,963172.0500000002
2014-04-25,961977.4500000002
2014-04-28,950236.5000000002
2014-04-29,941932.5400000003
2014-04-30,927697.1800000003
2014-05-01,923841.7700000001
2014-05-02,927993.7500000002
2014-05-05,951422.7800000003
2014-05-06,967140.9900000002
2014-05-07,979300.3600000002
2014-05-08,974851.8100000002
2014-05-09,979003.7900000002
2014-05-12,976038.0900000003
2014-05-13,973962.1000000002
2014-05-14,976927.8000000002
2014-05-15,978114.0800000003
2014-05-16,976334.6600000001
2014-05-19,971589.5400000002
2014-05-20,972479.2500000002
2014-05-21,962989.0100000002
2014-05-22,960319.8800000002
2014-05-23,965361.5700000003
2014-05-27,961802.7300000002
2014-05-28,961802.7300000002
2014-05-29,962099.3000000002
2014-05-30,961209.5900000003
2014-06-02,958837.0300000003
2014-06-03,962395.8700000002
2014-06-04,960913.0200000003
2014-06-05,957354.1800000002
2014-06-06,943365.9800000004
2014-06-09,941121.4300000004
2014-06-10,945931.1800000004
2014-06-11,943686.6300000004
2014-06-12,944327.9300000004
2014-06-13,946893.1300000005
2014-06-16,949458.3300000004
2014-06-17,945289.8800000005
2014-06-18,952664.8300000004
2014-06-19,948817.0300000004
2014-06-20,954909.3800000005
2014-06-23,944327.9300000004
2014-06-24,947855.0800000003
2014-06-25,931822.5800000003
2014-06-26,938556.2300000003
2014-06-27,935991.0300000003
2014-06-30,930596.8600000002
2014-07-01,943138.4600000002
2014-07-02,952231.1200000002
2014-07-03,957247.7600000002
2014-07-07,955993.6000000002
