,value
2014-02-05,1000000.0
2014-02-06,1000000.0
2014-02-07,1000000.0
2014-02-10,1000000.0
2014-02-11,991273.4799999999
2014-02-12,992860.1199999999
2014-02-13,990876.8199999998
2014-02-14,978977.0199999999
2014-02-18,982546.96
2014-02-19,992463.46
2014-02-20,1003569.9399999998
2014-02-21,1010709.8199999998
2014-02-24,996826.7199999999
2014-02-25,997620.0399999999
2014-02-26,996430.0599999998
2014-02-27,988496.8599999999
2014-02-28,989686.84
2014-03-03,1003569.9399999998
2014-03-04,982546.96
2014-03-05,971440.4799999999
2014-03-06,972216.5399999999
2014-03-07,968879.4299999999
2014-03-10,965542.3199999998
2014-03-11,960351.2599999999
2014-03-12,955160.2
2014-03-13,939587.0199999999
2014-03-14,931058.8499999999
2014-03-17,942924.1299999999
2014-03-18,951081.5099999999
2014-03-19,937362.2799999999
2014-03-20,936991.4899999999
2014-03-21,941811.7599999999
2014-03-24,942182.5499999999
2014-03-25,952935.4599999998
2014-03-26,963317.5800000001
2014-03-27,956272.5700000001
2014-03-28,953677.04
2014-03-31,953306.25
2014-04-01,954047.8300000001
2014-04-02,947744.4000000001
2014-04-03,940699.39
2014-04-04,948485.9800000001
2014-04-07,954789.41
2014-04-08,958497.31
2014-04-09,957740.2500000001
2014-04-10,944084.66
2014-04-11,944453.7300000002
2014-04-14,934119.7700000001
2014-04-15,930060.0000000002
2014-04-16,918987.9000000001
2014-04-17,909151.1500000003
2014-04-21,910178.0500000003
2014-04-22,909835.7500000002
2014-04-23,904358.9500000004
2014-04-24,905728.1500000004
2014-04-25,910520.3500000003
2014-04-28,916681.7500000003
2014-04-29,915997.1500000004
2014-04-30,920447.0500000004
2014-05-01,916339.4500000003
2014-05-02,913258.7500000003
2014-05-05,909835.7500000002
2014-05-06,918393.2500000003
2014-05-07,906755.0500000004
2014-05-08,907094.2700000005
2014-05-09,906408.1300000005
2014-05-12,921160.1400000005
2014-05-13,923561.6300000005
2014-05-14,918072.5100000005
2014-05-15,912583.3900000005
2014-05-16,914984.8800000005
2014-05-19,912926.4600000004
2014-05-20,902291.2900000004
2014-05-21,908809.6200000003
2014-05-22,909495.7600000005
2014-05-23,909495.7600000005
2014-05-27,910181.9000000004
2014-05-28,907094.2700000004
2014-05-29,904349.7100000004
2014-05-30,902634.3600000003
2014-06-02,901262.0800000004
2014-06-03,902634.3600000003
2014-06-04,910868.0400000004
2014-06-05,903320.5000000003
2014-06-06,915774.2400000003
2014-06-09,924534.1600000005
2014-06-10,923523.4000000004
2014-06-11,914763.4800000003
2014-06-12,908362.0000000005
2014-06-13,911057.3600000003
2014-06-16,903645.1200000005
2014-06-17,905329.7200000004
2014-06-18,905329.7200000003
2014-06-19,903982.0400000004
2014-06-20,902634.3600000003
2014-06-23,912405.0400000004
2014-06-24,915774.2400000003
2014-06-25,921164.9600000003
2014-06-26,925544.9200000004
2014-06-27,920828.0400000004
2014-06-30,925881.8400000003
2014-07-01,921838.8000000004
