,value
2014-02-05,1011359.2600000001
2014-02-06,984395.36
2014-02-07,984497.3300000003
2014-02-10,979437.7900000004
2014-02-11,994066.4600000003
2014-02-12,990326.8000000003
2014-02-13,992856.5700000004
2014-02-14,994946.3800000004
2014-02-18,996926.2000000003
2014-02-19,995276.3500000003
2014-02-20,1001325.8000000003
2014-02-21,990766.7600000002
2014-02-24,1019914.1100000003
2014-02-25,1018154.2700000004
2014-02-26,1015844.4800000002
2014-02-27,1018264.2600000002
2014-02-28,1022993.8300000003
2014-03-03,1003855.5700000004
2014-03-04,1017384.3400000002
2014-03-05,1012104.8200000004
2014-03-06,1020244.0800000003
2014-03-07,1022773.8500000003
2014-03-10,1021563.9600000003
2014-03-11,1011444.8800000004
2014-03-12,1002865.6600000004
2014-03-13,992966.5600000003
2014-03-14,1004625.5000000001
2014-03-17,997036.1900000002
2014-03-18,989116.9100000001
2014-03-19,990656.7700000001
2014-03-20,982407.5200000001
2014-03-21,965249.0800000001
2014-03-24,961860.7200000003
2014-03-25,985899.3300000003
2014-03-26,984558.1200000003
2014-03-27,995494.1400000002
2014-03-28,1006636.5000000002
2014-03-31,1005914.3100000003
2014-04-01,1010660.1300000002
2014-04-02,1007874.5400000003
2014-04-03,1011795.0000000002
2014-04-04,1011382.3200000003
2014-04-07,1006946.0100000002
2014-04-08,1015612.2900000003
2014-04-09,1021596.1500000003
2014-04-10,1004057.2500000002
2014-04-11,1001787.5100000002
2014-04-14,1016024.9700000003
2014-04-15,1032841.6800000003
2014-04-16,1041404.7900000003
2014-04-17,1030778.2800000003
2014-04-21,1050277.4100000001
2014-04-22,1052650.3200000003
2014-04-23,1054507.3800000001
2014-04-24,1050277.4100000001
2014-04-25,1049761.5600000003
2014-04-28,1045015.7400000003
2014-04-29,1046047.4400000003
2014-04-30,1047698.1600000003
2014-05-01,1039960.4100000003
2014-05-02,1042333.3200000003
2014-05-05,1043055.5100000002
2014-05-06,1042023.8100000003
2014-05-07,1051102.7700000003
2014-05-08,1034595.5700000003
2014-05-09,1033976.5500000003
2014-05-12,1034698.7400000003
2014-05-13,1034286.0600000003
2014-05-14,1039341.3900000002
2014-05-15,1026548.3100000003
2014-05-16,1019429.5800000003
2014-05-19,1012207.6800000003
2014-05-20,1011175.9800000003
2014-05-21,998898.7500000003
2014-05-22,998692.4100000004
2014-05-23,1000858.9800000003
2014-05-27,992914.8900000004
2014-05-28,995906.8200000003
2014-05-29,975375.9900000005
2014-05-30,973518.9300000002
2014-06-02,974860.1400000004
2014-06-03,975479.1600000004
2014-06-04,976820.3700000003
2014-06-05,974860.1400000004
2014-06-06,983381.1300000006
2014-06-09,990154.0700000006
2014-06-10,988391.2500000006
2014-06-11,988484.0300000007
2014-06-12,986535.6500000006
2014-06-13,1004349.4100000006
2014-06-16,993215.8100000006
2014-06-17,984401.7100000005
2014-06-18,993494.1500000006
2014-06-19,998318.7100000005
2014-06-20,1009730.6500000006
2014-06-23,1010380.1100000007
2014-06-24,992566.3500000007
2014-06-25,1056306.2100000007
2014-06-26,1077367.2700000007
2014-06-27,1092954.3100000005
2014-06-30,1094346.0100000007
2014-07-01,1093418.2100000007
2014-07-02,1092304.8500000006
2014-07-03,1090170.9100000006
2014-07-07,1089521.4500000007
2014-07-08,1083212.4100000006
2014-07-09,1085160.7900000005
2014-07-10,1070687.1100000006
2014-07-11,1064192.5100000007
2014-07-14,1075697.2300000007
2014-07-15,1061965.7900000005
2014-07-16,1075140.5500000005
2014-07-17,1063635.8300000005
2014-07-18,1042481.9900000006
2014-07-21,1048791.0300000007
2014-07-22,1052223.8900000006
2014-07-23,1067625.3700000006
2014-07-24,1058440.1500000006
2014-07-25,1070687.1100000008
2014-07-28,1069666.5300000007
2014-07-29,1076810.5900000008
2014-07-30,1084696.8900000006
2014-07-31,1102139.5300000007
2014-08-01,1106221.8500000006
2014-08-04,1090263.6900000006
2014-08-05,1114293.7100000007
2014-08-06,1109747.4900000007
2014-08-07,1114943.1700000006
2014-08-08,1102232.3100000005
2014-08-11,1094531.5700000008
2014-08-12,1106964.0900000008
2014-08-13,1109283.5900000008
2014-08-14,1125148.9700000007
2014-08-15,1119396.6100000008
2014-08-18,1104459.0300000007
2014-08-19,1092583.1900000006
2014-08-20,1088593.6500000008
2014-08-21,1092397.6300000008
2014-08-22,1096201.6100000008
2014-08-25,1085160.7900000005
2014-08-26,1077738.3900000006
2014-08-27,1077552.8300000005
2014-08-28,1085717.4700000007
2014-08-29,1090542.0300000007
2014-09-02,1105201.2700000005
2014-09-03,1104180.6900000006
2014-09-04,1127654.0300000007
2014-09-05,1117262.6700000006
2014-09-08,1138323.7300000007
2014-09-09,1143148.2900000005
2014-09-10,1140364.8900000006
2014-09-11,1138694.8500000006
2014-09-12,1159384.7900000005
2014-09-15,1151684.0500000007
2014-09-16,1133963.0700000008
2014-09-17,1149271.7700000005
2014-09-18,1138509.2900000005
2014-09-19,1150199.5700000008
2014-09-22,1164023.7900000005
2014-09-23,1160590.9300000006
2014-09-24,1160776.4900000007
2014-09-25,1170611.1700000006
2014-09-26,1191761.740000001
2014-09-29,1189688.320000001
2014-09-30,1216066.830000001
2014-10-01,1248780.790000001
2014-10-02,1261106.1200000008
2014-10-03,1259723.8400000008
2014-10-06,1252121.3000000007
2014-10-07,1255922.5700000008
2014-10-08,1253503.580000001
2014-10-09,1294050.460000001
2014-10-10,1315360.610000001
2014-10-13,1340011.270000001
2014-10-14,1362703.7000000011
2014-10-15,1359823.9500000011
2014-10-16,1343351.7800000007
2014-10-17,1304993.510000001
2014-10-20,1297736.540000001
2014-10-21,1261451.6900000009
2014-10-22,1281725.1300000008
2014-10-23,1255577.000000001
2014-10-24,1267326.3800000008
2014-10-27,1310177.060000001
2014-10-28,1275735.250000001
2014-10-29,1265368.1500000008
2014-10-30,1281184.9800000011
2014-10-31,1294833.9400000009
2014-11-03,1266748.580000001
2014-11-04,1235775.9400000009
2014-11-05,1268323.4600000011
2014-11-06,1272785.620000001
2014-11-07,1295752.620000001
2014-11-10,1289978.0600000012
2014-11-11,1290896.740000001
2014-11-12,1278691.420000001
2014-11-13,1244831.500000001
2014-11-14,1250999.780000001
2014-11-17,1255068.220000001
2014-11-18,1250474.820000001
2014-11-19,1246800.100000001
2014-11-20,1261761.4600000011
2014-11-21,1284465.9800000011
2014-11-24,1292077.900000001
2014-11-25,1249424.900000001
2014-11-26,1218058.540000001
2014-11-28,1137214.700000001
2014-12-01,1151782.3400000008
2014-12-02,1146795.220000001
2014-12-03,1126584.260000001
2014-12-04,1117791.1800000009
2014-12-05,1121334.660000001
2014-12-08,1160050.4600000011
2014-12-09,1143514.220000001
2014-12-10,1173699.4200000009
2014-12-11,1175799.260000001
2014-12-12,1215302.500000001
2014-12-15,1216614.9000000008
2014-12-16,1212808.9400000009
2014-12-17,1177505.380000001
2014-12-18,1159787.980000001
2014-12-19,1116610.020000001
2014-12-22,1126715.500000001
2014-12-23,1119234.820000001
2014-12-24,1122647.060000001
2014-12-26,1121728.380000001
2014-12-29,1118841.100000001
2014-12-30,1130783.9400000009
2014-12-31,1144301.660000001
2015-01-02,1140889.4200000009
2015-01-05,1171337.100000001
2015-01-06,1192729.220000001
2015-01-07,1192860.4600000011
2015-01-08,1179867.700000001
2015-01-09,1199291.220000001
2015-01-12,1240894.300000001
2015-01-13,1244437.780000001
2015-01-14,1236432.140000001
2015-01-15,1259530.3800000008
2015-01-16,1197847.580000001
2015-01-20,1209002.980000001
2015-01-21,1186298.4600000011
2015-01-22,1165368.3400000008
2015-01-23,1163382.1600000008
2015-01-26,1141250.4400000004
2015-01-27,1128907.7500000007
2015-01-28,1182818.3500000006
2015-01-29,1166503.3000000005
2015-01-30,1189607.9200000004
2015-02-02,1222093.4200000004
2015-02-03,1257322.1400000004
2015-02-04,1220794.0000000002
2015-02-05,1240574.0600000003
2015-02-06,1244039.1800000002
2015-02-09,1248948.0999999999
2015-02-10,1257610.9
2015-02-11,1264685.5199999998
2015-02-12,1246926.7799999998
2015-02-13,1211986.8199999998
2015-02-17,1204623.4399999997
2015-02-18,1221227.14
2015-02-19,1232200.0199999998
2015-02-20,1248081.8199999998
2015-02-23,1252990.7399999998
2015-02-24,1256311.4799999997
2015-02-25,1257755.2799999998
2015-02-26,1276813.4399999997
2015-02-27,1272915.18
2015-03-02,1266273.6999999997
2015-03-03,1262086.68
2015-03-04,1261105.9399999997
2015-03-05,1256366.0999999996
2015-03-06,1231037.5799999998
2015-03-09,1219928.5799999998
2015-03-10,1204672.2199999995
2015-03-11,1205264.6999999995
2015-03-12,1210152.6599999995
2015-03-13,1217854.8999999994
2015-03-16,1205412.8199999994
2015-03-17,1217114.2999999996
2015-03-18,1253590.4399999995
2015-03-19,1237701.3199999996
2015-03-20,1235256.8399999996
2015-03-23,1240909.6999999997
2015-03-24,1243201.4
2015-03-25,1221201.0799999996
2015-03-26,1223187.2199999997
2015-03-27,1220895.5199999998
2015-03-30,1203020.2599999995
2015-03-31,1218909.3799999997
2015-04-01,1206075.8599999996
2015-04-02,1204395.2799999998
2015-04-06,1181172.7199999997
2015-04-07,1175672.64
2015-04-08,1165288.8199999998
2015-04-09,1196813.7199999997
2015-04-10,1205743.5199999998
2015-04-13,1190995.8199999996
2015-04-14,1201549.2199999997
2015-04-15,1244845.2199999997
2015-04-16,1243356.9199999997
2015-04-17,1256481.0199999998
2015-04-20,1251204.3199999998
2015-04-21,1235238.92
2015-04-22,1247010.0199999998
2015-04-23,1259051.7199999997
2015-04-24,1239568.5199999998
2015-04-27,1249310.1199999996
2015-04-28,1253775.0199999998
2015-04-29,1275693.6199999996
2015-04-30,1280158.5199999998
2015-05-01,1258375.2199999997
2015-05-04,1258104.6199999999
2015-05-05,1245386.42
2015-05-06,1248498.3199999996
2015-05-07,1220897.1199999999
2015-05-08,1250663.1199999999
2015-05-11,1241733.3199999996
2015-05-12,1251204.3199999998
2015-05-13,1251745.5199999998
2015-05-14,1247145.3199999998
2015-05-15,1246739.4199999997
2015-05-18,1254992.7199999997
2015-05-19,1225362.0199999998
2015-05-20,1226579.7199999997
2015-05-21,1209261.3199999998
2015-05-22,1209396.6199999999
2015-05-26,1226715.0199999998
2015-05-27,1223197.2199999997
2015-05-28,1227932.7199999997
2015-05-29,1226309.1199999999
2015-06-01,1227932.7199999997
2015-06-02,1216432.2199999997
2015-06-03,1218326.4199999997
2015-06-04,1235780.1199999999
2015-06-05,1234427.1199999996
2015-06-08,1245251.1199999996
2015-06-09,1238621.4199999997
2015-06-10,1214673.3199999998
2015-06-11,1227662.1199999996
2015-06-12,1234697.7199999997
2015-06-15,1244439.3199999996
2015-06-16,1240921.5199999998
2015-06-17,1241192.1199999996
2015-06-18,1255263.3199999998
2015-06-19,1282458.6199999996
2015-06-22,1277723.1199999996
2015-06-23,1263787.2199999997
2015-06-24,1270416.9199999997
2015-06-25,1281782.1199999996
2015-06-26,1281782.1199999996
2015-06-29,1295447.4199999997
2015-06-30,1288276.5199999998
2015-07-01,1313848.2199999997
2015-07-02,1317771.9199999997
2015-07-06,1324807.5199999998
2015-07-07,1315201.2199999997
2015-07-08,1332519.6199999996
2015-07-09,1323995.7199999997
2015-07-10,1318448.42
2015-07-13,1313983.5199999996
2015-07-14,1300453.5199999996
2015-07-15,1322913.3199999998
2015-07-16,1319395.5199999998
2015-07-17,1321830.92
2015-07-20,1324401.6199999999
2015-07-21,1340929.3399999999
2015-07-22,1356199.0999999999
2015-07-23,1368287.6599999997
2015-07-24,1318660.94
2015-07-27,1300528.0999999999
2015-07-28,1312298.5399999998
2015-07-29,1334407.88
2015-07-30,1328522.6599999997
2015-07-31,1326295.8199999994
2015-08-03,1338066.2599999993
2015-08-04,1332796.6999999993
2015-08-05,1336522.6999999993
2015-08-06,1354180.6999999993
2015-08-07,1332472.6999999993
