,value
2014-02-05,1046718.34
2014-02-06,1066845.04
2014-02-07,1039399.54
2014-02-10,1012198.0
2014-02-11,1002195.64
2014-02-12,999756.04
2014-02-13,1028804.1400000001
2014-02-14,1012105.06
2014-02-18,1044506.2600000001
2014-02-19,1030673.4400000002
2014-02-20,1032044.2600000001
2014-02-21,1029302.6200000002
2014-02-24,1041515.3800000001
2014-02-25,1046250.9400000002
2014-02-26,1044506.2600000001
2014-02-27,1042512.3400000002
2014-02-28,1056719.0200000005
2014-03-03,1073418.1000000006
2014-03-04,1054848.4738000005
2014-03-05,1055722.0600000005
2014-03-06,1092484.9600000004
2014-03-07,1096722.0400000005
2014-03-10,1088621.7400000005
2014-03-11,1093481.9200000004
2014-03-12,1094977.3600000003
2014-03-13,1116287.3800000004
2014-03-14,1153174.9000000004
2014-03-17,1148190.1000000006
2014-03-18,1119278.2600000005
2014-03-19,1134606.5200000005
2014-03-20,1147255.4500000004
2014-03-21,1190311.6600000006
2014-03-24,1189563.9400000004
2014-03-25,1178348.1400000006
2014-03-26,1181463.6400000006
2014-03-27,1198536.5800000005
2014-03-28,1234177.9000000004
2014-03-31,1205390.6800000006
2014-04-01,1170746.3200000003
2014-04-02,1166758.4800000004
2014-04-03,1166260.0000000005
2014-04-04,1188691.6000000006
2014-04-07,1188317.7400000005
2014-04-08,1215983.3800000004
2014-04-09,1208007.7000000004
2014-04-10,1272436.2400000005
2014-04-11,1265582.1400000006
2014-04-14,1256111.0200000005
2014-04-15,1238913.4600000004
2014-04-16,1225080.6400000006
2014-04-17,1216108.0000000005
2014-04-21,1196168.8000000005
2014-04-22,1180466.6800000006
2014-04-23,1168004.6800000006
2014-04-24,1141572.6900000002
2014-04-25,1138799.0700000003
2014-04-28,1141572.6900000002
2014-04-29,1174856.1300000001
2014-04-30,1209526.3800000001
2014-05-01,1217693.1500000001
2014-05-02,1197507.36
2014-05-05,1230174.4400000002
2014-05-06,1206906.85
2014-05-07,1213840.9000000001
2014-05-08,1213224.5400000003
2014-05-09,1229095.8100000003
2014-05-12,1238187.12
2014-05-13,1237416.6700000002
2014-05-14,1247740.7000000002
2014-05-15,1234334.87
2014-05-16,1245121.1700000002
2014-05-19,1264382.4200000002
2014-05-20,1250360.2300000002
2014-05-21,1260684.2600000002
2014-05-22,1277480.0700000003
2014-05-23,1247278.4300000002
2014-05-27,1266077.4100000001
2014-05-28,1261454.7100000002
2014-05-29,1264844.6900000002
2014-05-30,1251438.86
2014-06-02,1256677.9200000002
2014-06-03,1272086.9200000002
2014-06-04,1279329.1500000001
2014-06-05,1275939.1700000002
2014-06-06,1269621.4800000002
2014-06-09,1217462.0150000001
2014-06-10,1217693.1500000001
2014-06-11,1197969.6300000004
2014-06-12,1201667.7900000003
2014-06-13,1199510.5300000003
2014-06-16,1198740.0800000003
2014-06-17,1213840.9000000001
2014-06-18,1218771.7800000003
2014-06-19,1213994.9900000002
2014-06-20,1192114.2100000002
2014-06-23,1198277.8100000003
2014-06-24,1193898.1
2014-06-25,1208524.36
2014-06-26,1214138.4800000002
2014-06-27,1225366.7200000002
2014-06-30,1223150.62
2014-07-01,1187988.4999999998
2014-07-02,1205600.8099999998
2014-07-03,1216673.61
2014-07-07,1207123.3199999998
2014-07-08,1205739.22
2014-07-09,1227469.59
2014-07-10,1231068.25
2014-07-11,1228161.6400000001
