,value
2014-02-05,1000000.0
2014-02-06,1000000.0
2014-02-07,990336.71
2014-02-10,986430.9900000001
2014-02-11,1000131.5499999999
2014-02-12,994757.27
2014-02-13,961757.8799999999
2014-02-14,966706.15
2014-02-18,957104.54
2014-02-19,975029.73
2014-02-20,974931.42
2014-02-21,979912.46
2014-02-24,968148.03
2014-02-25,975980.06
2014-02-26,984401.95
2014-02-27,957596.09
2014-02-28,960774.78
2014-03-03,975488.5099999999
2014-03-04,952975.5199999999
2014-03-05,953434.3
2014-03-06,954887.2499999999
2014-03-07,953905.1699999998
2014-03-10,946785.0899999999
2014-03-11,947767.1699999998
2014-03-12,948043.3799999998
2014-03-13,918488.9099999998
2014-03-14,907624.6499999998
2014-03-17,916831.6499999998
2014-03-18,924105.1799999997
2014-03-19,915880.2599999998
2014-03-20,923828.9699999999
2014-03-21,926498.9999999999
2014-03-24,923982.42
2014-03-25,908576.0399999999
2014-03-26,903512.19
2014-03-27,911951.94
2014-03-28,907399.6599999999
2014-03-31,917875.28
2014-04-01,924907.6599999999
2014-04-02,929751.54
2014-04-03,918342.1599999999
2014-04-04,901651.2000000001
2014-04-07,920997.5400000002
2014-04-08,925345.3600000001
2014-04-09,908070.8
2014-04-10,944166.4600000001
2014-04-11,950702.7800000001
2014-04-14,936813.1
2014-04-15,930276.7800000001
2014-04-16,902730.8600000001
2014-04-17,907895.7200000001
2014-04-21,915190.7200000001
2014-04-22,908216.7000000001
2014-04-23,910171.76
2014-04-24,921785.4
2014-04-25,931035.4600000001
2014-04-28,936725.56
2014-04-29,930889.56
2014-04-30,929430.56
2014-05-01,929284.66
2014-05-02,935266.56
2014-05-05,936725.56
2014-05-06,943115.9800000001
2014-05-07,935266.56
2014-05-08,931239.7200000001
2014-05-09,925520.4400000002
2014-05-12,918984.1200000001
2014-05-13,923711.2800000001
2014-05-14,927096.16
2014-05-15,941044.2000000001
2014-05-16,939556.0200000001
2014-05-19,935266.56
2014-05-20,942765.8200000001
2014-05-21,932640.3600000001
2014-05-22,939387.2200000001
2014-05-23,939762.2200000001
2014-05-27,942949.7200000002
2014-05-28,952824.7200000001
2014-05-29,942355.9700000002
2014-05-30,942105.9700000003
2014-06-02,938574.7200000003
2014-06-03,930512.2200000002
2014-06-04,944412.48
2014-06-05,941920.5
2014-06-06,954167.6699999999
2014-06-09,956021.46
2014-06-10,956416.5299999999
2014-06-11,946357.44
2014-06-12,938547.21
2014-06-13,940461.7799999999
2014-06-16,940249.0499999999
2014-06-17,948363.18
2014-06-18,972067.38
2014-06-19,968876.43
2014-06-20,966597.18
2014-06-23,966202.11
2014-06-24,961157.37
2014-06-25,963406.23
2014-06-26,957996.81
2014-06-27,963679.7399999999
2014-06-30,971307.63
2014-07-01,979756.0499999999
2014-07-02,978206.16
2014-07-03,983463.63
2014-07-07,976109.25
2014-07-08,967387.32
2014-07-09,975440.6699999999
2014-07-10,960063.33
2014-07-11,965867.82
2014-07-14,982430.37
