,value
2014-02-05,984314.08
2014-02-06,949456.48
2014-02-07,943517.0599999998
2014-02-10,957375.2599999998
2014-02-11,951216.0599999998
2014-02-12,958145.1599999998
2014-02-13,958915.0599999997
2014-02-14,965459.2099999997
2014-02-18,978547.5099999998
2014-02-19,978547.5099999998
2014-02-20,981242.1599999997
2014-02-21,965459.2099999997
2014-02-24,952755.8599999998
2014-02-25,933700.8349999997
2014-02-26,932353.5099999997
2014-02-27,931198.6599999998
2014-02-28,931198.6599999998
2014-03-03,942362.2099999997
2014-03-04,966614.0599999997
2014-03-05,955835.4599999997
2014-03-06,953525.7599999998
2014-03-07,940052.5099999998
2014-03-10,956605.3599999998
2014-03-11,949676.2599999998
2014-03-12,937742.8099999998
2014-03-13,965844.1599999999
2014-03-14,971618.4099999998
2014-03-17,972773.2599999999
2014-03-18,951216.0599999999
2014-03-19,970848.5099999999
2014-03-20,969693.6599999998
2014-03-21,983166.9099999999
2014-03-24,963846.49
2014-03-25,965898.9400000001
2014-03-26,937164.6399999999
2014-03-27,912945.7299999999
2014-03-28,905967.3999999998
2014-03-31,834131.6499999998
2014-04-01,802113.4299999997
2014-04-02,805807.8399999997
2014-04-03,820174.9899999998
2014-04-04,878464.5699999998
2014-04-07,849242.7399999999
2014-04-08,868801.2399999999
2014-04-09,882492.1899999996
2014-04-10,918479.8299999997
2014-04-11,939994.1799999997
2014-04-14,909874.0899999997
2014-04-15,899312.4999999997
2014-04-16,887186.2299999996
2014-04-17,831248.9199999997
2014-04-21,776093.9499999996
2014-04-22,788849.4899999995
2014-04-23,790958.6599999996
2014-04-24,788246.8699999995
2014-04-25,761128.9699999996
2014-04-28,740639.8899999995
2014-04-29,756308.0099999997
2014-04-30,787041.6299999995
2014-05-01,790958.6599999996
2014-05-02,792766.5199999996
2014-05-05,805722.8499999995
2014-05-06,803914.9899999995
2014-05-07,795930.2749999996
2014-05-08,811447.7399999995
2014-05-09,808735.9499999996
2014-05-12,828923.7199999996
2014-05-13,832539.4399999996
2014-05-14,809338.5699999996
2014-05-15,779207.5699999996
2014-05-16,784329.8399999996
2014-05-19,811749.0499999996
2014-05-20,799997.9599999996
2014-05-21,813255.5999999995
2014-05-22,818679.1799999996
2014-05-23,823500.1399999995
2014-05-27,845495.7699999996
2014-05-28,862067.8199999996
2014-05-29,861133.7589999996
2014-05-30,861465.1999999996
2014-06-02,863574.3699999995
2014-06-03,863875.6799999996
2014-06-04,872914.9799999995
2014-06-05,875024.1499999996
2014-06-06,890089.6499999996
2014-06-09,873818.9099999996
2014-06-10,889185.7199999996
2014-06-11,933779.5999999995
2014-06-12,929711.9149999996
2014-06-13,939203.1799999996
2014-06-16,961500.1199999995
2014-06-17,971744.6599999996
2014-06-18,966019.7699999997
2014-06-19,958487.0199999996
2014-06-20,959692.2599999997
2014-06-23,941914.9699999996
2014-06-24,979277.4099999996
2014-06-25,974456.4499999997
2014-06-26,964211.9099999996
2014-06-27,949447.7199999996
2014-06-30,992836.3599999996
2014-07-01,1023871.2899999995
2014-07-02,1017242.4699999995
2014-07-03,1016338.5399999995
2014-07-07,990124.5699999996
2014-07-08,998259.9399999996
2014-07-09,991028.4999999995
2014-07-10,987412.7799999997
2014-07-11,988316.7099999995
2014-07-14,1012120.1999999997
2014-07-15,1025076.5299999997
2014-07-16,1043757.7499999995
2014-07-17,995852.4730999996
2014-07-18,998862.5599999995
2014-07-21,996452.0799999996
2014-07-22,1013325.4399999996
2014-07-23,1014831.9899999995
2014-07-24,1020858.1899999996
2014-07-25,1006997.9299999996
2014-07-28,963609.2899999996
2014-07-29,968731.5599999994
2014-07-30,956679.1599999993
2014-07-31,1016338.5399999993
2014-08-01,1000067.7999999993
2014-08-04,981989.1999999994
2014-08-05,1000067.7999999993
2014-08-06,988725.4699999994
2014-08-07,956498.4699999994
2014-08-08,955853.9299999996
2014-08-11,933295.0299999996
2014-08-12,934584.1099999995
2014-08-13,912669.7499999995
2014-08-14,923626.9299999996
2014-08-15,909124.7799999996
2014-08-18,891399.9299999996
2014-08-19,879798.2099999996
2014-08-20,850793.9099999997
2014-08-21,854338.8799999997
2014-08-22,851116.1799999995
2014-08-25,853694.3399999996
2014-08-26,841776.3299999995
2014-08-27,844720.4449999993
2014-08-28,839984.2599999994
2014-08-29,834608.0499999995
2014-09-02,853808.7999999991
2014-09-03,849456.6299999992
2014-09-04,838192.1899999992
2014-09-05,817199.3699999992
2014-09-08,819505.4599999989
2014-09-09,790939.999999999
2014-09-10,793660.5199999991
2014-09-11,792423.919999999
2014-09-12,779686.9399999989
2014-09-15,742465.279999999
2014-09-16,710560.999999999
2014-09-17,697453.039999999
2014-09-18,696166.6399999988
2014-09-19,677948.5899999988
2014-09-22,655872.5999999989
2014-09-23,668732.3999999989
2014-09-24,690594.0599999989
2014-09-25,679448.8999999989
2014-09-26,725101.1899999989
