日期,买卖信号,portfolio_value,Q25预测,Q75预测,Q25真实,Q75真实
2016-08-09,0,1000000.0,79.55640000000001,82.8036,79.55640000000001,82.8036
2016-08-10,0,1000000.0,78.6352,81.84479999999999,78.6352,81.84479999999999
2016-08-11,1,1000000.0,79.85040000000001,83.1096,79.85040000000001,83.1096
2016-08-12,1,1001840.942562592,79.9974,83.26259999999999,79.9974,83.26259999999999
2016-08-15,0,968581.2469317624,77.3416,80.4984,77.3416,80.4984
2016-08-16,0,968581.2469317624,76.40079999999999,79.5192,76.40079999999999,79.5192
2016-08-17,0,968581.2469317624,74.7936,77.84639999999999,74.7936,77.84639999999999
2016-08-18,0,968581.2469317624,75.3718,78.4482,75.3718,78.4482
2016-08-19,0,968581.2469317624,75.9304,79.0296,75.9304,79.0296
2016-08-22,0,968581.2469317624,75.705,78.795,75.705,78.795
2016-08-23,0,968581.2469317624,76.4596,79.5804,76.4596,79.5804
2016-08-24,0,968581.2469317624,76.2636,79.37639999999999,76.2636,79.37639999999999
2016-08-25,1,968581.2469317624,78.5568,81.7632,78.5568,81.7632
2016-08-26,1,967010.4440113392,78.4294,81.6306,78.4294,81.6306
2016-08-29,1,965681.3030786733,78.3216,81.5184,78.3216,81.5184
2016-08-30,1,964593.8241337648,78.2334,81.4266,78.2334,81.4266
2016-08-31,1,959639.7533847378,77.8316,81.00840000000001,77.8316,81.00840000000001
2016-09-01,0,917228.0745333094,74.39179999999999,77.4282,74.39179999999999,77.4282
2016-09-02,0,917228.0745333094,73.598,76.60199999999999,73.598,76.60199999999999
2016-09-06,0,917228.0745333094,73.9116,76.9284,73.9116,76.9284
2016-09-07,0,917228.0745333094,73.5098,76.51020000000001,73.5098,76.51020000000001
2016-09-08,0,917228.0745333094,73.38239999999999,76.3776,73.38239999999999,76.3776
2016-09-09,0,917228.0745333094,72.71600000000001,75.684,72.71600000000001,75.684
2016-09-12,0,917228.0745333094,72.8728,75.8472,72.8728,75.8472
2016-09-13,0,917228.0745333094,71.5988,74.52120000000001,71.5988,74.52120000000001
2016-09-14,0,917228.0745333094,72.3436,75.29639999999999,72.3436,75.29639999999999
2016-09-15,0,917228.0745333094,72.5102,75.46979999999999,72.5102,75.46979999999999
2016-09-16,0,917228.0745333094,71.8242,74.75580000000001,71.8242,74.75580000000001
2016-09-19,0,917228.0745333094,71.53999999999999,74.46000000000001,71.53999999999999,74.46000000000001
2016-09-20,0,917228.0745333094,71.45179999999999,74.3682,71.45179999999999,74.3682
2016-09-21,0,917228.0745333094,72.69640000000001,75.6636,72.69640000000001,75.6636
2016-09-22,1,917228.0745333094,73.0982,76.0818,73.0982,76.0818
2016-09-23,0,865580.9648263796,68.9822,71.7978,68.9822,71.7978
2016-09-26,0,865580.9648263796,68.7862,71.5938,68.7862,71.5938
2016-09-27,0,865580.9648263796,68.649,71.451,68.649,71.451
2016-09-28,0,865580.9648263796,70.1876,73.0524,70.1876,73.0524
2016-09-29,0,865580.9648263796,69.776,72.62400000000001,69.776,72.62400000000001
2016-09-30,0,865580.9648263796,69.90339999999999,72.7566,69.90339999999999,72.7566
2016-10-03,0,865580.9648263796,69.1096,71.93039999999999,69.1096,71.93039999999999
