timestamp,ticker,strategy,run_id,success,description,lookback,lookahead,stride,depth,total_return,annualized_return,sharpe_ratio,max_drawdown,volatility,num_trades,gp_expression
20260527_215327,SBUX,buy_and_hold,1,True,买入持有策略,30,10,1,200,-0.013405797101450956,-0.008980938727047083,0.032272384600446034,0.18383150069691903,0.16892187309652404,0.0,
20260527_215327,SBUX,macd,1,True,MACD交叉策略,30,10,1,200,-0.05347223815339486,-0.036067330040208345,-0.2118951317088353,0.13732014209766127,0.13151106464844614,36.0,
20260527_215327,SBUX,arima,1,True,ARIMA时间序列预测,30,10,1,200,0.27685021322287673,0.17746406321385888,1.0527002179897553,0.13802293220845677,0.16855202236428665,48.0,
20260527_215327,SBUX,gp,1,True,遗传编程策略,30,10,1,200,0.27477456895118646,0.17618427845797813,1.0482808884556218,0.2183669908194308,0.16855511399972853,346.0,X12
20260527_215327,SBUX,gbdt,1,True,GBDT梯度提升决策树策略,30,10,1,200,0.12121733343278618,0.08058972677513099,0.6133558446125214,0.10611842949988277,0.14275341427930832,148.0,
20260527_215327,SBUX,lstm,1,True,LSTM神经网络策略,30,10,1,200,-0.008124807599527939,-0.005438247544719443,0.04974828594442361,0.20927252105762628,0.1669482314688039,1.0,
20260527_215327,SBUX,transformer,1,True,Transformer模型策略,30,10,1,200,0.0,0.0,0.0,0.0,0.0,0.0,
