timestamp,ticker,strategy,run_id,success,description,lookback,lookahead,stride,depth,total_return,annualized_return,sharpe_ratio,max_drawdown,volatility,num_trades,gp_expression
20260527_214737,MDT,buy_and_hold,1,True,买入持有策略,30,10,1,200,-0.07282881240027572,-0.04928894165235964,-0.2064167511649738,0.19679217381412958,0.17222493178079962,0.0,
20260527_214737,MDT,macd,1,True,MACD交叉策略,30,10,1,200,-0.017314922902569974,-0.011607381666781214,-0.04366098170193502,0.13054473167183475,0.11526119779521173,34.0,
20260527_214737,MDT,arima,1,True,ARIMA时间序列预测,30,10,1,200,0.06171343232702786,0.04084053646595298,0.3194373711970389,0.18595803550841666,0.1722046298084518,26.0,
20260527_214737,MDT,gp,1,True,遗传编程策略,30,10,1,200,-0.14869051558527258,-0.10201719981861257,-0.5394556467318479,0.2836749563164067,0.1721401249800513,400.0,X12
20260527_214737,MDT,gbdt,1,True,GBDT梯度提升决策树策略,30,10,1,200,-0.06657458930877014,-0.045597968317553916,-0.19720885669390356,0.2449444388681981,0.16597256409581118,89.0,
20260527_214737,MDT,lstm,1,True,LSTM神经网络策略,30,10,1,200,0.014080424151076798,0.009390014729310447,0.13921869849839139,0.21508178386039908,0.1701349681808648,1.0,
20260527_214737,MDT,transformer,1,True,Transformer模型策略,30,10,1,200,0.0,0.0,0.0,0.0,0.0,0.0,
