timestamp,ticker,strategy,run_id,success,description,lookback,lookahead,stride,depth,total_return,annualized_return,sharpe_ratio,max_drawdown,volatility,num_trades,gp_expression
20260527_214804,MMM,buy_and_hold,1,True,买入持有策略,30,10,1,200,0.3071921071808976,0.19609407676703228,1.3402626501757102,0.10513088195491642,0.14109090586095016,0.0,
20260527_214804,MMM,macd,1,True,MACD交叉策略,30,10,1,200,0.20216915182508455,0.13097184434421716,1.260234752177404,0.09325305057927609,0.10176012248394892,30.0,
20260527_214804,MMM,arima,1,True,ARIMA时间序列预测,30,10,1,200,-0.15898827211107192,-0.10929260364016358,-0.7474572552589495,0.32064086316487544,0.14143617679345832,26.0,
20260527_214804,MMM,gp,1,True,遗传编程策略,30,10,1,200,0.14101294483459603,0.09218202311524704,0.6934929925571331,0.12019478115935413,0.14145795508091685,114.0,X14
20260527_214804,MMM,gbdt,1,True,GBDT梯度提升决策树策略,30,10,1,200,-0.15015218598417235,-0.10435823873303851,-0.7406028759355049,0.3128868488332739,0.1362592683597661,28.0,
20260527_214804,MMM,lstm,1,True,LSTM神经网络策略,30,10,1,200,-0.2516507586359724,-0.17615232331737452,-1.3121372316224384,0.37894931470995785,0.1401414648994535,1.0,
20260527_214804,MMM,transformer,1,True,Transformer模型策略,30,10,1,200,-0.08114206919057743,-0.05499540011766979,-0.925161950802185,0.11971527238681128,0.05922599190854255,64.0,
