ticker,strategy,total_return,annualized_return,sharpe_ratio,max_drawdown
BAC,arima,-0.0441258638753409,-0.01606964818204193,0.17293958884519084,0.45166770461215333
BAC,gp,1.2817093835868962,0.3446407596768757,0.909316370594676,0.40664583342943933
BAC,lightgbm,1.0602450052262746,0.2986652202653062,0.8392511734814665,0.3422133276564564
BAC,lstm,0.06294226666730007,0.022153909776829073,0.20992287634959106,0.25632344981023164
BAC,transformer,0.0,0.0,0.0,0.0
BAC,eata,0.953405400278091,0.1824159753675667,0.6008257904249036,0.46108027776890376
BAC,finrl_ppo,0.0,0.0,0.0,0.0
BAC,finrl_a2c,0.09729921840339673,0.03384415044253486,0.2579016650365207,0.3971242553908282
BAC,finrl_sac,0.0,0.0,0.0,0.0
BAC,finrl_td3,0.0,0.0,0.0,0.0
BAC,finrl_ddpg,0.0,0.0,0.0,0.0
BA,buy_and_hold,3.119558091980342,0.10698853324622437,0.4606087600747378,0.7843720140050349
BA,macd,3.646353642255603,0.11659387003756083,0.5690731116200161,0.4355620062584915
BA,arima,-0.21049575456224523,-0.08134406202082822,0.17640345236896884,0.6378225631858616
BA,gp,-0.35558471067906383,-0.1459261432954715,0.059803928923461085,0.6644179013322444
BA,lightgbm,-0.26586686700920625,-0.10572527700143197,0.12870336296280907,0.652858891485807
BA,lstm,-0.38810567579924915,-0.16165591142625124,-0.5186123500016074,0.5716939660165177
BA,transformer,-0.17572236279241638,-0.06701954727564452,0.0400078325462404,0.6644179220977714
BA,eata,2.0705916720428448,0.3241173486018871,0.8338743830480997,0.4416171606546471
BA,finrl_ppo,0.05647135363796996,0.01988717178677879,0.24151255514834336,0.5695656255204335
BA,finrl_a2c,0.207726699435822,0.06999757647274385,0.3784159681066497,0.5703267092338433
BA,finrl_sac,0.0,0.0,0.0,0.0
BA,finrl_td3,0.0,0.0,0.0,0.0
BA,finrl_ddpg,0.23132366148338313,0.07744513522807339,0.39401674382532603,0.5695702662595857
BHP,buy_and_hold,0.5358020408481707,0.03128313282138917,0.2648146368319857,0.8112582745602235
BHP,macd,1.9928871363925,0.08188436580822245,0.4520598773921245,0.390912377420999
BHP,arima,-0.5071113260189948,-0.22428049559743402,-0.3940223714788816,0.5471465542604248
BHP,gp,0.57953336698304,0.178329499477474,0.6025255360084371,0.35432096014954384
BHP,lightgbm,0.6085379377124489,0.18750414948648442,0.6252266218273425,0.43771506458887055
BHP,lstm,-0.23950781200619242,-0.09360799376193862,-0.7611315201593023,0.2544333156203128
BHP,transformer,0.0,0.0,0.0,0.0
BHP,eata,0.031203118659972606,0.007718815025942627,0.13945494186298607,0.5813395472519127
BHP,finrl_ppo,0.13572093198580504,0.04667746654664717,0.3079970883002423,0.3111350838055185
BHP,finrl_a2c,0.378148704453132,0.12184431737712131,0.5207798788953699,0.35185025527716995
BHP,finrl_sac,0.0,0.0,0.0,0.0
BHP,finrl_td3,0.37887134165130165,0.1220551457265111,0.5196486172302107,0.3543115534538288
BHP,finrl_ddpg,0.0,0.0,0.0,0.0
CAT,buy_and_hold,3.881428132884209,0.1205574733599537,0.5188679499212092,0.518880225795631
CAT,macd,5.460935435842566,0.14333909647079746,0.736247241246743,0.39007921495149056
CAT,arima,-0.26174994365261983,-0.10321480091137492,-0.12059759419466641,0.5768938221845068
CAT,gp,0.44483414458027837,0.14122312363902156,0.5461329796072881,0.3362690135130529
CAT,lightgbm,-0.016632879526634392,-0.006045832587218802,0.15777410134390843,0.4333013539200166
CAT,lstm,0.4839948621208412,0.15223174152232,0.7967661905228838,0.2562170514234645
CAT,transformer,-0.005110694397457705,-0.0018376218422557766,0.10882762683165911,0.27904233641457754
CAT,eata,5.163410485092159,0.5763452988902182,1.5835007855591372,0.1378706179921329
CAT,finrl_ppo,0.0881779045041271,0.030755317918655045,0.44166538122624766,0.11836314499668825
CAT,finrl_a2c,0.0,0.0,0.0,0.0
CAT,finrl_sac,0.0,0.0,0.0,0.0
CAT,finrl_td3,0.0,0.0,0.0,0.0
CAT,finrl_ddpg,0.0,0.0,0.0,0.0
COST,buy_and_hold,8.05106660654673,0.17134852950531898,0.852079248049447,0.3151385559807475
COST,macd,3.721645927216662,0.11788325397485333,0.8780674114615152,0.1990296824988141
COST,arima,-0.3319205068517582,-0.13479744299895713,-0.40855293886708177,0.5707913243730518
COST,gp,0.5619925172015532,0.17361533773808868,0.7336675801661177,0.3151385559807473
COST,lightgbm,-0.01520534726274858,-0.005524393928009519,0.11001040872506557,0.5221639199950103
COST,lstm,-0.04364077036495928,-0.01589043006358304,-0.7970566001006101,0.04364077036495928
COST,transformer,0.11769842480863546,0.04075212491167224,0.3531974633747394,0.17027037560671016
COST,eata,3.9397513431701645,0.4914149519363844,1.753569214691276,0.12912064040534826
COST,finrl_ppo,0.5719603336388555,0.17602670018360955,0.8201945376287014,0.3116988606233523
COST,finrl_a2c,0.6115579859026794,0.1865612213333976,0.8263431878847636,0.315106541953623
COST,finrl_sac,0.0,0.0,0.0,0.0
COST,finrl_td3,0.0,0.0,0.0,0.0
COST,finrl_ddpg,0.6108858608518066,0.18638380335669602,0.8255103826319952,0.3151359309052053
DE,buy_and_hold,9.466876139596009,0.18363455884638547,0.7019750423534047,0.46010004310715585
DE,macd,1.0746821442363768,0.053793455941947954,0.35778247908608696,0.3344696030268923
DE,arima,-0.6381374411720837,-0.3057298556867376,-0.7739326710264113,0.7245399808081305
DE,gp,1.6505613460203157,0.41895112606448404,1.1163638083538197,0.34054052549117364
DE,lightgbm,-0.6272134454608561,-0.3000586271580443,-0.7641892397127897,0.6937037716970713
DE,lstm,0.03967547115585135,0.014065193020990296,0.46404466057058,0.024529337882995605
DE,transformer,0.0,0.0,0.0,0.0
DE,eata,2.1468570575103776,0.3322718695940874,0.9808295481983936,0.3161938062128825
DE,finrl_ppo,1.6412926519086,0.41646524500316073,1.3284401532440435,0.3405291974467245
DE,finrl_a2c,2.0793065266019286,0.49655490607439234,1.443404330012057,0.3405244500624364
DE,finrl_sac,0.0,0.0,0.0,0.0
DE,finrl_td3,0.0,0.0,0.0,0.0
DE,finrl_ddpg,2.0792719420173342,0.4965488809075629,1.4433815582033669,0.34052824000542065
EQIX,buy_and_hold,10.743572026499567,0.19345533263039383,0.7237473207265546,0.4275341743426418
EQIX,macd,1.2934073331576816,0.06140395438333224,0.3897570260071938,0.36183536511259046
EQIX,arima,0.18799869125795343,0.06379271546499332,0.35070441341455477,0.4112755217447644
EQIX,gp,-0.2730436239055404,-0.1081638981976496,-0.1558199420482674,0.5531080689080482
EQIX,lightgbm,0.9974071549803698,0.28420261166465455,0.8993086800374589,0.3138704467427519
EQIX,lstm,-0.0868504660585997,-0.03208871253158585,-0.4020507753428971,0.12449456828250464
EQIX,transformer,0.0024401732624554917,0.0008752754516678785,0.10032911377079447,0.2422190597448769
EQIX,eata,0.40021005136108445,0.0878890162253434,0.3626826963936371,0.39347344476287655
EQIX,finrl_ppo,0.10001088354507526,0.034759247897865775,0.26383299256322007,0.4271673252045642
EQIX,finrl_a2c,0.16550915133361843,0.05643665482839766,0.33078033243602256,0.42749089901787324
EQIX,finrl_sac,0.0,0.0,0.0,0.0
EQIX,finrl_td3,0.1683205411861579,0.05734941849254671,0.33344725931114994,0.42697023908494985
EQIX,finrl_ddpg,0.0,0.0,0.0,0.0
GE,buy_and_hold,-0.3770357175353384,-0.03340730643042289,0.07200988491283807,0.8266140377920951
GE,macd,1.440446389039141,0.06614998879464973,0.3924669594919306,0.5403693905772323
GE,arima,0.7349671202180288,0.21870732833582052,0.6609818952003972,0.4553571614413575
GE,gp,0.5349395025093839,0.1662777541207583,0.5660913234448534,0.477512062886305
GE,lightgbm,-0.04796709087140061,-0.017615215805003248,0.18551534475896292,0.615909727416084
GE,lstm,-0.2083938836458552,-0.08046686390942748,-0.7144608766178744,0.2444164130800108
GE,transformer,0.029438018798828125,0.010469361864460236,0.5995718872091372,0.0
GE,eata,3.069820546756741,0.4208399164328196,0.9997152373479187,0.39710730626068486
GE,finrl_ppo,-0.008407921652657913,-0.003022101098946739,0.11509227456636217,0.4524118026517299
GE,finrl_a2c,0.0,0.0,0.0,0.0
GE,finrl_sac,0.4709661310361333,0.14836376073857904,0.5876608693522049,0.46784843566364176
GE,finrl_td3,0.4709661310361333,0.14836376073857904,0.5876608693522049,0.46784843566364176
GE,finrl_ddpg,0.4709661310361333,0.14836376073857904,0.5876608693522049,0.46784843566364176
GOOG,buy_and_hold,10.555037163254308,0.19206937980282746,0.7803648299987654,0.44601849878478655
GOOG,macd,2.407405906562423,0.09200670159757318,0.5583385061928722,0.4258230064926182
GOOG,arima,-0.37166533936450186,-0.15363879196034058,-0.30679413343898554,0.5966908490419122
GOOG,gp,-0.7703733854956641,-0.410310544480849,-1.3506851706723868,0.7825413072526617
GOOG,lightgbm,-0.5553637547364977,-0.2540042820198899,-0.6799749009858079,0.6991122197581753
GOOG,lstm,-0.16883993376158202,-0.06423056542921268,-0.7390510105465948,0.1958933619509398
GOOG,transformer,-0.14211355978180795,-0.05353838264563415,-0.15732575691622233,0.24447655450118527
GOOG,eata,2.375478019901277,0.3558604314371687,1.0752597642910395,0.22130390600317756
GOOG,finrl_ppo,0.0,0.0,0.0,0.0
GOOG,finrl_a2c,0.3203113023338089,0.1047349427315103,0.4862479551313524,0.44600901568710277
GOOG,finrl_sac,0.0,0.0,0.0,0.0
GOOG,finrl_td3,0.3203113023338089,0.1047349427315103,0.4862479551313524,0.44600901568710277
GOOG,finrl_ddpg,0.3203113023338089,0.1047349427315103,0.4862479551313524,0.44600901568710277
JNJ,buy_and_hold,1.904863779774285,0.07956813037009391,0.5362462742105643,0.2782648521005337
JNJ,macd,0.5573789960918925,0.03231663339992341,0.3545730380865755,0.23013069590809102
JNJ,arima,-0.059249660163437357,-0.021686640909465926,0.01144092837065523,0.3036402461339594
JNJ,gp,-0.23032113090262363,-0.08969265184371,-0.31227702101101795,0.3554712580068846
JNJ,lightgbm,0.07654087837813295,0.027024065941619657,0.23066604603645474,0.33634200213279264
JNJ,lstm,0.08914753103407747,0.03112942041977851,0.47599678576256194,0.05331742763519287
JNJ,transformer,-0.2118574188806459,-0.08191314046707343,-0.6145840418435725,0.28116470680146705
JNJ,eata,0.8794288404846191,0.1710474750052966,0.8149395605102212,0.19021586461613993
JNJ,finrl_ppo,0.21741089497917154,0.07306525111871243,0.546036417265105,0.1387552004455618
JNJ,finrl_a2c,0.2401868264248812,0.08021881946547227,0.5570203670707441,0.1387500525230706
JNJ,finrl_sac,0.0,0.0,0.0,0.0
JNJ,finrl_td3,0.0,0.0,0.0,0.0
JNJ,finrl_ddpg,0.0,0.0,0.0,0.0
JPM,buy_and_hold,3.2558212614187747,0.109577856626486,0.469741703132402,0.4678714837647154
JPM,macd,1.561478609647339,0.06986145208447492,0.40364957866696505,0.3665617043801692
JPM,arima,0.43803945905428066,0.13929363974440756,0.5298399597462348,0.34483123660342213
JPM,gp,0.2857346511779508,0.09441625627905803,0.4236549732376798,0.466838269386297
JPM,lightgbm,0.725246775726839,0.2179611659293088,0.7109470428136481,0.239438013723071
JPM,lstm,0.3966237190441826,0.1274045661506138,0.5620318459403844,0.2687824754496186
JPM,transformer,-0.02660857434505637,-0.009634464275482646,0.09709720718085198,0.36429700923944563
JPM,eata,3.347145029846194,0.4444731524628307,1.3156883850207417,0.26443865494041474
JPM,finrl_ppo,0.06682302723019373,0.023458175870326947,0.2152215670686271,0.40379954602341883
JPM,finrl_a2c,0.39405758164035043,0.12646940822486052,0.5697580256362252,0.406430763277541
JPM,finrl_sac,0.0,0.0,0.0,0.0
JPM,finrl_td3,0.39405758164035043,0.12646940822486052,0.5697580256362252,0.406430763277541
JPM,finrl_ddpg,0.0,0.0,0.0,0.0
KO,buy_and_hold,1.7570805848537558,0.07552872149873191,0.49475868400760037,0.3753533892217455
KO,macd,0.06740763553541562,0.004694374655339617,0.09841725894724244,0.22131453644907167
KO,arima,0.21587418118165913,0.072686571324589,0.40671251116495344,0.3000372441279005
KO,gp,0.13152724602588362,0.045356357083728094,0.3036012254394892,0.3625254151299757
KO,lightgbm,-0.037839987664371355,-0.013849791215795992,0.06594610404469034,0.36615393765457815
KO,lstm,-0.21800625207751034,-0.08449079304025586,-0.6881542538059856,0.23801848381304777
KO,transformer,-0.127663242435342,-0.047846125647148074,-0.49173909432787105,0.21505738570364344
KO,eata,1.2428318046264661,0.22401366419092716,0.9685487748089945,0.17956473795526823
KO,finrl_ppo,0.2962843028416713,0.0974859167282891,0.6695998003400652,0.17851858613636434
KO,finrl_a2c,0.30433669530672836,0.09992488161906321,0.6633449040829482,0.17754195482612947
KO,finrl_sac,0.0,0.0,0.0,0.0
KO,finrl_td3,0.0,0.0,0.0,0.0
KO,finrl_ddpg,0.0,0.0,0.0,0.0
MSFT,buy_and_hold,11.333989224840511,0.19766577883378345,0.8044426062835048,0.37556466105038566
MSFT,macd,0.5651867684693404,0.03268734038244325,0.26994390658491707,0.3600253407822063
MSFT,arima,-0.43222165864199635,-0.18387534104932568,-0.4093702956945481,0.5737191782030782
MSFT,gp,-0.6866327075434508,-0.34068009478075467,-1.0228548204363308,0.7413018180012484
MSFT,lightgbm,-0.28099128843967114,-0.11243063326834823,-0.1741304263984559,0.5398987931468573
MSFT,lstm,0.42804172882787883,0.1364439336683143,0.9818598851373069,0.1349449914919661
MSFT,transformer,-0.11726159423054305,-0.04378602883200455,-0.10331052373960325,0.2059807111067666
MSFT,eata,1.5011242550277677,0.25786101988911003,0.8498318095764933,0.2717507624971549
MSFT,finrl_ppo,0.3546796177587286,0.11495833306928027,0.5344355443919906,0.37410164984192246
MSFT,finrl_a2c,0.5021683728793334,0.15703690896219147,0.6526166770982773,0.3755325254622985
MSFT,finrl_sac,0.0,0.0,0.0,0.0
MSFT,finrl_td3,0.5021683728793334,0.15703690896219147,0.6526166770982773,0.3755325254622985
MSFT,finrl_ddpg,0.0,0.0,0.0,0.0
NFLX,buy_and_hold,72.08169018869164,0.36085514086521453,0.8567291399319862,0.8199042663290899
NFLX,macd,3.73990893807055,0.11819313177290902,0.49783479968460204,0.6301322170514956
NFLX,arima,0.12841702032551705,0.04432398155666384,0.3577661133627504,0.5829195998839851
NFLX,gp,-0.18160342187715972,-0.06941459346331291,0.14033125308921138,0.7594731823071551
NFLX,lightgbm,0.26214920822457377,0.08781870574554884,0.43559823804560793,0.6235292440527322
NFLX,lstm,0.032226741313934326,0.011451143697287725,0.5995718872091369,0.0
NFLX,transformer,0.032226741313934326,0.011451143697287725,0.5995718872091369,0.0
NFLX,eata,2.741755125152592,0.3912690163707009,0.9260032345537379,0.3315115511847043
NFLX,finrl_ppo,-0.31485812932606494,-0.12676070716404242,-0.026035811965951793,0.7593898452050938
NFLX,finrl_a2c,-0.12680514549151456,-0.04744405956755904,0.16399443035643507,0.7502567351539127
NFLX,finrl_sac,-0.1218283939095458,-0.04550148247041752,0.17619563522830342,0.7594139522872746
NFLX,finrl_td3,0.0,0.0,0.0,0.0
NFLX,finrl_ddpg,0.0,0.0,0.0,0.0
NVDA,buy_and_hold,77.66131017769808,0.36806247468240616,0.9140929335187107,0.6636205855761292
NVDA,macd,4.127936657139383,0.12452791746784864,0.5284950824509266,0.5594245977297513
NVDA,arima,-0.7398414488474894,-0.3832836338522727,-0.5745873410773477,0.8416516065788858
NVDA,gp,-0.8135204439916787,-0.45276317806650757,-0.7864205938772297,0.8621103824756745
NVDA,lightgbm,-0.7417175396781124,-0.38702436581450095,-0.5912524209149321,0.8691635653952644
NVDA,lstm,-0.20785181930797703,-0.0802408801570117,-0.3786096373519978,0.2685227147303053
NVDA,transformer,0.04910591622972804,0.017357539311811054,0.20666167988666304,0.31574605197822336
NVDA,eata,4.743434881359097,0.5487502838071325,1.080250680771323,0.48191160331038524
NVDA,finrl_ppo,0.1994703350633693,0.06736971135793768,0.3646621140007117,0.656540932892228
NVDA,finrl_a2c,1.003815914746124,0.2829362594120326,0.7567564715138894,0.6562132558249927
NVDA,finrl_sac,0.0,0.0,0.0,0.0
NVDA,finrl_td3,0.0,0.0,0.0,0.0
NVDA,finrl_ddpg,0.0,0.0,0.0,0.0
SCHW,buy_and_hold,3.9483931354311776,0.12165415096863685,0.5043626518157462,0.5229065240413309
SCHW,macd,1.2377442776766494,0.05953326611983134,0.3653406819070455,0.5924085041359066
SCHW,arima,-0.48143577617116984,-0.21001030058346104,-0.35604547864264185,0.6174828202568297
SCHW,gp,-0.6272256836542507,-0.298286072777424,-0.6370607300832695,0.7673646676379571
SCHW,lightgbm,0.11912883211915215,0.04153188562117216,0.30167347871872646,0.43624832565332644
SCHW,lstm,0.3839880873878083,0.12373238122410735,0.665572597534207,0.13691556611304634
SCHW,transformer,-0.05196001363518621,-0.018972089233406653,-0.06810824629350853,0.15114495842498327
SCHW,eata,4.197011048267364,0.5104839139441499,1.3542174639451194,0.22589913251669788
SCHW,finrl_ppo,0.0,0.0,0.0,0.0
SCHW,finrl_a2c,0.0,0.0,0.0,0.0
SCHW,finrl_sac,0.9682434295303153,0.2747252437459613,0.9746384360423203,0.37202883603029757
SCHW,finrl_td3,0.9682434295303153,0.2747252437459613,0.9746384360423203,0.37202883603029757
SCHW,finrl_ddpg,0.0,0.0,0.0,0.0
XOM,buy_and_hold,0.2901764161993623,0.018460143308636878,0.19932299659235642,0.6986970531663861
XOM,macd,0.498593514741553,0.02946882457125799,0.2522418322810917,0.3972290876020641
XOM,arima,-0.4515573763886991,-0.19396334947325178,-0.3183093508408646,0.6221896138673034
XOM,gp,0.9548997725129311,0.27205599585737006,0.7912968055683787,0.423273680547895
XOM,lightgbm,0.18771947609631146,0.06417429672499075,0.35503425603446953,0.4738161055385817
XOM,lstm,0.11640749503625347,0.04032045720917088,0.30386881102985636,0.2064005703077704
XOM,transformer,0.0,0.0,0.0,0.0
XOM,eata,11.144758739780432,0.8679551120127365,2.1100785339711954,0.1750098464689468
XOM,finrl_ppo,0.3487371112938069,0.11320263814292209,1.0006635338143437,0.11226872798146183
XOM,finrl_a2c,0.0,0.0,0.0,0.0
XOM,finrl_sac,0.0,0.0,0.0,0.0
XOM,finrl_td3,1.5256494679024573,0.39391455236518835,1.2646118930091128,0.22987203418287663
XOM,finrl_ddpg,0.0,0.0,0.0,0.0
