ticker,strategy,total_return,annualized_return,sharpe_ratio,max_drawdown,volatility
AAPL,buy_and_hold,0.22706903462265293,0.4530565475598223,1.6243201828656995,0.1157823778443385,0.0
AAPL,macd,0.13893932975654977,0.2681627454344151,1.3533855879447152,0.07673582710689617,0.0
AAPL,arima,-0.050271808093111825,-0.08988886380456962,-0.25040853492171194,0.19763836422719538,0.0
AAPL,gp,0.22706903462265293,0.4530565475598223,1.6243201828656995,0.1157823778443385,0.0
AAPL,gbdt,-0.11812322337440406,-0.2119344402601504,-0.849656427633279,0.21021035345605893,0.0
AAPL,lstm,-0.19763811312178448,-0.331083612381185,-1.6787295907676782,0.19763811312178448,0.0
AAPL,transformer,-0.014054595972675332,-0.025515803577001117,-0.12601924906333464,0.09030607225856829,0.0
AAPL,eata,0.5568497819898188,0.18944391065341049,0.7415259465697703,0.1909325208979948,0.0
AAPL,finrl_ppo,0.16779498792460368,0.32474492934606336,1.4112466848544813,0.11557156050964418,0.0
AAPL,finrl_a2c,0.16702298724161913,0.3231576536592382,1.406778260790719,0.11581039874191923,0.0
AAPL,finrl_sac,0.16779498792460368,0.32474492934606336,1.4112466848544813,0.11557156050964418,0.0
AAPL,finrl_td3,0.0,0.0,0.0,0.0,0.0
AAPL,finrl_ddpg,0.16779498792460368,0.32474492934606336,1.4112466848544813,0.11557156050964418,0.0
AAPL,eata,-0.11552787152529298,-0.1886299708708642,-0.6996342137651388,0.17697953817157464,0.25252692727617404
AAPL,eata,1.069001553382554,0.3036303153952147,0.9047389096895867,0.22473682121928337,0.33192299152178595
AAPL,eata,2.9089261779917566,0.6440565864600087,1.5652107009864595,0.2574186222089493,0.34272214683070173
AAPL,buy_and_hold,-0.02907846079751486,-0.04900465038918722,0.04734736674624975,0.22732745483140643,0.36875200338725134
AAPL,macd,-0.02129224230965787,-0.035982561285679227,-0.03605135717531332,0.16209694569420163,0.23742721268024872
AAPL,arima,0.09409034708320729,0.16545622523046322,0.5989052951881001,0.13987175594334408,0.3684914882000619
AAPL,gp,0.16127809977357965,0.2899328544435562,0.8762900693132832,0.1772359463112098,0.3681930986553073
AAPL,gbdt,0.8888985169687007,2.0672224220874513,4.1409218401462455,0.0929606624563363,0.28063284829563123
AAPL,lstm,-0.10873369325659643,-0.17798902475217615,-0.4207617387536441,0.2088755267852432,0.3338794509822654
AAPL,transformer,-0.12459079160591913,-0.2027349946194804,-1.1582539091442074,0.17495180827251589,0.18124317096584708
AAPL,eata,1.1387934988687927,0.31949850464381013,0.9148663639654081,0.25831380360291384,0.34705950857466145
AAPL,finrl_ppo,-0.016253281847763423,-0.02733408739627763,-0.34443264119794614,0.05341124115266238,0.07328586836053042
AAPL,finrl_a2c,-0.04344527524743658,-0.07236954271327245,-0.09578226358187683,0.22730446880165697,0.30649829196869993
AAPL,finrl_sac,-0.04344527524743658,-0.07236954271327245,-0.09578226358187683,0.22730446880165697,0.30649829196869993
AAPL,finrl_td3,0.0,0.0,0.0,0.0,
AAPL,finrl_ddpg,0.0,0.0,0.0,0.0,
AAPL,eata,0.0895178396122398,0.10221423108357253,0.5259185201619637,0.14465083377785878,0.24037649271838163
AAPL,eata,6.342482742137027,1.069013240271262,2.3499698939702087,0.2286456143149986,0.32369982004196696
AAPL,buy_and_hold,-0.10977590073936894,-0.1236553608322386,-0.18123991108817394,0.27324545887762447,0.3639184223907739
AAPL,macd,0.005102545005398973,0.005794072098548986,0.13209958916686576,0.17175634307635942,0.20981442966544867
AAPL,arima,0.7324976496476523,0.8660604805331327,1.9079216665469343,0.17306715050843582,0.361341688729459
AAPL,gp,0.4533602799497509,0.5286766181939242,1.3526593999687098,0.17723594631120967,0.3626280604054767
AAPL,gbdt,0.8777875847674743,1.0786577540444107,2.3803390634277255,0.1758875007480371,0.3309131521112624
AAPL,lstm,0.42831948933885355,0.4988138872600463,1.3754059210400773,0.24398858988184738,0.3350779039343275
AAPL,transformer,-0.07309003347611931,-0.08254839023377392,-1.1155117540309698,0.07633039526061221,0.07460516074074969
AAPL,eata,6.342482742137027,1.069013240271262,2.3499698939702087,0.2286456143149986,0.32369982004196696
AAPL,finrl_ppo,-0.07158237371711762,-0.08050669881617112,-0.3557776982109477,0.15560831410304402,0.1878975943138554
AAPL,finrl_a2c,-0.15279738936706533,-0.1708704316463241,-0.3884214087650462,0.26541663147281375,0.33813253700716683
AAPL,finrl_sac,0.0,0.0,0.0,0.0,
AAPL,finrl_td3,0.0,0.0,0.0,0.0,
AAPL,finrl_ddpg,0.0,0.0,0.0,0.0,
ABBV,buy_and_hold,-0.07641411648507712,-0.1351146856474047,-0.4286686986609634,0.23473700201126635,0.0
ABBV,macd,-0.052975926973841014,-0.094615271716194,-0.4677464290796219,0.17493971226174357,0.0
ABBV,arima,0.29364351638819297,0.6002329632625092,1.9529892716454502,0.12488032177040273,0.0
ABBV,gp,-0.00934223128069922,-0.016993861755506545,0.06411651640966702,0.20531138008821032,0.0
ABBV,gbdt,-0.06766092057830342,-0.12430972812673313,-0.5788691362917228,0.13451481588923914,0.0
ABBV,lstm,0.19729020916440354,0.3893093582789373,1.5066935690772179,0.107320600927599,0.0
ABBV,transformer,0.03683115701686401,0.06827790440650472,0.5985912817186813,0.07378109855902179,0.0
ABBV,eata,0.805109242832809,0.26045408100362066,1.0022314530720653,0.20813016750408805,0.0
ABBV,finrl_ppo,0.0,0.0,0.0,0.0,0.0
ABBV,finrl_a2c,0.0,0.0,0.0,0.0,0.0
ABBV,finrl_sac,0.0,0.0,0.0,0.0,0.0
ABBV,finrl_td3,-0.12668024832811264,-0.21774180082368333,-1.3246422470951211,0.1764578261533719,0.0
ABBV,finrl_ddpg,0.0,0.0,0.0,0.0,0.0
ABT,buy_and_hold,0.2666255089179428,0.5397300800330063,1.8877780214787585,0.12112614771161426,0.0
ABT,macd,0.13559873091852737,0.26137862375036414,1.490645601560928,0.07931144654829346,0.0
ABT,arima,-0.1286123829844531,-0.22228443976274992,-0.89806574550206,0.28250732587902405,0.0
ABT,gp,-0.236309647898448,-0.3887810420159872,-1.8877780214787585,0.3190202689239052,0.0
ABT,gbdt,-0.2049735965216729,-0.3524858599344284,-1.6333367849535922,0.301217714678725,0.0
ABT,lstm,-0.17457728372143044,-0.29556018945930784,-1.3848813851321975,0.27150767411696597,0.0
ABT,transformer,0.11165239577522046,0.213230742279493,1.647606583126001,0.0794668249427796,0.0
ABT,eata,0.9152340017308789,0.29004952556549957,1.0770147016806413,0.27338972184715843,0.0
ABT,finrl_ppo,0.050228230653097006,0.09291466831724127,0.7147835349486181,0.11080401488347232,0.0
ABT,finrl_a2c,0.14298127481970946,0.2741542101580463,1.2087878859027634,0.12111804446792043,0.0
ABT,finrl_sac,0.0,0.0,0.0,0.0,0.0
ABT,finrl_td3,0.0,0.0,0.0,0.0,0.0
ABT,finrl_ddpg,0.0,0.0,0.0,0.0,0.0
ADBE,buy_and_hold,0.17893810480339223,0.3506685624152246,1.2592794057352774,0.13673620045274343,0.0
ADBE,macd,0.11956577950773872,0.22904805236547343,1.1506124919686076,0.09329682757660836,0.0
