strategy,strategy_name,annual_return_mean,annual_return_std,annual_return_count,sharpe_ratio_mean,max_drawdown_mean,win_rate_mean,volatility_mean
eata,EATA,42.8708,15.1368,2,1.8549,0.2267,0.0,0.0
