ticker,annual_return,volatility
ABT,-4.826114159769612,13.916124487388428
AEP,4.6750250359953505,12.128472921631735
AMAT,-37.56122548409772,27.84011043593756
AMGN,11.765801690956334,20.47285849013653
AMT,-3.618307023875078,17.04273597363892
AMZN,-27.74639841253621,21.560846756941388
APD,-7.211401660882,13.050381115428184
AXP,-0.2635346568726882,10.853983225352973
BK,-13.342073274479382,16.020974642819905
BLK,-14.765459359594091,15.642168291549904
BMY,23.217535041437642,21.987473643891654
C,-12.318231834782424,17.41695586860552
COP,-7.61761570649826,27.868628963844007
CRM,2.5986988460310334,17.68432716580216
CSCO,-6.807865220890252,16.27213684866661
D,4.985548883008284,14.19983024650538
DE,-24.968495410158997,21.920956199199207
DIS,7.724075496716565,11.02003583164791
ECL,-8.546168149967281,10.772530602255872
EOG,11.228011257770376,20.978244743865996
F,0.9558700162459299,19.811082952961907
FCX,-14.873901061634598,42.38061139677015
GE,-30.467859692024778,19.157010328826242
GILD,-6.981495295239204,20.08142078042195
HAL,38.7929174670353,24.23932785471663
HD,-14.759474849669784,14.648210264554375
HON,-8.383663950450703,11.803692746881014
INTU,-19.271452240245157,17.307397017381966
ISRG,-26.783518323570867,21.07846266252731
JNJ,-0.4541986551690136,12.95445737540663
KEY,-31.54346621802169,22.440607168752045
LMT,-17.349787075513067,15.14173173863329
LOW,19.199067691882952,20.818447424433685
LRCX,-38.291952213322745,28.326676139134086
MCD,-19.532505777873155,13.089006719294648
MDT,-4.547854473516411,16.597256409581114
MMM,-10.409355365932438,13.625926835976617
MRK,19.159249272688083,25.542202887724596
MU,-26.572161705722575,36.82078364190476
NEE,-7.127038519613526,15.481801786695526
OXY,13.753999989499288,17.73376695173863
PFE,1.081814184935359,14.267202736990422
PG,13.526498847164259,10.697060728320483
PLD,-0.14459542545542936,18.636471019378273
PXD,7.560406912221818,25.95068582294114
REGN,18.562019810429263,25.720261782484837
RF,-36.109127163125066,23.653715468513127
SBUX,8.036521069714242,14.275341427930849
SHW,-28.641561321881102,17.482252875225022
SLB,26.488968592726714,16.88207391126075
SNPS,-27.26239929728822,16.63060966578668
SO,-4.001947036341225,10.88936586398149
SPG,-17.913220862972956,16.03078390647562
STT,-13.41081437376861,16.547319921924437
T,-19.576947023442738,14.014490075467897
TJX,-1.9440683379753687,13.496166109249982
TMO,-11.389604747698634,17.99598030201385
TXN,-22.085458560672222,19.11597466289631
UNP,12.53414488062472,16.94922820831065
UPS,-5.200286020893408,14.907769049377148
USB,-13.30964805840107,13.342424606759934
VZ,3.4852705372586668,13.850874057605514
