ticker,annual_return,volatility
ABT,-22.245777080866013,16.439205206616986
AEP,-0.21899017092132933,13.63300635874628
AMAT,-32.79283591574138,26.86152869511451
AMGN,-6.751611481612163,20.917649362556666
AMT,-14.113090729603684,17.75344748004041
AMZN,-35.7202988789467,21.716568562205786
APD,-2.592810931419476,15.131417935524945
AXP,-22.747276775609215,16.376209472187973
BK,-19.979000931482858,16.58946315188728
BLK,-23.071080322199244,16.134578388277713
BMY,-11.659851459738825,23.691226582559306
C,-28.750692445539293,18.426682765619702
COP,-25.092739276623277,30.48224895089957
CRM,-25.60784417675005,20.0139036411875
CSCO,-16.948278987004105,16.384759388367904
D,-0.819601543577686,15.117197451837185
DE,-37.60734361066689,18.853225216095264
DIS,-9.256517060534108,15.114890559217692
ECL,-6.520573263370633,11.543607881825858
EOG,-12.101023493726071,22.927722837430352
F,7.153462416510781,20.364472253602106
FCX,-40.86038361241759,42.0475785884572
GE,54.16927997399898,20.150835334210964
GILD,-8.237871872808345,22.005265153063945
HAL,-14.98056301181765,27.327924313935952
HD,-23.481560931125088,15.519626441330589
HON,-18.52138058074948,13.374182088437383
INTU,-23.836418874303867,16.956018416284408
ISRG,-33.79282279789009,20.924667314701438
JNJ,-7.714802290978318,13.24063371550358
KEY,-33.64945700235532,22.97716547017792
LMT,-23.008188756185465,14.929942283206579
LOW,-20.872446864315176,21.599155491811093
LRCX,-38.148638932880885,28.05576982364981
MCD,-22.101072097151086,13.063203332560946
MDT,0.9365057462264126,17.013496818086498
MMM,-17.572989586152744,14.014146489945361
MRK,1.2789758445243882,25.60171147597626
MU,-52.214894502638565,37.40243401276299
NEE,-12.712356239592616,15.253869393988282
OXY,2.6165711711668704,20.038195254185617
PFE,-2.5934000025687687,15.378045802131494
PG,3.2216678991113357,12.776935750234305
PLD,-9.419100934322266,18.755002013111266
PXD,-3.9413462568478774,29.089375814327624
REGN,1.8498874303150448,31.708506951479233
RF,-38.5524514638088,23.894478992561936
SBUX,-0.5423899733826176,16.694823146880395
SHW,-23.28453661526444,19.1244963337227
SLB,4.3508098694753805,19.28776383242761
SNPS,-23.32432406799644,16.05248232258614
SO,11.166537768635877,13.562333163350878
SPG,21.139836150844673,19.753497155385848
STT,-25.147395301544616,18.43727539562914
T,4.267109928943613,17.98493261542064
TJX,-1.612567014685795,16.74298522401926
TMO,-21.90860082469207,18.13076794081008
TXN,-25.33191026185493,19.014358205228604
UNP,-20.74806883524779,19.391576326715548
UPS,-3.955363059870254,16.053087371308706
USB,-15.771580914208204,14.169350594241703
VZ,0.4245936209732015,17.38030732947731
