ticker,annual_return,volatility
ABT,0.0,0.0
AEP,-0.1682433027898944,0.2059677048504528
AMAT,0.9434061377149083,1.1581485884832659
AMGN,-6.314059467527744,11.128071722425425
AMT,0.18395073244612536,0.2253954983801406
AMZN,-6.780734734719706,10.732719256623604
APD,0.3310602889498915,8.08050502412688
AXP,0.0,0.0
BK,0.7598909311728352,3.068830270870175
BLK,-6.6954294141549635,8.358387396554603
BMY,0.0,0.0
C,4.237941502022613,2.2542353079201054
COP,1.0319398672469227,1.2671135927742214
CRM,-6.058150964428366,6.1123301939927694
CSCO,-0.8217338889166315,11.014084884706284
D,-1.1116664232855067,9.254605707163652
DE,-18.739477109618996,11.456299853923777
DIS,0.8189860276954786,1.0050963142561078
ECL,-2.808851748686103,4.796422902451773
EOG,-2.1999581385759304,11.108517169617604
F,5.783084518798787,11.09415005290776
FCX,-0.6750533579548468,4.164273436184533
GE,-1.0979222078047357,8.45025088918246
GILD,1.9003541858122475,9.484795378023154
HAL,9.194141736504523,14.47144361516495
HD,-5.156068622113519,3.829508911455995
HON,-8.901264026014577,6.167185124622908
INTU,0.0,0.0
ISRG,19.262958885528736,9.298047730268383
JNJ,-2.632393476143824,2.446602053649034
KEY,27.478408567449986,11.598595976530293
LMT,0.0,0.0
LOW,-0.29526900576865023,0.361360852997423
LRCX,1.1628030412712764,1.428264025426576
MCD,-2.759362535651122,5.220028057388496
MDT,0.0,0.0
MMM,-5.485397513812895,5.922599190854245
MRK,-1.355489399313481,2.4394747668454624
MU,-4.262554908602967,13.142172236089253
NEE,-6.198768116272612,8.82859197763092
OXY,-0.37132024587062107,0.4543485411165327
PFE,0.40870298380404346,9.461011854099215
PG,-4.781206882268507,8.519408623410635
PLD,-9.441763357562383,8.24233206187414
PXD,-2.5260281692428666,16.087001203216953
REGN,-18.513398689777794,12.687328113504204
RF,35.750944604883195,12.940584906509187
SBUX,0.0,0.0
SHW,2.4501938499233544,13.547466422825776
SLB,0.0,0.0
SNPS,0.3121246471154304,0.38256985204610466
SO,0.0,0.0
SPG,0.0,0.0
STT,1.1597224980207654,2.617247278638369
T,3.2766750949301926,7.258797263710839
TJX,0.5267048541592878,0.6459254680443451
TMO,-4.434179498144786,7.333281503611352
TXN,-2.0078728379719357,3.575953041131418
UNP,-2.537613846942377,3.371757001856679
UPS,5.410050529330412,8.660986805666472
USB,0.304902732922141,0.9303288731768069
VZ,0.0,0.0
