ticker,annual_return,volatility
ABT,-10.87749990171063,16.730926669529786
AEP,2.2121777408943277,14.163509553794501
AMAT,-36.63320076916028,27.760773013479966
AMGN,23.8730002187717,21.058423396608937
AMT,6.104246786453027,17.9743408348271
AMZN,-17.77723863843219,21.99211308487107
APD,13.098121611591186,15.257879274140066
AXP,-13.548283653671945,16.592860258666555
BK,-11.545363067330317,16.78290841206192
BLK,-5.745823140402773,16.359209957215985
BMY,12.194256241716639,24.049859189706684
C,-24.347038481600258,18.6255801328604
COP,-9.946810491774382,30.8649725863128
CRM,-13.383073484882601,20.946467631204605
CSCO,7.122483951119607,16.560766500917172
D,36.4184836767286,15.463799502242914
DE,-31.536458943036017,22.132060594355234
DIS,-4.385270875835767,15.211873713418637
ECL,1.7937020142807514,11.687620579532942
EOG,26.974547783889278,23.705130760383064
F,23.972976208717412,20.495184298253644
FCX,2.3162778859020072,43.053119036415126
GE,-33.25062190442978,20.239660982717634
GILD,16.10933715620615,22.2157898863084
HAL,35.41952871968099,27.74485459235228
HD,-16.68304285631075,15.740477627505243
HON,-12.420327618729077,13.504859709046514
INTU,-17.976079492892026,17.360159662456606
ISRG,-25.73157874293246,21.099351465587304
JNJ,2.651512404803702,13.416865230557997
KEY,-30.26745002102644,23.22206259211977
LMT,-13.130012330087059,15.606041960947875
LOW,-2.4453358236004807,22.27005485238358
LRCX,-28.80848995210693,28.594173447330483
MCD,-19.966703303397026,13.30857203072332
MDT,4.0730321708683626,17.220462980845173
MMM,-10.901983740012987,14.143617679345851
MRK,52.38692563335161,25.54125888008667
MU,-56.6922451529861,38.22809256985534
NEE,1.1355039226019326,15.733714359875824
OXY,7.489050569110844,20.27902962698754
PFE,7.275029133023603,15.484940583783358
PG,10.200845035377215,12.92403827363068
PLD,3.1095159093413205,18.952565489050084
PXD,3.672871813465184,29.509981952067406
REGN,-0.23846689769304596,32.22045037023069
RF,-38.480506648339215,24.21566394526663
SBUX,17.695529989677716,16.85520223642869
SHW,-16.629706677805867,19.34256855935821
SLB,-0.631172199510377,19.564816577859673
SNPS,-27.2822482727752,16.534214738488092
SO,-8.308183777557588,13.943039435810773
SPG,-20.22862381191981,19.97448515620173
STT,-26.147236236795745,18.55039120923786
T,-5.848956581401565,18.196233195983265
TJX,3.251720819260817,17.57454646264307
TMO,-8.857385074120627,18.38263029319492
TXN,-16.470655480391006,19.121252535635303
UNP,-14.057290896789764,19.603486501551597
UPS,13.887050928331623,16.089844029724016
USB,-11.985080795072244,14.2904816863849
VZ,11.884486323656107,17.539286160151082
