ticker,annual_return,volatility
ABT,8.9980782686502,12.312904894719791
AEP,-3.759485003090024,10.326489162601494
AMAT,42.130041759194235,19.836859585905056
AMGN,21.69154450672519,13.001814893297587
AMT,-3.1481798205753475,12.36068484996141
AMZN,15.014373599480546,14.022220623508636
APD,-0.09370508468676819,11.094891508467047
AXP,3.298100034778173,8.824258961580908
BK,23.84446636227915,12.159496448892758
BLK,18.630138363459324,12.283347005402542
BMY,1.2075260681967404,16.526956924130772
C,16.401162085628496,12.577468169317674
COP,8.395887891160703,23.58242627303929
CRM,7.032035536092329,15.482174394056623
CSCO,4.926238629260538,11.306661832712406
D,-4.447874331392199,10.29801580164903
DE,24.776360864480274,15.025526393088448
DIS,-5.251801733648643,11.224990021752104
ECL,3.884812238768287,8.3130508218865
EOG,8.90641600245463,17.36710649006308
F,-0.768750833217835,14.295095311835917
FCX,37.44914855931394,32.898472293461175
GE,-26.177453824394615,14.900472769282716
GILD,-2.5089050653549827,18.32202292843237
HAL,8.81521627225823,19.39903976130157
HD,11.227893064709772,11.22529193284309
HON,11.633238828550386,8.221194196524724
INTU,5.859467331041479,13.400103413383954
ISRG,19.665413965176647,14.55928249771707
JNJ,8.863474689945106,9.199228227217885
KEY,32.05936240306582,15.459788098735189
LMT,1.6234790564134904,10.0607418261639
LOW,11.0440836870779,17.017143725785896
LRCX,24.353451627916158,19.29401722483605
MCD,9.1069301687414,9.20517770227853
MDT,-1.157685274599174,11.526119779521173
MMM,13.060365835286447,10.176012248394887
MRK,-7.985814842401973,16.636314891259936
MU,22.73727888926642,27.061305553233854
NEE,5.008169763424708,10.763982216733323
OXY,-3.1837849305482058,13.449269110792518
PFE,-3.248369876843371,9.568112662089707
PG,1.1860690002483132,9.474539832691958
PLD,-3.3730991416534906,13.208293610335426
PXD,-6.867087284661622,21.88802391749021
REGN,-14.686409779296472,23.884630142611325
RF,21.225883557187064,16.707513492295735
SBUX,-3.597365104390704,13.151106464844625
SHW,8.373981592881762,13.979807889982165
SLB,-0.6061085805816213,14.826850846340692
SNPS,15.671304961419708,12.964701217787464
SO,-8.916291422040356,10.306348671827104
SPG,-16.391513687318003,14.155608655558721
STT,12.214880793851446,12.71555866596814
T,9.192356229760268,11.831765620576823
TJX,-11.162925877235718,12.98304131112937
TMO,10.255641216344479,13.43818042189923
TXN,13.65921373769563,15.182315108225039
UNP,18.71420962770658,13.055232460165286
UPS,-1.9898311728283158,11.941941088873149
USB,16.9999542084337,10.41014888184253
VZ,11.532774801058366,12.656828377592937
