Strategy,Count,AR (%),SR,MDD (%),Win Rate (%),Calmar
Buy & Hold,43,18.282106449765013,0.8221079875149482,17.34755203501002,79.06976744186046,1.0538724087911036
MACD,43,8.656043678807492,0.5808526940284015,13.349745856157364,72.09302325581395,0.6484051286126189
DDPG (FinRL),19,5.883402320287273,0.423856918472264,9.56290230737638,36.84210526315789,0.6152318753428119
Transformer,43,0.047577987737338116,-0.05027489838976073,6.114826609147713,34.883720930232556,0.007780758274676502
ARIMA,43,-3.6117971768174177,-0.17672209041851913,30.764448700476077,46.51162790697674,-0.1174016544870354
GBDT,43,-6.416366488799316,-0.3150838104215074,28.393856516436728,30.23255813953488,-0.22597728086302715
GP (Operon),43,-6.766839353434162,-0.31610916819406204,27.786208056615795,32.55813953488372,-0.24353230709445442
LSTM,43,-15.836677503174338,-0.8475434554792045,36.74628069967296,13.953488372093023,-0.4309736169656834
