ticker,method,ar,sr,mdd,win_rate,calmar
S0001,Buy & Hold,10.007380920144895,0.27864604319603986,38.588039528088935,0.47345177923332565,0.25933893098819755
S0002,Buy & Hold,11.79247322505082,-0.02656977515989084,38.91593015750335,0.5593372688759102,0.30302431876415326
S0003,Buy & Hold,8.355172867826695,0.10568553737547565,30.79318593202666,0.5252095922875967,0.27133187472936476
S0004,Buy & Hold,4.656448967456354,0.6964597907615295,55.208894329971415,0.5636661950767174,0.08434236953969379
S0005,Buy & Hold,7.2719752889696645,0.5551446714725147,38.71039961241904,0.5339065737610806,0.18785585686996306
S0006,Buy & Hold,4.050120670021226,0.24958296196233107,52.76928922977385,0.5546890785573987,0.07675147285736111
S0007,Buy & Hold,10.36086161558463,0.132456907448936,44.59138923898125,0.502545374236651,0.23235117345317627
S0008,Buy & Hold,18.041291473327203,-0.12345178412795355,28.377251929439335,0.5315148242387071,0.6357659831962331
S0009,Buy & Hold,7.046760888692022,0.2515858220247539,31.178131843421045,0.5911651910852836,0.2260161360559187
S0010,Buy & Hold,6.277150601080358,0.3422741868534255,39.361020673572305,0.47329396615182556,0.15947631676367957
S0011,Buy & Hold,12.93905230111119,0.32898641054137895,35.611725318387506,0.5452880686519267,0.3633368556403621
S0012,Buy & Hold,12.141322048960365,0.32655201800595746,35.494611417589326,0.5609383265523581,0.3420609936003904
S0013,Buy & Hold,10.63248549398739,0.06954759319326848,32.137950456254494,0.5226338273312826,0.33083894097291944
S0014,Buy & Hold,4.417191731750772,0.3334315286585955,16.91523644259005,0.5329563730715065,0.2611368600576543
S0015,Buy & Hold,9.824489065220359,0.3403316551162235,32.74567356579308,0.5483890340313916,0.3000240335713618
S0016,Buy & Hold,14.171819166749726,0.6726405094507943,12.818785360772402,0.489891145021036,1.1055508589852694
S0017,Buy & Hold,1.9347127162895084,0.8166833635880906,38.718195687849374,0.5225223518443167,0.04996908254422259
S0018,Buy & Hold,7.254305433758691,0.3157527432705521,27.73942212572294,0.48335985193143743,0.261516097951865
S0019,Buy & Hold,-1.4073364388050646,0.15842351220602832,27.84583273827857,0.4892625887603573,-0.050540289171185554
S0020,Buy & Hold,2.2627735612901434,0.33375446755950905,32.80696204370021,0.4910531176316525,0.06897235892418313
S0021,Buy & Hold,-1.0504102267503939,0.19809468118639073,37.72672346295864,0.5056119518192342,-0.027842604136606823
S0022,Buy & Hold,8.589453213551913,0.1643915460634377,20.67993822264045,0.5144932691545039,0.41535197644585603
S0023,Buy & Hold,2.395321111337781,0.3353374620194644,17.513988104465934,0.523890995010558,0.13676617210485556
S0024,Buy & Hold,11.62758615293021,0.08917389221192118,24.339341285001865,0.46647273930553934,0.477728054213827
S0025,Buy & Hold,10.940506519745352,0.5015266877887543,14.582724758012766,0.5708032626552163,0.7502374694231182
S0026,Buy & Hold,8.878414332220274,0.32402111270398065,25.33150390110702,0.5455058687026879,0.35048903400608106
